"iWAT_M03(r1)"	"iWAT_M03(r2)"	"Beige/brite (RG on iWAT)_M03(r1)"	"Beige/brite (RG on iWAT)_M03(r2)"
"ENSMUSG00000058586"	8.9774	8.985925	9.72754	9.79086
"ENSMUSG00000058587"	9.8037	9.77093666666667	9.93092	9.92582333333333
"ENSMUSG00000058594"	9.98374	9.95517	10.03565	9.985
"ENSMUSG00000058600"	7.86261333333333	7.92691	7.73072	7.70205
"ENSMUSG00000058603"	14.07189	14.02644	13.98204	13.9242
"ENSMUSG00000058620"	4.97129	4.9911	5.41369	5.15985
"ENSMUSG00000058624"	8.06196	8.1519	8.40148	8.36562
"ENSMUSG00000058625"	14.27291	14.2743	14.29095	14.28914
"ENSMUSG00000058631"	4.9406	5.03126	4.9465	4.83025
"ENSMUSG00000058638"	8.91303666666667	8.87636666666667	8.60700333333333	8.68559333333333
"ENSMUSG00000058643"	6.0097	5.97408	6.14784	6.06779
"ENSMUSG00000058655"	10.1908233333333	10.18223	10.06409	9.97046333333333
"ENSMUSG00000058662"	4.522945	4.61075	4.54912	4.61718
"ENSMUSG00000058665"	4.91642	4.83772	4.74833	4.79028
"ENSMUSG00000058669"	6.50515	6.38563	6.56849	6.75031
"ENSMUSG00000058672"	11.92013	11.82573	11.9158	11.99945
"ENSMUSG00000058685"	5.70193	5.72662	5.79282	5.64965
"ENSMUSG00000058690"	8.56134	8.74862	8.64087	8.87259
"ENSMUSG00000058700"	13.7066	13.56504	13.32438	13.326975
"ENSMUSG00000058704"	10.87585	10.88952	10.78733	10.76791
"ENSMUSG00000058709"	8.93926	9.02254	9.07119	9.1742
"ENSMUSG00000058715"	8.17681	8.31336	7.95583	8.07381
"ENSMUSG00000058729"	7.09192	7.05283	7.04204	7.10489
"ENSMUSG00000058731"	4.28779	4.24006	4.21706	4.21778
"ENSMUSG00000058743"	5.09873	5.31377	5.18633	5.52065
"ENSMUSG00000058748"	8.44357	8.45122	8.22075	8.30261
"ENSMUSG00000058756"	7.72142	7.834995	7.40907	7.555945
"ENSMUSG00000058793"	8.111858	8.146678	7.878062	7.87903
"ENSMUSG00000058794"	4.73408	4.71566	4.72027	4.77926
"ENSMUSG00000058799"	11.6015457142857	11.5330385714286	11.6336357142857	11.5191214285714
"ENSMUSG00000058806"	4.7124	4.51729	4.74777	4.90529
"ENSMUSG00000058809"	12.80621	12.83454	13.22591	13.15146
"ENSMUSG00000058816"	9.67649	9.73008	9.5559	9.64342
"ENSMUSG00000058818"	5.08736	5.015695	4.945715	5.05191
"ENSMUSG00000058831"	4.46588	4.41841	4.439865	4.435555
"ENSMUSG00000058833"	10.45934	10.43117	9.9004	10.04005
"ENSMUSG00000058835"	8.2795525	8.2834775	8.2661525	8.2339875
"ENSMUSG00000058838"	14.41393	14.32403	14.18768	14.29819
"ENSMUSG00000058873"	11.97992	11.98223	12.17825	12.1568
"ENSMUSG00000058886"	7.31278	7.41883	7.30313	7.12894
"ENSMUSG00000058897"	6.47238	6.48951	6.54883	6.64593
"ENSMUSG00000058905"	14.07189	14.02644	13.98204	13.9242
"ENSMUSG00000058908"	5.16948	5.05566	5.09304	5.37846
"ENSMUSG00000058914"	7.17326	6.84472	6.29413	5.91997
"ENSMUSG00000058922"	10.6677233333333	10.66635	10.41771	10.30386
"ENSMUSG00000058927"	12.95324	13.0440866666667	13.92614	14.0286566666667
"ENSMUSG00000058934"	5.20804	5.20522	5.00648	4.84226
"ENSMUSG00000058952"	7.06964	7.15054	6.63595	6.65254
"ENSMUSG00000058975"	5.73047	5.5181	5.75985	5.88033
"ENSMUSG00000058976"	4.21183333333333	4.35457333333333	4.29958333333333	4.30201
"ENSMUSG00000058979"	6.44267	6.40777	6.50106	6.53597
"ENSMUSG00000059003"	4.5393	4.8825	4.76574	4.80108
"ENSMUSG00000059005"	10.595775	10.6939625	10.440565	10.4087825
"ENSMUSG00000059013"	5.65039	5.6887	5.87954	5.59395
"ENSMUSG00000059031"	10.65235	10.72217	10.66704	10.70716
"ENSMUSG00000059040"	13.57049	13.5216	14.0463066666667	14.01442
"ENSMUSG00000059042"	5.29998	5.31072	5.03695	5.47894
"ENSMUSG00000059043"	5.14091	5.25984	5.19615	5.34264
"ENSMUSG00000059058"	13.5017	13.50276	13.51361	13.46466
"ENSMUSG00000059060"	4.60171	4.75498	4.73276	4.66923
"ENSMUSG00000059064"	14.512445	14.493115	14.453505	14.39895
"ENSMUSG00000059069"	4.23264	4.31336	4.36729	4.32083
"ENSMUSG00000059070"	11.5554875	11.5211	11.3795625	11.38849
"ENSMUSG00000059077"	4.93792	4.71979	4.93712	5.06626
"ENSMUSG00000059089"	5.47547	5.45814	5.47815	5.3569
"ENSMUSG00000059101"	5.41584	5.19349	5.32313	5.02291
"ENSMUSG00000059108"	5.21799	5.01586	4.74147	4.71446
"ENSMUSG00000059119"	10.87391	10.90204	11.29581	11.22224
"ENSMUSG00000059146"	4.5260925	4.59016	4.649585	4.7273175
"ENSMUSG00000059149"	4.65479	4.68864	4.877105	4.93132
"ENSMUSG00000059159"	14.28003	14.2792	14.21315	14.2345
"ENSMUSG00000059173"	8.51795	8.56063	8.51965	8.42717
"ENSMUSG00000059179"	12.71812	12.71902	12.48517	12.43424
"ENSMUSG00000059182"	10.18231	10.22329	9.99231	10.01761
"ENSMUSG00000059183"	7.73954	7.63451	7.47845	7.46253
"ENSMUSG00000059195"	14.483	14.47174	14.45444	14.37078
"ENSMUSG00000059201"	9.07165	9.45166	6.70805	6.50413
"ENSMUSG00000059203"	4.909235	4.84012	4.787855	5.024825
"ENSMUSG00000059208"	10.34773	10.2695	10.02628	9.97077
"ENSMUSG00000059230"	4.15042	4.21793	4.26663	4.33051
"ENSMUSG00000059237"	9.67649	9.73008	9.5559	9.64342
"ENSMUSG00000059246"	4.7077	4.81414	4.72332	5.10894
"ENSMUSG00000059248"	10.87762	10.82414	11.30079	11.19783
"ENSMUSG00000059252"	14.70907	14.70569	14.64563	14.68509
"ENSMUSG00000059256"	3.78061	3.737425	3.75107	3.755205
"ENSMUSG00000059263"	10.73327	10.754175	10.85926	10.709245
"ENSMUSG00000059277"	7.42105	7.37001	7.41974	7.39401
"ENSMUSG00000059278"	11.4981	11.4413	11.48058	11.53665
"ENSMUSG00000059280"	5.151025	5.189335	5.262145	5.34058
"ENSMUSG00000059288"	7.77811666666667	7.85573333333333	7.61994666666667	7.53434
"ENSMUSG00000059291"	9.386305	9.444405	9.33892	9.44508
"ENSMUSG00000059305"	5.151025	5.189335	5.262145	5.34058
"ENSMUSG00000059316"	9.06697	9.09687	9.59388	9.71751
"ENSMUSG00000059323"	11.20787	11.19216	11.14639	11.17763
"ENSMUSG00000059325"	7.194775	7.279425	6.930705	7.030505
"ENSMUSG00000059326"	6.72572	6.804095	6.680295	6.810995
"ENSMUSG00000059327"	5.3212425	5.5020725	5.46139	5.471055
"ENSMUSG00000059336"	4.741335	4.65072	4.61404	4.79522
"ENSMUSG00000059343"	8.803225	8.849625	9.056455	9.022895
"ENSMUSG00000059355"	8.2159	8.20236	8.15208	8.14822
"ENSMUSG00000059363"	7.86155	7.80352	8.46552	8.30488
"ENSMUSG00000059395"	5.50114	5.54102	5.50201	5.5587
"ENSMUSG00000059408"	4.21573	4.37641	4.61594	4.50885
"ENSMUSG00000059409"	8.74437	8.82322	8.79633	8.80211
"ENSMUSG00000059412"	5.404775	5.308375	4.980715	5.186705
"ENSMUSG00000059430"	9.82707	9.64557	8.60849	8.29037
"ENSMUSG00000059434"	4.71668	4.83874	4.70378	4.7426
"ENSMUSG00000059436"	9.03331	9.05424	8.73929	8.81054
"ENSMUSG00000059439"	6.164005	6.257325	6.210265	6.2398
"ENSMUSG00000059447"	11.914655	12.03095	13.122585	13.15473
"ENSMUSG00000059448"	4.2261	4.4897	4.55886	4.5068
"ENSMUSG00000059456"	8.34481	8.32705	8.7393	8.81171
"ENSMUSG00000059461"	14.14739	14.11959	14.09101	14.10652
"ENSMUSG00000059474"	8.24645	8.34026	8.473295	8.450715
"ENSMUSG00000059475"	8.3922	8.39845	8.00628	7.98279
"ENSMUSG00000059479"	5.41044	5.47237	5.34087	5.49509
"ENSMUSG00000059481"	5.32836	5.05935	5.29758	5.20858
"ENSMUSG00000059482"	8.66448	8.6292	8.49921	8.50803
"ENSMUSG00000059486"	9.66113	9.70583	9.89733	9.70819
"ENSMUSG00000059495"	8.95026666666667	8.93328333333333	9.21929333333333	9.33946666666667
"ENSMUSG00000059498"	8.48295	8.60946	8.23133	8.20284
"ENSMUSG00000059518"	10.403865	10.370565	10.596075	10.66112
"ENSMUSG00000059534"	11.0045866666667	11.01653	11.8018866666667	11.8709666666667
"ENSMUSG00000059540"	6.2402	6.30162	5.98901	6.14189
"ENSMUSG00000059552"	6.58219333333333	6.55818	6.44355333333333	6.41011666666667
"ENSMUSG00000059554"	5.773595	5.86308	5.840645	5.87186
"ENSMUSG00000059555"	7.31588	7.31719	7.21957	7.21471
"ENSMUSG00000059585"	10.14711	10.07518	9.87565	9.88109
"ENSMUSG00000059586"	9.4122	9.32788	9.21838	9.09957
"ENSMUSG00000059588"	6.23399	6.125075	6.00843	5.938675
"ENSMUSG00000059602"	4.88527	4.96494	5.23169	5.16005
"ENSMUSG00000059606"	4.6208	4.55651	4.55667	4.3535
"ENSMUSG00000059632"	5.08042	5.01169	5.14786	5.30997
"ENSMUSG00000059645"	4.13381	4.04028	4.0794	4.23997
"ENSMUSG00000059647"	10.64121	10.6412866666667	10.47021	10.4312566666667
"ENSMUSG00000059654"	6.39874	6.50165	5.75467	5.70166
"ENSMUSG00000059658"	13.54389	13.47391	13.77567	13.80182
"ENSMUSG00000059668"	5.4046	5.33189	5.3858	5.4585
"ENSMUSG00000059669"	7.77511	7.69093	7.43943	7.37341
"ENSMUSG00000059708"	7.54464	7.74249	7.33931	7.32646
"ENSMUSG00000059713"	6.334285	6.345205	6.1603	6.260485
"ENSMUSG00000059714"	10.17477	10.14032	10.06519	10.02122
"ENSMUSG00000059734"	11.734668	11.733522	12.210798	12.265142
"ENSMUSG00000059741"	5.090775	5.025125	4.99897	5.137455
"ENSMUSG00000059742"	5.32372	5.41484	5.34387	5.52954
"ENSMUSG00000059743"	12.03251	12.16416	12.40496	12.44575
"ENSMUSG00000059751"	14.2355	14.21908	14.10692	14.06748
"ENSMUSG00000059772"	5.04012	5.03417	4.98412	4.98411
"ENSMUSG00000059775"	14.16613	14.08099	13.95775	13.92107
"ENSMUSG00000059776"	14.0432	13.9674666666667	13.8548	13.8103933333333
"ENSMUSG00000059791"	6.02895	6.33372	6.27281	6.00467
"ENSMUSG00000059796"	13.3719066666667	13.3809733333333	13.4106666666667	13.36022
"ENSMUSG00000059810"	8.2020775	8.26451	7.93448	7.87863
"ENSMUSG00000059811"	9.834225	9.919425	9.530445	9.558545
"ENSMUSG00000059824"	9.666215	9.53835	9.14398	9.03032
"ENSMUSG00000059830"	9.90916	9.79708	9.52948	9.36354
"ENSMUSG00000059834"	5.51257	5.74353	5.74476	5.77899
"ENSMUSG00000059835"	14.0432	13.9674666666667	13.8548	13.8103933333333
"ENSMUSG00000059845"	4.929085	5.040645	5.129465	5.105105
"ENSMUSG00000059851"	7.26392	7.50324	7.72169	7.59618
"ENSMUSG00000059857"	4.897295	4.91788	4.89075	4.890115
"ENSMUSG00000059866"	6.19881	6.03633	5.99259	6.09824
"ENSMUSG00000059878"	8.03728	8.0057	7.93462	8.09144
"ENSMUSG00000059883"	5.90694666666667	5.80777666666667	5.86650333333333	5.63931666666667
"ENSMUSG00000059887"	4.59692	4.69802	4.73172	4.61218
"ENSMUSG00000059890"	6.6457	6.79247333333333	6.84536	6.80977
"ENSMUSG00000059891"	4.91201	4.93076	4.82205	4.78466
"ENSMUSG00000059895"	6.262055	6.08395	6.13921	6.14936
"ENSMUSG00000059897"	5.71952	5.37253	5.30593	5.39404
"ENSMUSG00000059900"	5.15323	5.15002	5.331635	5.508105
"ENSMUSG00000059908"	4.0066	4.09162	4.121015	4.195255
"ENSMUSG00000059912"	13.7066	13.56504	13.32438	13.326975
"ENSMUSG00000059920"	7.42863333333333	7.38094	7.39391	7.42405333333333
"ENSMUSG00000059921"	5.85626	5.811055	5.796975	5.72898
"ENSMUSG00000059923"	9.492105	9.53595	9.649695	9.590615
"ENSMUSG00000059934"	5.33981	5.46836	5.67379	5.58363
"ENSMUSG00000059939"	5.78196	5.76977	5.87275	5.76977
"ENSMUSG00000059970"	8.36654	8.42871	7.79829	7.80611
"ENSMUSG00000059974"	5.11736	5.162475	5.21975	5.174215
"ENSMUSG00000059991"	5.010335	4.930745	4.90144	5.10093
"ENSMUSG00000059994"	4.5557	4.589195	4.60101	4.61768
"ENSMUSG00000059995"	10.1048	10.25009	10.14348	10.12531
"ENSMUSG00000060002"	10.4727225	10.5481675	10.8095425	10.8374425
"ENSMUSG00000060019"	14.64801	14.60291	14.51844	14.47539
"ENSMUSG00000060032"	9.31825	9.364335	9.251675	9.283125
"ENSMUSG00000060036"	13.8887	13.86442	13.71523	13.58198
"ENSMUSG00000060038"	8.97392	8.88427	9.068945	8.959495
"ENSMUSG00000060063"	7.59579	7.67795	7.24184	7.2681
"ENSMUSG00000060073"	13.25521	13.2295	13.19321	13.20984
"ENSMUSG00000060090"	5.97082	5.91789666666667	5.64696333333333	5.52148333333333
"ENSMUSG00000060093"	10.53195	10.660635	10.47366	10.513865
"ENSMUSG00000060096"	10.43568	10.51496	10.57325	10.51532
"ENSMUSG00000060098"	6.9388	6.990565	6.90736	7.00754
"ENSMUSG00000060121"	7.29989	7.20048	7.27274	7.04384
"ENSMUSG00000060126"	14.70907	14.70569	14.64563	14.68509
"ENSMUSG00000060128"	12.90635	12.8846366666667	12.57792	12.5749433333333
"ENSMUSG00000060147"	13.36761	13.27477	13.05474	13.046
"ENSMUSG00000060149"	6.65655	6.75468	6.51068	6.42936
"ENSMUSG00000060152"	7.12342	7.200055	7.423185	7.462185
"ENSMUSG00000060166"	8.3594	8.35945	8.15223	8.30332
"ENSMUSG00000060177"	5.29998	5.31072	5.03695	5.47894
"ENSMUSG00000060183"	4.773645	4.83188	4.685545	4.67677
"ENSMUSG00000060188"	6.03507	6.25897	6.35364	6.48968
"ENSMUSG00000060198"	13.936715	13.86151	13.65475	13.643475
"ENSMUSG00000060216"	7.04124	7.12806	6.846625	6.794005
"ENSMUSG00000060240"	5.148745	5.0234575	5.27578	5.20493
"ENSMUSG00000060244"	10.76234	10.74243	10.6315	10.54842
"ENSMUSG00000060261"	7.1780975	7.1853275	7.0909075	7.061025
"ENSMUSG00000060279"	7.43109	7.4964	7.65199	7.76803
"ENSMUSG00000060284"	7.12166	7.21015	7.25175	7.2354
"ENSMUSG00000060288"	7.318915	7.291735	7.4461875	7.4946
"ENSMUSG00000060311"	4.2606	4.23615	4.3521	4.35218
"ENSMUSG00000060317"	4.86778	4.82608	4.81399	4.67301
"ENSMUSG00000060332"	4.8397	4.71782	4.85989	4.76611
"ENSMUSG00000060371"	4.13182	4.11272	4.30812	4.19746
"ENSMUSG00000060373"	10.8019	10.84626	10.86927	10.749105
"ENSMUSG00000060376"	10.19509	10.32265	10.40958	10.53305
"ENSMUSG00000060407"	5.7348	5.67956	5.65018	5.96455
"ENSMUSG00000060411"	4.47306	4.43493	4.20061	4.33576
"ENSMUSG00000060419"	13.87914	13.83392	13.6186	13.6717
"ENSMUSG00000060427"	5.88273	6.04874	5.89796	5.91552
"ENSMUSG00000060429"	5.046465	5.18451	5.62879	5.83099
"ENSMUSG00000060438"	13.95557	13.8990475	13.773645	13.7366025
"ENSMUSG00000060450"	8.13001666666667	8.16918	8.24740333333333	8.25319
"ENSMUSG00000060459"	7.88811	7.80978	7.60576	7.7888
"ENSMUSG00000060461"	5.37993	5.5774	5.409	5.50043
"ENSMUSG00000060467"	14.02379	13.99936	13.76012	13.77921
"ENSMUSG00000060469"	4.21451	4.20095	4.10652	4.05069
"ENSMUSG00000060470"	6.32878	6.31652	6.26588	6.13896
"ENSMUSG00000060475"	10.326825	10.368515	10.350575	10.336095
"ENSMUSG00000060509"	4.87148	4.77647	4.81752	4.77815
"ENSMUSG00000060512"	5.26888	5.38962	5.36159	5.57139
"ENSMUSG00000060519"	7.05053	7.044155	6.7543	6.86951
"ENSMUSG00000060534"	5.84376	6.00798	5.94201	6.16806
"ENSMUSG00000060538"	9.03531	8.9326	8.81239	8.89813
"ENSMUSG00000060548"	5.04336	5.03646	4.93979333333333	5.01401333333333
"ENSMUSG00000060550"	12.43453	12.50037	12.22851	12.45913
"ENSMUSG00000060559"	5.4493	5.17003	5.32801	5.49025
"ENSMUSG00000060560"	5.4788	5.59273	5.49138	5.62087
"ENSMUSG00000060572"	9.59987	9.58484	9.5325	9.53151
"ENSMUSG00000060579"	6.07696	6.44928	5.93157	6.18843
"ENSMUSG00000060586"	6.07345	5.49714	6.15908	6.23659
"ENSMUSG00000060591"	11.99982	11.95572	11.57897	11.63303
"ENSMUSG00000060600"	7.71521	7.50872	7.36625	7.26644
"ENSMUSG00000060601"	8.3325	8.27261	8.24774	8.33977
"ENSMUSG00000060613"	5.74471	5.66406	7.38437	7.29533
"ENSMUSG00000060636"	13.9053	13.86027	13.82117	13.76433
"ENSMUSG00000060639"	11.0578	11.08355	10.54309	10.72762
"ENSMUSG00000060647"	10.620635	10.596175	10.683935	10.69793
"ENSMUSG00000060671"	8.1003	8.07455	7.73686	7.70459
"ENSMUSG00000060675"	12.38029	12.40626	12.36684	12.52125
"ENSMUSG00000060678"	12.62827	12.6475	12.62033	12.70679
"ENSMUSG00000060679"	8.173295	8.1631175	8.4108175	8.5095875
"ENSMUSG00000060680"	14.02379	13.99936	13.76012	13.77921
"ENSMUSG00000060685"	4.80132	4.64098	4.80605	4.6336
"ENSMUSG00000060691"	4.19423	4.31838	4.13267	4.30103
"ENSMUSG00000060701"	5.32138	5.3713	5.12387	5.22931
"ENSMUSG00000060703"	12.50871	12.44658	12.49754	12.43177
"ENSMUSG00000060708"	9.27863	9.26761	9.63281	9.64625
"ENSMUSG00000060716"	4.6229	4.69312	4.599895	4.520045
"ENSMUSG00000060724"	4.99565	4.95324	5.012035	4.987515
"ENSMUSG00000060730"	13.76966	13.73382	13.59933	13.54538
"ENSMUSG00000060738"	4.48895	4.49467	4.43404	4.44777
"ENSMUSG00000060739"	10.180615	10.104925	10.120605	9.972
"ENSMUSG00000060743"	13.1575366666667	13.1365366666667	12.78445	12.86554
"ENSMUSG00000060780"	4.74699333333333	4.78509666666667	4.53539	4.64069333333333
"ENSMUSG00000060791"	5.277825	5.290635	5.041155	5.247155
"ENSMUSG00000060795"	11.97992	11.98223	12.17825	12.1568
"ENSMUSG00000060802"	14.821775	14.80467	14.69595	14.75099
"ENSMUSG00000060803"	13.17139	13.19246	13.08771	12.98134
"ENSMUSG00000060807"	4.6307	4.47312	4.68424	4.59161
"ENSMUSG00000060860"	8.23866	8.207705	8.226845	8.21554
"ENSMUSG00000060879"	14.22695	14.18931	14.07533	14.06559
"ENSMUSG00000060882"	4.38518	4.43869	4.31734333333333	4.49551
"ENSMUSG00000060890"	4.69277	4.73644	4.630425	4.783465
"ENSMUSG00000060904"	11.8894	11.79737	11.64093	11.6214
"ENSMUSG00000060923"	10.50564	10.61519	11.18322	11.30136
"ENSMUSG00000060924"	4.15042	4.19467	4.1899	4.15457
"ENSMUSG00000060935"	6.125	6.14235	6.29202	5.88817
"ENSMUSG00000060938"	14.432525	14.41357	14.311775	14.28088
"ENSMUSG00000060961"	7.68905333333333	7.59872666666667	8.3404	8.38974666666667
"ENSMUSG00000060962"	6.29367	6.20597	8.37049	8.62529
"ENSMUSG00000060969"	9.16021	9.09162	8.89505	8.98445
"ENSMUSG00000060981"	11.687085	11.714735	11.77417	11.898725
"ENSMUSG00000060989"	12.23034	12.21501	11.931545	11.941005
"ENSMUSG00000060992"	11.05115	11.06438	11.2314	11.24197
"ENSMUSG00000061024"	10.84279	10.65411	10.88932	10.81716
"ENSMUSG00000061028"	8.26449	8.30362	8.35808	8.44453
"ENSMUSG00000061032"	9.785745	9.83636	9.943115	9.828565
"ENSMUSG00000061048"	7.10305	6.97446	7.01806	6.85549
"ENSMUSG00000061062"	10.35709	10.39481	10.36487	10.33127
"ENSMUSG00000061068"	6.03997	5.85726	5.99877	5.89264
"ENSMUSG00000061079"	6.954555	6.834495	6.979775	7.024525
"ENSMUSG00000061082"	4.84524	4.88011	5.12659	4.9354
"ENSMUSG00000061086"	6.42743	6.31866	6.486865	6.46002
"ENSMUSG00000061099"	6.3149	6.27559	6.26489	6.25812
"ENSMUSG00000061100"	5.84105	5.92466	5.84581	5.82014
"ENSMUSG00000061104"	11.8914966666667	11.84392	12.04259	11.9988
"ENSMUSG00000061111"	9.42805	9.4361	9.34587	9.26896
"ENSMUSG00000061118"	9.86818	9.92194	9.8766	9.86772
"ENSMUSG00000061119"	8.106845	8.0229	7.791815	7.69535
"ENSMUSG00000061130"	9.66482666666667	9.66018666666667	9.65148	9.63388333333333
"ENSMUSG00000061132"	6.30369	6.20298	6.56845	6.41833
"ENSMUSG00000061136"	9.90917333333333	9.89620666666667	9.91361	9.88116333333333
"ENSMUSG00000061165"	4.94119	5.0508	5.16816	5.09667
"ENSMUSG00000061167"	14.11556	14.09447	13.94358	13.93103
"ENSMUSG00000061186"	5.55549	5.53326	5.73888	5.99877
"ENSMUSG00000061207"	9.06783	9.00045	9.09337	9.00431
"ENSMUSG00000061232"	14.12442	14.159295	13.991425	13.937515
"ENSMUSG00000061242"	13.63659	13.45655	13.21823	13.22466
"ENSMUSG00000061259"	4.1171	4.08166	4.21863	4.1168
"ENSMUSG00000061272"	14.19106	14.17743	14.08113	14.05225
"ENSMUSG00000061286"	8.90336	8.89786	8.84886	8.74139
"ENSMUSG00000061288"	7.65270333333333	7.65531333333333	7.21118	7.21898666666667
"ENSMUSG00000061306"	9.52139	9.469274	9.21203	9.191424
"ENSMUSG00000061311"	4.12399	4.23152	4.29982	4.10676
"ENSMUSG00000061313"	9.82134	9.94123	10.75745	10.72701
"ENSMUSG00000061315"	13.35806	13.36722	13.26773	13.28984
"ENSMUSG00000061330"	14.1223466666667	14.0868266666667	13.92959	13.9136233333333
"ENSMUSG00000061353"	11.655555	11.631185	10.808245	10.832605
"ENSMUSG00000061360"	11.21214	11.19576	11.52381	11.51056
"ENSMUSG00000061374"	8.88439	8.8621	9.10034	8.91652
"ENSMUSG00000061388"	4.39976	4.44236	4.37291	4.33678
"ENSMUSG00000061390"	14.14739	14.11959	14.09101	14.10652
"ENSMUSG00000061393"	5.65772	5.77612	5.50537	5.67932
"ENSMUSG00000061397"	6.74675	6.60186	8.83358	8.77598
"ENSMUSG00000061410"	8.34834	8.42365	7.94197333333333	7.97544333333333
"ENSMUSG00000061436"	7.631574	7.689554	8.113548	8.044254
"ENSMUSG00000061455"	7.449855	7.4583325	7.6691925	7.581595
"ENSMUSG00000061474"	10.21621	10.302	10.94784	11.06878
"ENSMUSG00000061477"	13.9951	13.9226333333333	13.8087466666667	13.76313
"ENSMUSG00000061479"	10.0635	10.12187	10.04771	9.99128
"ENSMUSG00000061482"	12.62827	12.6475	12.62033	12.70679
"ENSMUSG00000061517"	4.71121	4.90733	4.85854	4.89627
"ENSMUSG00000061518"	12.086286	12.10812	12.530258	12.526652
"ENSMUSG00000061524"	4.20221	4.23917	4.27524	4.18413
"ENSMUSG00000061527"	6.08647	6.19483	6.35077	6.32951
"ENSMUSG00000061540"	7.55	7.40675	6.3441	6.27465
"ENSMUSG00000061559"	11.314575	11.33101	11.251865	11.27301
"ENSMUSG00000061576"	5.31502	5.7463	5.66902	5.644
"ENSMUSG00000061601"	4.468195	4.48633	4.568805	4.69071
"ENSMUSG00000061613"	11.5668	11.41689	11.27899	11.24656
"ENSMUSG00000061619"	9.95455	10.01906	10.00507	10.05522
"ENSMUSG00000061626"	4.95257	4.96442	4.934265	4.86321
"ENSMUSG00000061633"	4.83841	4.88694	5.10429	5.08271
"ENSMUSG00000061650"	8.46715	8.415905	8.61518	8.62508
"ENSMUSG00000061653"	4.16441	4.11033	4.11793	4.15744
"ENSMUSG00000061665"	7.66169	7.61032666666667	7.41212666666667	7.43582
"ENSMUSG00000061666"	5.58706	5.60875	5.43521	5.58358
"ENSMUSG00000061669"	13.76966	13.73382	13.59933	13.54538
"ENSMUSG00000061684"	13.7066	13.56504	13.32438	13.326975
"ENSMUSG00000061689"	9.98911	9.93334	9.75554	9.75802
"ENSMUSG00000061707"	5.79344	5.84714	5.82264	6.02378
"ENSMUSG00000061718"	7.28389	7.2556	7.29575	7.44833
"ENSMUSG00000061723"	4.67115	4.88989	4.7235	4.70483
"ENSMUSG00000061724"	12.2599633333333	12.2138633333333	12.03333	12.0516433333333
"ENSMUSG00000061731"	11.71337	11.63631	11.6697	11.58073
"ENSMUSG00000061740"	5.93331	5.84189	6.574555	6.50965
"ENSMUSG00000061742"	6.7918	6.70703	6.922475	6.97337
"ENSMUSG00000061751"	4.929935	4.851355	4.781775	4.87846
"ENSMUSG00000061755"	8.2088	8.24135	8.28201	8.10202
"ENSMUSG00000061758"	5.3465	5.342885	5.282985	5.39108
"ENSMUSG00000061759"	7.411765	7.27968	7.64349	7.602945
"ENSMUSG00000061762"	5.81208	5.7537	5.5518	5.55983
"ENSMUSG00000061778"	8.157715	8.190345	8.341625	8.195995
"ENSMUSG00000061780"	13.58646	13.70576	11.24648	11.36954
"ENSMUSG00000061787"	11.5092016666667	11.521725	11.4146833333333	11.3552583333333
"ENSMUSG00000061808"	4.56444333333333	4.64925666666667	4.58617666666667	4.68187666666667
"ENSMUSG00000061816"	9.12333	9.13023	8.7411	8.66184
"ENSMUSG00000061825"	5.44284	5.44594	5.49773	5.55108
"ENSMUSG00000061833"	14.42436	14.41988	14.33518	14.3059933333333
"ENSMUSG00000061838"	8.51164	8.49873	8.53378	8.41655
"ENSMUSG00000061845"	4.26706	4.18171	4.26963	4.19457
"ENSMUSG00000061852"	4.59678	4.61127	4.67044	4.65226
"ENSMUSG00000061859"	4.75592	4.75	4.63936	4.7762
"ENSMUSG00000061863"	13.38734	13.36758	13.59309	13.63691
"ENSMUSG00000061878"	9.20026	9.18247	8.70917	8.68943
"ENSMUSG00000061887"	7.397545	7.332255	6.831585	6.6787
"ENSMUSG00000061897"	10.20813	10.26232	10.25856	10.21086
"ENSMUSG00000061904"	13.28684	13.27882	13.38767	13.36652
"ENSMUSG00000061906"	4.13962	4.19987	4.19518	4.20906
"ENSMUSG00000061911"	4.61934	4.59919	4.55424	4.68599
"ENSMUSG00000061923"	5.04749	4.94722	5.15151	5.14507
"ENSMUSG00000061937"	4.79548	4.83920333333333	4.87260333333333	4.92422
"ENSMUSG00000061947"	5.37496	5.32377	5.24811	5.2316
"ENSMUSG00000061950"	10.11191	10.09517	9.99002	9.9864
"ENSMUSG00000061959"	4.51825	4.48392	4.48726	4.65134
"ENSMUSG00000061979"	7.73559	7.79429	7.84754	7.63732
"ENSMUSG00000061981"	9.63769	9.6389	9.45638	9.547055
"ENSMUSG00000061983"	14.067205	14.032825	13.9229	13.9171
"ENSMUSG00000062006"	13.701975	13.646395	13.496485	13.454245
"ENSMUSG00000062014"	10.260455	10.2651525	10.484025	10.4221725
"ENSMUSG00000062031"	7.60522	7.78542	7.67408	7.35253
"ENSMUSG00000062038"	13.34427	13.404855	14.140345	14.26174
"ENSMUSG00000062054"	9.70647	9.69104	9.10587	9.11302
"ENSMUSG00000062061"	4.51506	4.43814	4.58842	4.55461
"ENSMUSG00000062070"	13.51646	13.53783	14.15315	14.20675
"ENSMUSG00000062075"	7.73111333333333	7.76344333333333	7.82145	7.92176
