"Beige/brite (cold on sWAT)_M10(r1)"	"Beige/brite (cold on sWAT)_M10(r2)"	"Beige/brite (cold on sWAT)_M10(r3)"	"Treated BAT (cold)_M10(r1)"	"Treated BAT (cold)_M10(r2)"	"Treated BAT (cold)_M10(r3)"	"sWAT_M10(r1)"	"sWAT_M10(r2)"	"sWAT_M10(r3)"	"mWAT_M10(r1)"	"mWAT_M10(r2)"	"Beige/brite (cold on mWAT)_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r2)"	"BAT_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r3)"	"mWAT_M10(r3)"	"BAT_M10(r2)"	"BAT_M10(r3)"
"ENSMUSG00000060559"	5.41674	5.44613	5.20767	6.15966	5.49325	5.38865	6.42779	5.68341	5.65924	4.86896	5.4179	5.00295	5.82097	6.21841	5.26334	5.10899	5.7786	5.79275
"ENSMUSG00000060560"	3.74058	3.68777	3.6533	3.69169	3.84206	4.24859	3.34602	3.67312	3.4119	3.44907	3.57436	3.90084	3.55652	3.96839	3.70658	3.54317	3.71495	3.71456
"ENSMUSG00000060568"	6.38	5.99004	6.014765	7.00411	6.97046	7.54822	6.023575	6.68886	6.206955	5.708965	6.20428	5.322975	5.35897	6.50435	5.80436	5.698205	7.113705	6.882035
"ENSMUSG00000060572"	9.98403	9.2736	9.08243	7.58279	7.73844	7.50649	9.78222	9.89753	9.78929	8.68529	9.03944	8.4371	8.31118	8.03307	9.25949	8.58467	7.66053	7.9754
"ENSMUSG00000060579"	9.76058	9.82406	9.45887	9.39394	9.42268	8.92043	9.43743	9.8798	9.5512	9.22016	9.84431	8.54809	8.8245	10.25979	9.54084	9.24049	10.19652	10.12635
"ENSMUSG00000060586"	12.5424	12.66255	12.78696	11.33399	11.30039	11.24256	12.88422	12.62196	13.25242	13.34577	12.37088	13.39011	13.30447	11.47309	12.18865	13.25832	11.31651	11.3001
"ENSMUSG00000060591"	12.18941	12.42572	12.34961	11.94697	11.9847	11.99593	12.55541	12.51708	12.45435	12.48238	12.73138	12.43981	12.36374	12.17039	12.77979	12.63335	11.94306	12.11397
"ENSMUSG00000060594"	6.86564	6.768655	6.622505	6.952245	6.781925	6.900265	6.723185	6.780765	6.806815	7.27283	7.969595	7.358565	7.302535	6.995635	7.81416	7.421785	7.04164	6.91276
"ENSMUSG00000060600"	9.21389	11.35534	9.54034	9.27611	10.35673	9.36729	12.5946	9.3079	10.9009	10.52749	10.61559	10.65474	10.90732	12.10303	11.04084	10.86668	9.80451	12.66699
"ENSMUSG00000060601"	9.54709	9.62828	9.33671	9.82653	9.7695	9.8793	9.29868	9.38008	9.51057	9.37806	9.73386	9.54763	9.73786	9.74637	9.69878	9.5602	9.75584	9.48097
"ENSMUSG00000060613"	4.89962	4.609765	4.69962	5.72118	5.409545	5.15699	3.966015	4.46267	4.278805	5.102415	4.407365	4.28435	5.190835	5.09928	4.63406	3.939395	4.924005	5.022275
"ENSMUSG00000060615"	3.36596	3.42802	3.456375	3.64944	3.74506	3.944015	3.28387	3.348645	3.3948	3.477385	3.67708	3.294725	3.40142	3.903645	3.609805	3.317405	3.747195	3.644085
"ENSMUSG00000060621"	5.54776	5.6726	5.8629	6.34347	5.90449	6.20662	5.78423	5.5078	5.81119	5.71864	5.66937	5.9262	5.74717	6.22359	5.51708	5.83013	6.10585	6.25274
"ENSMUSG00000060630"	2.73877	2.77851	2.67673	3.03837	3.38013	2.92648	2.63526	2.68752	2.77716	2.83222	2.70018	2.80243	2.83257	2.8049	2.87126	2.74733	2.84408	3.14769
"ENSMUSG00000060636"	13.83739	13.9228	13.91919	13.41226	13.43194	13.39699	14.0464	13.99575	14.07565	14.08307	13.93206	14.01836	13.96672	13.81108	13.85134	14.00156	13.76454	13.82052
"ENSMUSG00000060639"	9.2941	9.123825	9.05797	10.431955	10.263405	10.38813	8.46498	8.49367	8.751495	8.970425	9.194675	9.044635	9.019615	9.00026	9.47511	8.409105	8.982545	8.841005
"ENSMUSG00000060647"	11.07124	10.88918	10.990365	11.60225	11.65579	11.74118	10.635305	10.963545	10.749135	10.568905	10.5512	10.517705	10.691475	11.17694	10.50317	10.48222	11.188295	11.07143
"ENSMUSG00000060657"	12.54924	12.56079	12.61975	12.38786	12.322	12.30758	12.68674	12.66829	12.83063	12.93326	12.842	12.88107	12.80266	12.6109	12.63737	12.88454	12.55778	12.55137
"ENSMUSG00000060671"	6.96977666666667	6.85135	6.96696666666667	6.57029666666667	6.77989	6.76807666666667	6.96568333333333	6.92226	7.20031	7.27999333333333	7.14421	7.10328333333333	7.1499	6.83231	7.03689333333333	7.28970333333333	6.58833	6.67076666666667
"ENSMUSG00000060675"	13.857885	13.92898	13.94533	13.27696	13.40967	13.269115	13.790975	13.949785	13.775155	13.60003	13.63107	13.57862	13.486775	13.7714	13.643745	13.508225	13.79533	13.816235
"ENSMUSG00000060678"	10.07171	9.88611	9.7634	11.13979	10.94462	11.05053	9.04313	9.16249	9.54368	9.67056	9.88831	9.69331	9.64434	10.29372	10.09918	8.90968	10.24607	9.88604
"ENSMUSG00000060679"	9.6717875	9.6323	9.5682725	10.20137	10.11324	10.12017	9.494725	9.3581825	9.45719	9.3354675	9.2918875	9.4017025	9.2709625	10.52946	9.32184	9.2792975	10.416145	10.28489
"ENSMUSG00000060680"	13.607845	13.602065	13.5702	13.36209	13.351285	13.321725	13.63665	13.69871	13.678905	13.970805	14.15931	13.94647	13.89293	13.532635	14.175185	14.0693	13.467655	13.45854
"ENSMUSG00000060681"	10.92013	10.97249	10.85887	10.80034	10.808765	10.736745	10.23747	10.607935	10.2127	10.22496	10.72268	10.82205	10.735215	10.218905	11.07153	10.301405	10.371905	10.44215
"ENSMUSG00000060685"	4.10437	4.58059	4.44096	4.78913	4.61097	4.97671	4.15647	4.19307	3.99811	3.9917	4.16569	3.82788	4.11546	4.74088	4.13563	4.24619	4.59172	4.63266
"ENSMUSG00000060691"	2.56094	2.47717	2.38009	2.55082	2.54519	2.46109	2.49839	2.47773	2.60519	2.56664	2.47446	2.51569	2.55988	2.49535	2.48352	2.47447	2.71867	2.56624
"ENSMUSG00000060701"	4.45452	4.37999	4.33413	4.63751	4.72225	4.55102	4.25125	4.36968	4.1764	4.15698	4.23978	4.35135	4.01111	4.31645	4.37606	4.44439	4.76919	4.53287
"ENSMUSG00000060703"	12.60201	12.71849	12.50855	11.82581	11.91996	11.68449	12.43725	12.76359	12.5156	12.30021	12.31152	12.15958	12.3442	12.123	12.32025	12.24701	12.1779	12.29761
"ENSMUSG00000060708"	9.324655	9.49248	9.507255	10.34034	10.15257	10.282135	9.314045	9.34542	9.30529	9.12073	9.097	9.13199	8.97398	9.617645	9.324825	9.224075	9.91549	9.721845
"ENSMUSG00000060715"	3.96041	3.67921	3.76571	3.82371	3.82035	3.83864	3.48664	3.71176	3.40023	3.4759	3.60394	3.88118	3.78024	3.88233	3.64225	3.59996	3.63744	3.59931
"ENSMUSG00000060716"	8.46995666666667	8.22989333333333	8.06367666666667	6.94363333333333	6.92833666666667	6.95946666666667	8.35742333333333	8.46159333333333	8.38143666666667	6.92916333333333	7.32018333333333	6.98430666666667	7.40098	7.56058666666667	7.37561	7.00719	7.50436	7.30971666666667
"ENSMUSG00000060724"	2.622545	2.7288	2.7526	2.980825	2.906165	2.864165	2.673565	2.7095	2.69145	2.77003	2.67419	2.750795	2.65081	2.86092	2.73032	2.675055	2.82079	2.813985
"ENSMUSG00000060726"	6.16596	5.79996	5.88616	6.3114	6.57637	6.29202	5.92528	6.05313	5.95662	6.13154	6.05458	5.99887	6.01508	6.25677	5.85627	5.93918	6.44882	6.224
"ENSMUSG00000060727"	4.80164	4.89841	4.85324	6.16035	5.31189	6.06469	4.9876	5.05105	5.06782	4.57526	4.18203	4.54785	4.51527	4.74923	4.53504	4.671	5.43691	5.20203
"ENSMUSG00000060730"	13.13277	13.28116	13.29797	12.78782	12.8177	12.74279	13.43461	13.37955	13.45739	13.48174	13.24134	13.42002	13.32534	12.97817	13.18177	13.41808	13.09273	13.09635
"ENSMUSG00000060733"	7.7783625	7.6837325	7.5408775	8.259895	8.0864875	8.1457725	7.612645	7.533225	7.6821625	7.553215	7.4165175	7.54757	7.52235	7.49771	7.2906475	7.2875375	7.6947925	7.62599
"ENSMUSG00000060738"	3.20667	3.30232	3.32163	3.86493	3.73881	3.67715	3.28072	3.2868	3.36027	3.36898	3.28209	3.34063	3.18633	3.66191	3.00957	3.26395	3.35011	3.33169
"ENSMUSG00000060739"	11.441285	11.60722	11.543275	11.232445	11.249035	11.24945	11.732645	11.692925	11.732035	11.758555	11.739885	11.72735	11.693415	11.260905	11.592065	11.76544	11.28646	11.29738
"ENSMUSG00000060743"	12.5888366666667	12.8169533333333	12.89718	12.5692066666667	12.5882366666667	12.4677466666667	13.01801	12.8184433333333	12.9805666666667	13.02629	12.8472833333333	12.9285666666667	12.86133	12.63806	12.8196066666667	13.0026633333333	12.6198633333333	12.5961766666667
"ENSMUSG00000060756"	3.26758	3.79378	3.63961	3.76366	3.57453	4.09033	3.51039	3.61556	3.59213	3.5105	3.51387	3.35202	3.33601	4.04524	3.52175	3.55776	3.87601	3.98192
"ENSMUSG00000060771"	7.00425	6.628845	6.789715	7.549645	7.425115	7.53272	6.4395	6.93477	6.606635	6.63855	6.88131	6.66856	6.797085	7.565895	6.881075	6.495195	7.8552	7.450015
"ENSMUSG00000060780"	4.76836666666667	5.19956333333333	4.97108	4.46463666666667	4.83826	4.59413666666667	4.53211333333333	5.07158666666667	5.28594666666667	5.3131	6.04759333333333	5.23017	5.18880666666667	4.30608333333333	6.10193	5.23269666666667	4.43393666666667	4.40453333333333
"ENSMUSG00000060791"	11.12197	11.343675	11.399085	9.60127	9.73538	9.572795	11.40479	11.09098	12.123355	12.18298	9.9897	12.242755	12.23792	9.64284	10.02759	11.952195	9.09692	9.2424
"ENSMUSG00000060794"	3.66549	3.49241	3.5359	3.72431	3.74122	3.70093	3.64075	3.48432	3.68861	3.65816	3.43205	3.48932	3.62527	3.51361	3.79063	3.70668	3.83124	3.76925
"ENSMUSG00000060795"	12.50466	12.7124	12.79007	12.90602	12.87821	12.80343	12.43203	12.72244	12.44016	12.44601	12.4258	12.35278	12.27271	13.03628	12.50747	12.42002	13.13717	13.13988
"ENSMUSG00000060798"	6.05604333333333	5.92040666666667	5.85681666666667	5.98584	5.98781	6.10723	5.84985	6.07198666666667	5.98734666666667	6.02049	6.39530666666667	5.99917333333333	6.0314	6.28417	6.24457666666667	6.02018	6.75262333333333	6.66378333333333
"ENSMUSG00000060802"	13.826525	13.94937	13.950475	13.339925	13.437365	13.306375	13.94022	13.943265	14.01225	14.005235	13.89978	13.947475	13.86491	13.787645	13.93076	13.959155	13.77704	13.78786
"ENSMUSG00000060803"	13.37635	13.38784	13.27364	13.16024	13.22878	13.13232	13.36224	13.29053	13.33373	13.34778	13.53158	13.39088	13.45535	13.36895	13.5071	13.39425	13.31632	13.34942
"ENSMUSG00000060807"	3.17309	3.22577	3.32792	3.34264	3.54776	3.67176	3.10526	3.19973	3.16344	3.82328	3.09467	3.31922	4.09983	3.86736	3.27685	3.17585	3.38054	3.4582
"ENSMUSG00000060808"	4.94059	4.81625	5.08482	5.80766	5.24301	5.36709	4.74814	4.88317	4.76954	4.78845	4.75489	4.30176	4.55401	5.01788	4.46663	4.53471	5.40032	5.22828
"ENSMUSG00000060843"	4.89005	4.58019	4.70488	4.9402	5.04035	4.89112	4.9009	4.89594	4.49476	5.809245	7.458445	5.83695	5.9917	4.984235	6.990215	5.989595	4.990435	5.256515
"ENSMUSG00000060860"	7.30235	7.74102	7.32531	7.70178	7.914615	7.589165	7.51161	7.37687	7.39937	7.5225	7.57422	7.372015	7.55215	7.743515	7.80455	7.35469	7.751915	7.725635
"ENSMUSG00000060862"	8.39704	8.23859	8.20493	8.53618	8.62513	8.87887	8.69644	8.56629	8.62912	8.44978	8.41154	8.59326	8.55459	8.83655	8.33697	8.68182	8.70311	8.50298
"ENSMUSG00000060879"	13.38775	13.57241	13.62473	13.17929	13.2011	13.21335	13.69927	13.659	13.66287	13.67014	13.62022	13.66097	13.58536	13.37886	13.62741	13.70644	13.36594	13.41858
"ENSMUSG00000060882"	4.02301666666667	3.67321666666667	3.77829333333333	4.11089	4.04915333333333	3.89867	4.23582	4.01836	3.86632333333333	4.30334333333333	4.94385333333333	4.63684666666667	4.40635	4.03302333333333	5.37812666666667	4.61931333333333	4.32593	3.99677666666667
"ENSMUSG00000060890"	3.32605	3.38599	3.283635	3.65174	3.611575	3.55481	3.33641	3.32932	3.249805	3.154865	3.350165	3.376175	3.227705	3.650105	3.314475	3.41067	3.36653	3.61583
"ENSMUSG00000060904"	11.777845	11.981755	11.954875	11.98034	11.973735	12.01881	12.03945	12.0674	11.92398	11.983555	12.132565	11.92031	11.749875	11.97856	12.15801	11.9722	12.06464	12.12781
"ENSMUSG00000060923"	12.59258	12.47553	12.49864	13.11607	13.09341	13.1168	11.61282	11.88526	11.60759	11.59528	11.73708	11.50028	11.47052	12.78265	12.0223	11.42341	12.85709	12.74632
"ENSMUSG00000060924"	4.79904	4.97277333333333	5.26906333333333	4.46834666666667	4.59053	4.76213333333333	5.09110333333333	5.16772666666667	5.38733666666667	5.35938333333333	4.33845666666667	5.31188666666667	5.62016666666667	4.72353333333333	4.47009	5.28212	4.77796333333333	4.51763666666667
"ENSMUSG00000060935"	8.86412	8.986525	9.09234	9.509155	9.56298	9.667795	8.962815	9.008735	9.035835	9.017895	9.0036	8.76191	8.62872	9.671915	9.082995	8.905075	9.843515	9.68758
"ENSMUSG00000060938"	13.616225	13.600515	13.58435	13.252935	13.246835	13.24754	13.79914	13.71476	13.74958	13.688305	13.6316	13.69155	13.64382	13.45497	13.548785	13.66736	13.43021	13.483335
"ENSMUSG00000060950"	7.193995	6.901895	7.248925	7.1936	7.214445	7.117705	7.358045	7.232125	7.148665	7.23816	7.47007	7.22732	6.95178	7.36339	7.07942	7.412755	7.15029	7.383215
"ENSMUSG00000060961"	9.0528775	8.4999575	8.534695	11.7301425	11.409915	11.6470625	7.494425	7.68515	7.409635	7.57467	8.5312275	7.9776975	8.19148	10.23766	8.670415	7.82667	10.86607	10.49894
"ENSMUSG00000060962"	8.38931	7.46686	7.40567	6.03949	6.72277	5.72578	7.04466	7.97638	7.25192	7.93181	8.78027	8.39358	7.81251	5.87551	9.39797	8.13398	5.64636	5.27627
"ENSMUSG00000060969"	9.32179	8.56668	8.43477	5.17757	5.4951	5.17243	10.53783	9.74029	9.25873	4.81798	4.8429	4.50807	4.3947	5.79117	4.48649	5.03814	4.94993	5.19
"ENSMUSG00000060981"	10.29775	10.222655	10.04541	11.30635	11.11812	11.220545	9.23276	9.404475	9.67792	9.853045	10.058715	9.760875	9.88545	10.634355	10.304615	9.11828	10.61118	10.189735
"ENSMUSG00000060985"	4.48417	4.80889	4.71452	5.10058	5.20303	5.12101	4.57147	4.86075	4.82447	4.50641	4.72482	4.47762	4.6955	4.961	4.63803	4.80892	4.651	4.67712
"ENSMUSG00000060988"	3.47822	3.455115	3.397975	3.601435	3.568875	3.43964	3.3619	3.58258	3.459315	3.59712	4.377235	3.791235	3.59942	3.403545	4.24133	4.07665	3.71734	3.676725
"ENSMUSG00000060989"	12.928865	13.030955	13.169605	12.681695	12.693755	12.761925	13.367795	13.20607	13.277755	13.346915	13.11653	13.333965	13.118845	12.91248	13.08749	13.293225	12.909245	12.90437
"ENSMUSG00000060992"	11.44426	11.30181	11.26959	11.08469	11.05842	11.02568	11.40963	11.38983	11.21414	11.03388	11.05854	11.08971	11.1149	10.99762	11.08954	11.11251	11.06381	10.99629
"ENSMUSG00000061013"	5.33747	4.46821	4.48964	3.80439	4.54135	4.79053	5.48455	4.88171	5.09983	5.94031	7.19121	6.20619	7.63349	4.52809	6.82719	6.17217	4.20313	4.5643
"ENSMUSG00000061024"	10.372805	10.822055	10.969875	10.735885	10.754265	10.858535	10.92638	10.70331	10.62777	10.733345	10.49347	10.714655	10.552145	10.791105	10.652395	10.623945	10.76897	10.83596
"ENSMUSG00000061028"	9.88847	9.88154	9.65294	9.72181	9.48001	9.41174	9.8512	9.94799	9.90891	9.71454	9.65896	9.85784	9.7777	10.37603	9.7385	9.83117	10.13235	10.10974
"ENSMUSG00000061032"	10.78967	10.598195	10.670775	10.497655	10.389205	10.5308	10.74766	10.731685	10.769015	10.586375	10.677715	10.68163	10.62188	10.338165	10.565605	10.6693	10.349665	10.379465
"ENSMUSG00000061046"	8.6834625	8.600725	8.5046925	8.2793775	8.2668925	8.0060875	8.495555	8.3759375	8.6543225	8.6071175	8.5929025	8.6917825	8.7090175	7.59769	8.803275	8.5392525	7.62156	7.6849625
"ENSMUSG00000061048"	5.733625	5.61829	5.58377	5.734975	5.7427	5.872485	5.584775	5.74172	5.581835	5.448805	5.69394	5.55058	5.626095	5.62875	5.758535	5.605845	5.6759	5.39917
"ENSMUSG00000061062"	10.49168	10.80506	10.65746	9.77019	9.85158	9.895	10.90172	10.67619	11.00397	10.79237	10.39155	10.83914	10.80291	10.19431	10.42628	10.89902	10.04437	10.13067
"ENSMUSG00000061068"	9.76618	9.99581	9.70819	6.90008	7.6484	6.85071	10.28764	9.96505	10.16333	8.07923	8.09917	7.34289	7.45189	8.44608	8.28312	8.15331	7.51356	8.15252
"ENSMUSG00000061079"	7.62608	7.509245	7.731755	7.606735	7.729195	7.812095	8.011275	7.812035	8.011665	7.86034	7.685515	7.69207	7.713845	8.272565	7.73693	7.804895	7.904795	7.87925
"ENSMUSG00000061080"	5.093805	4.819955	4.446045	4.579015	4.569765	4.499645	4.427985	4.396175	4.92946	5.064085	5.87991	4.790605	4.96213	4.80959	6.13972	5.2098	4.8795	4.833575
"ENSMUSG00000061082"	3.47514	3.50585	3.61271	3.56501	4.02119	3.84718	3.56652	3.38014	3.30284	3.68249	3.15401	3.57784	3.57884	3.67051	3.40355	3.32132	4.62621	3.86027
"ENSMUSG00000061086"	6.67726	6.678255	6.85692	6.60864	6.56203	6.612245	6.49092	6.397655	6.80106	7.133755	6.634255	7.140375	6.92788	6.691915	6.81589	7.04826	6.78427	6.582245
"ENSMUSG00000061099"	4.99551	5.54172	5.24934	5.93315	5.93952	5.76821	5.14559	4.99612	5.29609	4.90902	5.26282	5.15046	5.0192	5.64267	5.43222	5.28613	5.66691	5.93627
"ENSMUSG00000061100"	13.60992	13.29518	13.14678	11.09348	12.24106	10.45827	13.51387	13.54924	13.45589	13.06973	13.08061	12.56034	12.60831	12.86772	12.96649	12.88365	12.06139	12.4202
"ENSMUSG00000061104"	12.2937533333333	12.2004233333333	12.2402	12.60962	12.6512333333333	12.60262	12.20176	12.1969966666667	12.17558	12.2338233333333	12.3211133333333	12.2532	12.2674066666667	12.5405766666667	12.27036	12.1612766666667	12.5395366666667	12.4803533333333
"ENSMUSG00000061111"	9.26057	9.26826	8.92594	8.22084	8.33805	8.10584	9.41353	9.4867	9.2786	8.92829	9.20074	9.01096	9.03905	8.71532	9.2356	9.02768	8.63699	8.73204
"ENSMUSG00000061118"	10.83415	10.8867	10.72673	11.1838	10.97948	11.07261	10.65686	10.7269	10.51481	10.46156	10.73035	10.55181	10.75834	10.86979	10.86154	10.54081	10.91454	10.9207
"ENSMUSG00000061119"	9.707155	9.36478	9.37823	8.508125	8.41564	8.29474	9.648335	9.669105	9.82686	9.89146	9.059285	9.945345	10.06173	9.35364	9.081385	9.768755	9.093355	8.91994
"ENSMUSG00000061126"	5.77108	6.13023	5.79906	6.16826	5.82658	5.98342	6.16889	5.66595	5.80274	5.29793	5.54213	5.18199	5.44658	5.69105	5.47592	5.0397	5.93795	5.72469
"ENSMUSG00000061130"	10.5674333333333	10.5263366666667	10.6909633333333	11.3481366666667	11.26112	11.2294733333333	10.3640233333333	10.58513	10.5675966666667	10.5715433333333	10.5342066666667	10.4981	10.4862466666667	11.0785333333333	10.50913	10.5141966666667	11.1102033333333	11.0382666666667
"ENSMUSG00000061132"	8.28595	8.71848	9.16669	6.20101	6.19991	5.7194	9.41995	8.23569	9.89037	10.18224	6.69544	9.9919	9.89382	6.99765	6.83223	9.73326	6.34827	6.58288
"ENSMUSG00000061136"	7.72328666666667	7.68318666666667	7.8056	7.55159333333333	7.55293333333333	7.68815666666667	7.91117166666667	7.84332333333333	7.877805	7.84665	7.63020833333333	7.68468166666667	7.551435	7.60214666666667	7.57184	7.70515666666667	7.49718166666667	7.6698
"ENSMUSG00000061144"	3.98138	3.86937	4.06315	4.08096	4.24567	4.4237	3.86448	3.9152	3.93333	3.76627	3.64083	3.64315	3.80867	4.00221	3.99562	4.22157	3.63958	4.06445
"ENSMUSG00000061165"	3.58994	3.6934	3.84185	3.74822	3.79581	3.81684	3.5359	3.52139	3.70405	3.66038	3.30218	3.66558	3.34769	3.9421	3.32707	3.88086	3.64209	3.66638
"ENSMUSG00000061167"	13.51333	13.61225	13.59894	13.16656	13.18942	13.226	13.76775	13.67388	13.74187	13.71966	13.58106	13.71679	13.66747	13.49504	13.58564	13.69392	13.4873	13.54691
"ENSMUSG00000061175"	9.66097	9.43676	10.03826	10.40465	9.96911	10.23621	9.71499	10.02359	9.55866	9.47568	9.44671	9.5408	10.09118	9.77788	9.5746	9.85673	10.04793	10.25616
"ENSMUSG00000061186"	5.25415	5.5768	5.6736	5.309125	4.946085	5.08635	5.39014	5.20616	6.26498	6.00756	4.49659	6.132295	6.232175	4.960065	4.730435	5.61401	4.92103	5.17524
"ENSMUSG00000061207"	9.27961	9.11797	8.98427	9.0821	9.04245	9.06069	8.97595	9.01926	9.00263	8.807	8.68175	8.85319	8.87702	9.21889	8.74574	8.68277	9.01632	8.80854
"ENSMUSG00000061232"	13.015905	13.03596	13.066945	11.84576	12.08388	11.91149	13.20844	13.088915	13.36164	13.298245	12.872935	13.339345	13.243215	12.60503	12.913205	13.224485	12.616355	12.5036
"ENSMUSG00000061242"	13.37573	13.46892	13.5223	12.98672	13.05514	13.04284	13.65847	13.58324	13.73317	13.69006	13.5862	13.67464	13.55433	13.34024	13.44602	13.61545	13.34429	13.39507
"ENSMUSG00000061244"	7.42753	7.312435	7.37397	7.683575	7.44363	7.43751	7.32305	7.534345	7.35782	7.34373	7.401535	7.32534	7.368335	7.27478	7.281865	7.309345	7.387685	7.517155
"ENSMUSG00000061259"	3.5157	3.37687	3.32263	4.02116	3.49816	3.95391	3.24503	3.26397	3.38922	3.40688	3.34397	3.4634	3.18996	3.57305	3.15542	3.29895	3.54429	3.46746
"ENSMUSG00000061272"	13.74212	13.7667	13.79386	13.26104	13.25828	13.16375	13.92431	13.88666	13.9669	13.9452	13.8063	13.91468	13.74098	13.58847	13.6872	13.88325	13.57848	13.64723
"ENSMUSG00000061273"	10.466785	10.457615	10.49776	11.051865	11.064215	11.14936	10.005995	10.29004	9.68633	9.896935	10.45126	9.991325	9.893035	10.751875	10.54435	9.91173	10.87961	10.83275
"ENSMUSG00000061286"	10.29408	10.18913	10.2309	10.32118	10.43195	10.35848	10.12678	9.86577	9.96531	9.86004	9.63396	9.97402	10.08052	10.00966	9.69383	9.75804	10.14585	9.98719
"ENSMUSG00000061288"	8.46331333333333	8.41212666666667	8.47941	8.00466666666667	7.75962	8.07891666666667	8.52604666666667	8.55544333333333	8.83127333333333	8.89536333333333	8.60194333333333	8.97824	8.81429333333333	7.85614	8.4576	8.77886	7.80930333333333	7.89178
"ENSMUSG00000061298"	3.3837975	3.334605	3.2807375	3.5317475	3.6349875	3.78898	3.2128975	3.2700775	3.320815	3.31406	3.54345	3.401715	3.39058	3.51464	3.58624	3.4419725	3.661035	3.555175
"ENSMUSG00000061306"	10.42353	10.30237	10.094422	10.978826	11.007838	10.941508	10.049532	10.218454	10.034934	9.786524	9.915314	9.741368	9.94092	9.924432	9.972872	9.645166	10.131832	10.075006
"ENSMUSG00000061311"	3.06429	2.88286	3.52771	3.5183	3.44481	3.21054	3.23663	3.13464	3.07855	3.23383	3.22154	3.21054	2.98355	3.54073	3.20435	3.11645	3.81225	3.28098
"ENSMUSG00000061313"	13.50645	13.33455	13.38857	13.95374	13.91152	14.01125	13.12313	13.39589	13.08792	13.0774	13.13486	13.03607	13.09979	13.35537	13.23924	13.07996	13.39945	13.4153
"ENSMUSG00000061315"	13.73693	13.79104	13.80264	13.73845	13.689	13.73682	13.88353	13.83776	13.85758	13.81691	13.86773	13.7996	13.79675	13.77369	13.82201	13.86959	13.77414	13.79908
"ENSMUSG00000061322"	8.91187333333333	8.54384333333333	8.16520333333333	5.52721666666667	5.24809333333333	5.19706	7.25007	8.06659666666667	7.9293	5.26899666666667	5.16062	5.60154333333333	5.83032	5.47923	5.46557333333333	5.34915666666667	5.18494666666667	5.29098333333333
"ENSMUSG00000061330"	13.7320033333333	13.8471	13.8300233333333	13.15176	13.19438	13.1579033333333	14.0165533333333	13.94567	14.01025	13.9349633333333	13.7680566666667	13.93337	13.8342366666667	13.6229566666667	13.6545666666667	13.9216766666667	13.6166633333333	13.6939366666667
"ENSMUSG00000061353"	9.58385333333333	9.46254666666667	9.65465666666667	9.42186666666667	9.63847666666667	9.74539666666667	9.32000333333333	9.55555	9.45574666666667	9.16900666666667	9.07835	9.39829333333333	9.17495	9.03567333333333	8.96371333333333	9.24632333333333	9.03145	8.99237333333333
"ENSMUSG00000061360"	11.53006	11.3502	11.54479	11.78925	11.73832	11.97368	11.56429	11.35293	11.48333	11.64299	11.38741	11.57787	11.57748	11.41379	11.27467	11.45149	11.56359	11.31895
"ENSMUSG00000061371"	6.96703	6.94622	7.09701	6.84587	6.33679	6.72704	7.12594	6.9699	7.39086	7.13982	7.30196	7.09474	7.02224	6.63975	7.02867	6.91379	6.45829	6.61871
"ENSMUSG00000061374"	9.72942	9.83306	9.46302	9.6771	9.58828	9.78307	9.85193	9.64837	9.77584	9.61395	9.67473	9.59732	9.70471	9.85541	9.62139	9.58003	9.72616	9.58138
"ENSMUSG00000061388"	3.71365	3.32287	3.24805	3.00981	3.03402	3.4187	5.63361	4.33829	4.10275	2.90575	3.0564	2.87273	2.92542	3.42923	2.75593	3.16606	3.12517	3.04812
