"Beige/brite (cold on sWAT)_M10(r1)"	"Beige/brite (cold on sWAT)_M10(r2)"	"Beige/brite (cold on sWAT)_M10(r3)"	"Treated BAT (cold)_M10(r1)"	"Treated BAT (cold)_M10(r2)"	"Treated BAT (cold)_M10(r3)"	"sWAT_M10(r1)"	"sWAT_M10(r2)"	"sWAT_M10(r3)"	"mWAT_M10(r1)"	"mWAT_M10(r2)"	"Beige/brite (cold on mWAT)_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r2)"	"BAT_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r3)"	"mWAT_M10(r3)"	"BAT_M10(r2)"	"BAT_M10(r3)"
"ENSMUSG00000043243"	8.62801	9.01451	9.20844	8.81353	8.62831	8.83478	9.02481	8.89848	9.50526	9.55008	8.2293	9.54123	9.40431	8.91768	7.93948	9.32834	8.98214	8.66281
"ENSMUSG00000043251"	6.20168	6.14041	6.07552	6.78045	6.76706	6.90168	5.99864	6.34532	5.74418	5.76715	5.78695	5.88785	5.9743	7.1018	5.73676	5.7464	6.67663	6.66466
"ENSMUSG00000043252"	9.96213666666667	10.0895633333333	10.0668866666667	10.7149833333333	10.7777266666667	10.8193566666667	9.93266666666667	10.0429133333333	9.94546	10.36764	10.40156	10.25229	10.24062	10.71001	10.45342	10.28607	11.0445866666667	10.8588266666667
"ENSMUSG00000043257"	7.61937	7.695865	7.71776	7.891515	7.717185	7.728715	7.74233	7.765135	7.978245	7.880625	7.602665	7.72227	7.812655	7.666635	7.526725	7.874725	7.85052	7.69455
"ENSMUSG00000043259"	7.67997	7.62395333333333	7.62030333333333	7.38808666666667	7.46935	7.36816333333333	7.85002	8.10044666666667	7.57468333333333	7.87142666666667	8.78139666666667	7.78304	7.40395333333333	7.94619666666667	8.61863	8.10128	8.30052	8.31922
"ENSMUSG00000043262"	6.889975	6.83767	6.708905	7.563585	7.192165	7.267425	6.56371	6.643455	6.55706	6.489165	6.78001	6.30721	6.554685	7.689105	6.82997	6.413465	7.800375	7.689595
"ENSMUSG00000043263"	6.835705	7.361615	7.65115	5.030155	4.894405	4.435995	7.62205	6.713265	8.30154	8.409275	4.62481	8.435925	8.1641	5.04133	4.87863	8.24764	4.879315	4.405945
"ENSMUSG00000043279"	11.18525	11.36835	11.2222	10.98917	10.89637	10.96381	11.22268	11.2716	11.47412	11.46281	11.176	11.59109	11.55815	11.22788	11.16299	11.46994	11.13788	11.08618
"ENSMUSG00000043284"	11.39146	11.17368	11.05742	11.88498	11.83572	11.81416	10.91228	11.05849	10.84967	10.64373	10.88001	10.59229	10.8054	11.84891	10.93093	10.57155	11.84889	11.74176
"ENSMUSG00000043286"	3.96933	4.094	3.95197	4.04128	4.14165	4.11256	3.83878	3.7361	3.82083	3.73942	3.80196	3.77133	3.86748	4.11173	3.73612	4.02144	4.11173	4.08717
"ENSMUSG00000043289"	2.65461	2.5838	2.50755	2.80768	2.84201	2.91541	2.62478	2.68353	2.75777	2.62478	2.53781	2.7948	3.04854	2.50322	2.47396	2.58505	2.67574	2.54521
"ENSMUSG00000043290"	7.37783	7.38841	7.28415	7.75176	7.8298	7.72632	7.20645	7.29709	7.26706	7.06482	7.28916	7.21224	7.15587	7.57577	7.43833	7.09699	7.80333	7.61898
"ENSMUSG00000043298"	3.13922	2.95226	3.37101	3.598	3.28428	3.59948	3.32191	3.38987	3.18473	3.26265	3.37487	3.21546	2.99905	3.21975	3.26668	3.23186	3.53506	3.24124
"ENSMUSG00000043300"	9.38388	9.39271	9.23626	7.93251	8.15513	7.77436	9.42798	9.60168	9.47139	9.88929	10.65973	9.8809	9.57318	8.66555	10.78212	10.18851	8.42008	8.57009
"ENSMUSG00000043301"	3.37816	3.5009775	3.502125	3.7727625	4.0019625	3.785965	3.4291525	3.43796	3.448225	3.45209	3.6319375	3.3948675	3.3592275	3.6350025	3.52473	3.502335	3.4426275	3.72119
"ENSMUSG00000043313"	6.79786	6.75845	6.71399	6.808195	6.948135	6.445395	6.793155	6.91727	6.664045	7.30096	7.9189	7.49184	6.91864	6.956795	8.290165	7.51678	7.18684	7.11055
"ENSMUSG00000043319"	5.41348	5.48977	5.87964	5.90838	6.14584	6.13871	5.66539	5.47523	5.4906	5.30959	5.44655	5.42022	5.40222	6.04037	5.73181	5.61637	6.00685	6.21969
"ENSMUSG00000043323"	7.16769	7.1353875	7.1184	7.4345	7.3495125	7.435705	7.17113	6.9114225	7.1373325	6.8503175	6.88514	6.8842325	6.9942775	7.4540225	6.89563	6.93776	7.4339	7.343325
"ENSMUSG00000043329"	11.34559	11.34562	11.2874	11.63834	11.64439	11.592	11.47239	11.10852	11.31121	11.30957	11.20475	11.30604	11.224	11.31405	11.2129	11.26161	11.50701	11.38096
"ENSMUSG00000043333"	5.14102	4.93311666666667	4.89730666666667	4.48828333333333	4.68758	4.21007666666667	5.55656666666667	5.41141666666667	4.85995666666667	4.11154666666667	3.96637666666667	4.15884	4.11853333333333	4.21658666666667	3.95260333333333	4.32183666666667	4.22753	4.28682666666667
"ENSMUSG00000043336"	9.22066	9.54419	9.42239	8.46622	8.3494	8.41255	9.31612	9.24356	9.85252	10.39415	10.70909	10.5987	10.25171	8.51865	10.85013	10.58571	8.22636	8.25547
"ENSMUSG00000043340"	4.47335	4.61928	4.55923	4.52899	4.60786	4.6253	4.73795	4.4969	4.69954	5.13271	3.89596	4.69696	5.0252	4.38269	4.39691	5.09797	4.53918	4.87421
"ENSMUSG00000043342"	10.94374	11.36637	10.98026	9.29014	9.4182	9.16725	11.36344	11.28098	10.73671	11.1276	10.27619	11.54214	11.35883	10.1757	10.33821	11.17535	9.51426	10.35187
"ENSMUSG00000043346"	9.05574	8.72351	9.06761	8.72129	8.97998	9.00726	9.26288	8.74649	8.98525	8.99468	9.06175	8.93998	8.98092	8.85834	8.88948	8.86161	8.97089	8.74937
"ENSMUSG00000043366"	5.1352125	5.0265075	4.94629	5.53869	5.584685	5.236375	4.848365	5.1607375	4.575875	4.7668925	5.061775	5.04639	4.6974725	5.6702725	5.2417375	4.722195	5.8920625	5.3963375
"ENSMUSG00000043372"	7.916305	7.949105	7.75916	8.668535	8.368565	8.41305	7.33921	7.88335	7.349965	6.97293	7.51087	7.310755	7.27395	7.549855	7.59004	7.159775	7.9733	7.966625
"ENSMUSG00000043384"	8.94033	9.08641	8.7916	8.17693	7.98906	8.02224	9.38319	9.14733	9.36771	9.66851	10.28959	9.52652	9.45184	8.79457	9.91181	9.85522	8.64981	8.68819
"ENSMUSG00000043388"	5.20022	4.79388	5.06146	4.59586	4.69096	4.4209	6.75161	5.22053	5.34783	8.07037	9.38325	8.27765	7.96855	4.69736	9.45981	8.41184	4.18872	4.38185
"ENSMUSG00000043391"	10.3513	10.4679	10.33076	9.93345	10.11968	10.22168	10.53716	10.52653	10.40135	10.51333	10.91149	10.40421	10.51778	9.87866	10.94243	10.61414	9.88461	10.0365
"ENSMUSG00000043411"	9.0840325	9.099705	9.05783	8.997905	8.8584725	8.95948	9.114945	9.2252625	9.20615	9.073285	9.0000775	9.09757	9.0444375	9.13356	8.7955125	9.041675	9.18852	9.11669
"ENSMUSG00000043415"	8.56382	8.635935	8.783385	8.875945	8.81305	8.929825	8.541045	8.526485	8.85079	9.37307	9.641525	9.26472	9.198225	8.92669	9.22246	9.2798	8.91887	8.877535
"ENSMUSG00000043418"	2.56744	2.59806	2.52472	3.04338	2.72303	3.23468	2.44422	2.49155	2.5411	2.5435	2.66546	2.57813	2.40996	2.57988	2.50081	2.44445	2.61607	2.70981
"ENSMUSG00000043419"	6.26685	6.25611	6.25005	7.2984	6.860295	7.24224	6.386615	5.85791	6.175885	6.350625	6.582195	6.489475	6.472225	6.553975	6.51777	6.349555	6.273355	6.48602
"ENSMUSG00000043421"	9.08211	8.92738	8.75079	8.99917	9.04869	8.77372	8.95825	8.72976	8.6927	8.37104	8.62664	8.46947	8.4687	9.76147	8.74723	8.34376	9.70954	9.79352
"ENSMUSG00000043424"	9.81712666666667	9.98631	10.0459333333333	10.4191733333333	10.2563233333333	10.4521066666667	10.02201	10.0068333333333	9.81534	9.80206	9.89811333333333	9.64781333333333	9.66445666666667	10.3953366666667	9.98016666666667	9.78146	10.2237766666667	10.48734
"ENSMUSG00000043429"	5.41204	5.38953	5.32541	5.86388	5.79963	5.91834	5.33045	5.40593	5.31415	5.3374	5.4945	5.15054	5.34479	5.74174	5.52874	5.51385	5.79025	5.69303
"ENSMUSG00000043430"	5.086245	5.11841	5.00868	5.693555	5.25234	5.33188	5.22913	5.11035	4.953325	4.584695	4.99682	4.710505	4.73115	5.05591	4.76835	4.86788	5.326235	5.14489
"ENSMUSG00000043432"	6.83804666666667	6.85139333333333	6.71662666666667	7.54518666666667	7.46094666666667	7.67275	6.67509666666667	6.73152666666667	6.82811666666667	6.64428666666667	6.77628333333333	6.80587333333333	6.70657666666667	7.09236666666667	6.73831	6.83911333333333	7.27188666666667	7.14902
"ENSMUSG00000043439"	4.49954	4.77925	4.69415	4.85064	4.62957	4.57753	5.92098	4.54904	5.47015	4.82362	4.5448	5.3334	5.40043	4.39507	4.22899	5.22097	4.40206	4.1722
"ENSMUSG00000043441"	3.08872	3.018755	3.233315	3.174925	3.309685	3.21427	2.910395	3.052065	2.981805	4.138315	5.848675	4.31387	3.963125	3.10637	5.104035	4.551465	3.37492	2.90795
"ENSMUSG00000043445"	10.50621	10.2843	10.43027	11.50546	11.55109	11.63599	9.9394	10.03215	9.57224	9.38188	9.73454	9.65986	9.47785	10.88059	9.84635	9.41858	10.74252	10.64
"ENSMUSG00000043448"	4.957145	5.10181	5.11089	5.338065	5.332555	5.41689	4.87839	4.859075	4.82476	4.992795	4.95511	5.016165	4.95395	5.180725	5.11188	5.10797	5.246805	5.22299
"ENSMUSG00000043456"	4.30358	4.31401	3.8638	4.10076	4.52553	4.2625	3.83971	4.17426	3.81857	4.25443	5.56457	4.66656	4.29132	4.42334	5.15964	4.84119	4.44389	4.14835
"ENSMUSG00000043458"	5.80462	5.7957	5.60249	4.97523	5.31731	5.32884	5.72151	5.35543	5.96811	5.40423	5.88413	5.52022	5.36522	5.54607	5.67277	5.2867	5.91812	5.65525
"ENSMUSG00000043460"	4.30082	4.23605	4.33838	4.98504	4.75916	4.82581	4.11606	4.22725	4.07305	4.24081	4.19743	4.50854	4.31383	4.31645	4.30968	4.24243	4.3886	4.01182
"ENSMUSG00000043461"	3.780525	3.4578	3.204415	3.625275	3.593735	3.60923	3.574755	3.58475	3.405675	4.074985	5.037185	4.05693	3.72368	3.587005	4.407815	3.97656	3.955495	3.453865
"ENSMUSG00000043463"	3.60085	3.70266	3.6191	3.51394	3.59603	3.6934	3.59527	3.8376	3.49309	4.98276	6.48968	5.04847	4.99274	3.60242	5.89451	5.6764	3.76847	3.42763
"ENSMUSG00000043467"	4.537875	4.55348	4.52029	4.96323	4.47303	4.942255	4.513875	4.60111	4.66221	4.591585	4.320505	4.44296	3.992115	4.13625	4.27644	4.45311	4.64936	4.500005
"ENSMUSG00000043472"	7.8202	8.02338	8.24242	8.47667	8.41293	8.45759	8.12646	7.7593	7.83862	7.83888	7.76244	7.72796	7.73936	8.60087	7.82377	8.08259	8.62925	8.50499
"ENSMUSG00000043483"	13.741725	13.82101	13.82696	13.766375	13.72576	13.752005	13.91217	13.874195	13.884545	13.8512	13.891925	13.847545	13.81432	13.8171	13.865365	13.901035	13.797265	13.829935
"ENSMUSG00000043484"	13.07054	13.06023	13.19864	13.35907	13.29875	13.30603	13.02883	13.18493	13.05621	13.08601	12.9968	12.92675	12.90211	13.13565	13.03573	13.039	13.19117	13.13647
"ENSMUSG00000043485"	6.22757	6.30978	6.44877	6.88839	6.91793	7.01715	6.09427	6.06429	6.0238	6.09188	6.19544	6.06429	6.02876	6.51821	6.10323	6.17696	6.55789	6.62777
"ENSMUSG00000043487"	9.41926	9.3417	9.5051	9.63099	9.638	9.60209	9.34719	9.39564	8.88816	8.99139	9.55995	9.02741	8.93423	9.40027	9.63886	9.13381	9.58568	9.4413
"ENSMUSG00000043496"	8.59818	8.60177	7.94354	7.529045	7.559155	7.40247	8.90893	8.725755	8.361565	7.948565	8.13511	7.067505	7.163525	7.710385	7.892355	7.452405	7.78557	7.84354
"ENSMUSG00000043501"	4.20681	4.46775	4.44657	4.49068	3.84029	4.50047	4.21771	4.21749	4.2349	7.44466	8.76711	7.89757	8.0203	4.42658	8.56757	7.57403	3.89176	3.9634
"ENSMUSG00000043505"	6.90463	7.01974	7.35654	6.64612	6.53316	6.698	6.75111	7.30405	7.49492	7.51158	6.12932	7.85706	7.89469	6.90379	6.14257	7.31896	6.58252	6.81639
"ENSMUSG00000043518"	10.79725	11.07059	10.9527	10.52652	10.72986	10.6941	11.09578	11.16945	11.1515	11.72991	12.03173	11.22717	11.08007	11.52819	12.06889	11.79095	11.51273	11.53267
"ENSMUSG00000043531"	4.1634	4.13522333333333	4.28218666666667	4.12332	4.59744666666667	4.49878666666667	4.29659333333333	4.19605666666667	4.14236333333333	4.29423	4.51495666666667	4.26811	4.24225666666667	4.43254	4.55184666666667	4.49649	3.97968666666667	4.29621
"ENSMUSG00000043535"	7.47488666666667	7.49168333333333	7.65547666666667	7.66288333333333	7.22867333333333	7.50480666666667	7.47121	7.34341	7.82467333333333	7.43559666666667	6.63338666666667	7.49674666666667	7.48892666666667	7.11228666666667	6.87238333333333	7.45739333333333	7.17113333333333	7.36127333333333
"ENSMUSG00000043542"	10.0786866666667	10.0951933333333	10.0738366666667	9.51839	9.57949333333333	9.62849333333333	10.3964766666667	10.6507633333333	10.23316	10.2782733333333	10.8289966666667	10.1854933333333	9.95188	9.72605	10.78716	10.3455033333333	10.0518633333333	10.0099766666667
"ENSMUSG00000043549"	3.34119	3.04284	3.54554	3.54002	4.05556	3.83428	2.98439	3.42144	3.13572	2.97257	3.09149	3.01011	3.2425	3.55946	3.24286	3.05547	3.68337	3.27307
"ENSMUSG00000043556"	5.81281	5.61619	5.72026	6.15779	6.13112	6.1906	5.67671	5.78365	5.56336	5.57659	5.80091	5.60899	5.64112	6.16363	5.77824	5.60309	5.83582	6.1906
"ENSMUSG00000043557"	4.95298	4.89654	4.75159	5.10206	5.33291	5.07875	5.37079	4.9543	4.95026	5.26389	5.23692	5.3329	5.11136	5.39003	5.26801	5.01412	4.42619	5.4782
"ENSMUSG00000043569"	2.96798	3.25177	3.35203	3.40049	3.4012	3.37154	2.99905	2.94926	3.17993	3.12021	3.20239	3.00565	3.04932	3.24946	3.33056	3.52408	3.39553	3.518
"ENSMUSG00000043572"	7.72823	7.89455	7.52147	8.56687	8.45415	8.37868	7.40863	7.20617	7.36048	7.21153	7.22351	7.09835	7.10835	8.32964	7.2524	7.31266	8.67455	8.3295
"ENSMUSG00000043583"	4.63709	4.63321	4.57417	5.04808	5.1177	4.91698	4.52621	4.38593	4.26151	4.35112	4.44006	4.56112	4.3954	5.08202	4.69035	4.40201	5.09932	4.84862
"ENSMUSG00000043587"	6.66751333333333	6.67335666666667	6.53903333333333	5.31177333333333	5.27835	5.04426333333333	6.74795	6.36493666666667	6.68318333333333	6.96824666666667	7.77737	7.47216	7.54593333333333	5.19508333333333	8.25795666666667	7.57593333333333	5.49728666666667	4.89847666666667
"ENSMUSG00000043592"	4.72979	5.10357	4.93152	4.04128	4.05949	4.8263	6.15167	6.10616	5.67438	4.95079	3.73737	5.0863	4.80622	4.18148	4.06002	4.82103	4.2425	3.7972
"ENSMUSG00000043602"	7.52074	7.40553	7.33537	8.06107	7.81691	8.24565	7.44148	7.33671	7.35497	6.95855	7.10959	6.9269	7.23477	8.27927	7.3755	7.04606	8.22471	8.11961
"ENSMUSG00000043613"	10.91714	11.07564	10.75748	6.83187	8.30683	7.4802	11.52415	11.04462	11.59113	8.75708	8.72461	8.61407	7.91863	8.55092	8.76162	8.43545	8.02362	8.46073
"ENSMUSG00000043614"	7.16313	7.22121	7.02665	7.80407	7.89847	7.92563	7.04096	7.55877	6.96222	6.66281	7.47779	6.71655	6.95421	7.01461	7.6301	6.93237	6.9786	7.04525
"ENSMUSG00000043621"	4.38652	4.38005333333333	4.31946666666667	4.19514333333333	4.54705	4.62971333333333	4.39556666666667	4.29099333333333	4.15093666666667	4.76449	5.37016666666667	4.74217	4.70760666666667	4.52373333333333	5.09941666666667	5.02987333333333	4.48643666666667	4.31206333333333
"ENSMUSG00000043623"	4.52609	4.48375	4.47361	6.36102	6.02572	4.87813	4.54941	4.25066	4.14945	4.03732	4.08987	4.10441	3.97503	5.02993	4.05898	4.23147	5.46947	4.99449
"ENSMUSG00000043629"	7.95739	7.772245	7.74605	6.58755	6.875615	6.78738	7.893605	7.58728	7.922895	7.028605	6.545385	6.99648	7.71176	6.80501	6.647935	6.64719	6.32057	6.5733
"ENSMUSG00000043631"	3.74796	3.56489	3.82899	4.43395	4.33575	3.9557	3.87958	4.12086	3.87314	4.43986	4.78204	3.83954	3.85956	5.24025	4.61219	4.30158	5.1071	4.9685
"ENSMUSG00000043633"	5.96713	5.8017	6.00741	6.32822	6.5799	6.31357	5.59687	5.88981	5.48098	6.16187	6.96423	6.30396	6.11489	6.93502	6.42181	6.16272	6.74626	6.44094
"ENSMUSG00000043635"	3.05759	2.94153	3.2309	3.53405	3.49396	3.34049	3.12089	3.12807	3.09645	2.88676	3.07514	3.05304	2.84308	3.40296	2.99305	3.15865	3.39082	3.31906
"ENSMUSG00000043639"	9.50255	10.20496	9.62351	8.36082	7.966	8.28051	9.59968	10.5186	10.24399	7.39117	7.98255	7.32352	7.53482	9.80112	7.91827	7.03929	8.93378	9.75568
"ENSMUSG00000043644"	8.13274	7.96541	7.83355	8.32471	8.37233	8.32342	7.81596	8.19871	8.12727	8.31963	9.09201	8.4001	8.13747	8.34194	8.71639	8.49137	7.97494	8.35359
"ENSMUSG00000043648"	6.45651	6.11301	6.56415	8.19103	8.48851	8.85372	6.20045	5.26743	5.02999	4.66207	5.60547	4.81779	5.40538	9.2392	5.42502	4.94966	8.70126	8.81313
"ENSMUSG00000043668"	6.73404	6.7246	5.81132	5.65542	6.28382	6.53036	7.21918	6.48115	5.79085	5.85177	7.04929	6.0519	6.26297	4.75153	6.92526	6.37364	4.68289	4.21188
"ENSMUSG00000043670"	5.40929333333333	5.30784333333333	5.45623666666667	5.97442	5.75270666666667	5.83973333333333	5.31597666666667	5.09632666666667	5.30468666666667	5.45443333333333	5.77931333333333	5.47358333333333	5.37288	5.62206333333333	5.53964666666667	5.64013	5.74980333333333	5.62461333333333
"ENSMUSG00000043671"	6.25997333333333	6.52177	6.46409	5.88344	5.58370333333333	5.54783333333333	6.75050666666667	6.53477666666667	7.11298666666667	7.39825	7.49314	7.29370333333333	7.13299	6.07853666666667	7.19779333333333	7.36382	6.16016333333333	5.87329666666667
"ENSMUSG00000043673"	6.44443	6.44575	5.63082	5.37557	5.64012	5.54344	5.0302	5.24394	5.34128	4.90579	4.7056	4.94215	5.54075	6.11803	5.61844	4.52954	5.86168	5.774
"ENSMUSG00000043681"	11.95102	11.21525	11.19137	6.91222	7.01813	7.21495	7.57042	11.17322	11.02221	6.18246	6.2134	6.17183	5.98056	6.65787	6.71182	6.05645	6.65738	6.8985
"ENSMUSG00000043683"	8.172335	8.146845	8.1755	9.078355	9.02214	9.114035	8.222535	8.12988	8.022375	8.184605	8.270275	7.975685	8.14625	9.21443	8.15731	8.184095	9.07065	9.171115
"ENSMUSG00000043687"	9.03981	8.90753	8.73336	10.8422	10.67051	10.90124	7.56955	8.3796	7.69613	7.99178	8.65651	8.22224	8.67853	10.37525	8.72591	8.07816	10.33318	10.2238
"ENSMUSG00000043702"	7.44921666666667	7.56710333333333	7.46098666666667	8.41840333333333	8.43685	8.58212666666667	7.17592333333333	7.15138	7.37072666666667	7.27364666666667	7.12276	7.01311666666667	6.79081	7.32036	7.03010666666667	7.10308666666667	7.49471333333333	7.34533
"ENSMUSG00000043705"	5.54409	5.2574	5.16477	5.0105	4.80106	4.88315	4.80934	4.82876	5.02993	4.92109	4.85132	4.8978	4.56343	5.16274	4.85604	4.89371	4.7704	4.94204
"ENSMUSG00000043716"	13.325715	13.39782	13.338965	12.85778	12.884205	12.823235	13.60064	13.46313	13.55643	13.49389	13.38023	13.47721	13.47159	13.161385	13.35585	13.571185	13.12824	13.16978
"ENSMUSG00000043733"	9.52680333333333	9.25880333333333	9.55998333333333	10.36625	10.3208066666667	10.61113	9.12974	9.54915666666667	9.29475	9.43724333333333	9.71682666666667	9.40892	9.21393666666667	9.62155333333333	9.61641	9.33399	9.96832666666667	10.0290966666667
"ENSMUSG00000043740"	6.98238	6.60812	6.56812	5.14873	5.43344	4.48536	6.36802	7.0417	7.00469	7.32884	5.7043	7.60519	7.39145	5.49947	5.80147	7.26686	5.04241	5.32272
"ENSMUSG00000043753"	4.5313	4.29135	3.64541	3.29931	3.69206	3.29452	3.58685	3.73376	4.0129	3.07712	3.35275	3.241	3.2208	3.29682	3.57942	3.47939	3.05153	3.11937
"ENSMUSG00000043760"	3.28493	3.06464	3.06411	3.39087	3.51024	3.36312	4.2565	3.37968	3.20869	3.05344	2.97163	2.99368	6.1766	2.91167	2.94435	3.09149	3.51103	2.95859
"ENSMUSG00000043770"	12.7036275	12.6616175	12.549755	12.736315	12.7621375	12.6990625	12.8128675	12.6268275	12.8595925	12.84632	12.674405	12.779855	12.92227	12.980525	12.7334075	12.80695	12.885325	12.9074175
"ENSMUSG00000043773"	8.06605	8.40582	8.35571	7.99791	7.55842	7.11865	7.87536	7.43013	7.89963	7.87223	8.26873	8.61099	7.88835	9.01848	8.30536	8.22543	8.40395	8.78992
"ENSMUSG00000043782"	6.3557	6.63725	6.10049	5.41378	5.05323	5.40834	6.53746	6.58251	6.75629	4.59938	4.59826	4.64359	5.16446	4.96592	4.85488	4.56511	4.54314	5.08485
"ENSMUSG00000043787"	3.7384	3.60819	4.11775	4.07155	4.7292	4.47925	3.99255	3.97524	4.04949	4.01722	3.82301	4.05016	3.64558	4.26626	4.0266	3.95012	3.88339	4.36585
"ENSMUSG00000043789"	3.92013	3.73674	3.7831	4.51468	4.65913	4.73334	4.09461	3.67348	4.36642	4.11282	3.66645	3.9944	4.23927	3.85574	3.63383	4.32002	4.10905	3.70248
"ENSMUSG00000043794"	5.73883	5.3484	4.81184	5.70387	5.86088	5.09889	4.83136	5.59844	5.18215	4.87248	5.10423	4.96515	5.13558	6.12038	4.96625	5.17067	5.92936	5.7297
"ENSMUSG00000043801"	13.025585	13.063145	12.9916	13.10013	13.101715	13.07506	13.07745	13.02121	13.067175	13.067085	13.09197	13.054245	13.10407	13.110045	13.113135	13.065015	13.11341	13.08834
"ENSMUSG00000043811"	6.48693	6.41272	6.33797	6.43356	6.85863	6.58969	6.37301	6.27361	6.60424	6.59074	6.31549	6.59445	6.40943	6.40969	6.09345	6.65922	6.61387	6.62252
"ENSMUSG00000043822"	7.22309	7.00562	6.683285	7.05944	7.040895	7.46691	6.78334	7.243055	6.939275	6.94266	7.17636	6.729445	6.50511	6.820345	7.281085	6.656195	6.40424	7.010865
"ENSMUSG00000043831"	7.02395	7.04882	6.82797	7.05397	7.05403	7.03388	7.00614	7.02445	7.11878	6.96059	7.19863	6.92602	6.47512	7.40528	7.15271	6.87852	7.34441	7.18921
"ENSMUSG00000043832"	9.57898	9.03497	8.91685	7.79255	7.88701	7.64499	9.22791	9.39258	9.65687	8.97626	9.1534	8.55965	8.36641	8.33361	9.19893	8.67943	8.00751	8.30871
"ENSMUSG00000043833"	5.63668	5.96038	5.57314	5.76219	6.25091	5.60305	5.4191	5.56213	5.58078	5.14949	5.19043	5.55616	5.55112	7.6678	4.96358	5.50429	5.86452	7.01143
"ENSMUSG00000043850"	4.78042	5.28728	5.0829	5.15538	5.86977	5.8118	5.06282	4.81976	4.7801	5.11938	5.09319	4.85568	4.61426	5.42212	4.95945	4.91585	5.34402	5.1515
"ENSMUSG00000043857"	4.50173	4.56843	4.60655	4.73651	4.75732	4.89183	4.33795	4.35796	4.40861	4.17687	4.50293	4.15295	4.37305	4.7229	4.40609	4.61486	4.71953	4.8955
"ENSMUSG00000043866"	10.079975	10.118815	10.040265	10.264215	10.294435	10.377205	10.06523	10.13336	10.059385	10.02284	9.838645	9.94682	10.01239	10.210155	9.7383	9.911035	10.15458	10.148785
"ENSMUSG00000043870"	10.08278	9.55334	9.82747	9.69937	9.90921	9.93467	9.80458	9.68537	9.52379	9.1346	9.24185	9.67963	11.1128	9.83736	9.55949	9.12221	9.92354	9.84181
"ENSMUSG00000043872"	8.5677	8.71997	9.02256	8.50034	8.2749	8.55729	9.23833	8.84228	9.16069	9.2483	8.78142	9.0409	9.09589	8.73425	8.60698	8.88454	9.07713	8.97522
"ENSMUSG00000043881"	8.28352	8.403595	8.273	8.436135	8.44056	8.37728	8.63455	8.27891	8.381435	8.63181	8.702695	8.51548	8.404015	8.78233	8.630605	8.62804	8.706875	8.680925
"ENSMUSG00000043885"	10.7291	10.90613	10.69148	9.70934	10.01867	9.72494	10.31127	10.64034	10.63289	10.78514	10.96382	10.71182	10.72935	10.05675	11.09984	10.85055	10.13837	10.01972
"ENSMUSG00000043889"	13.3238	13.30531	13.39807	12.90384	12.82327	13.12567	13.52534	13.52447	13.50367	13.48949	13.51419	13.49367	13.42495	13.18171	13.47409	13.58483	13.21366	13.38921
"ENSMUSG00000043895"	9.12379	9.08238	9.06969	7.41521	7.37428	7.55376	9.67171	9.43614	9.50145	9.26923	8.87153	8.91719	8.80518	7.68203	8.90783	9.08836	7.49016	7.52152
"ENSMUSG00000043897"	5.55498	6.37828	6.04147	6.30968	5.78929	6.01312	4.88774	4.98814	4.53291	4.55953	5.37195	5.36294	5.21441	5.21681	5.46986	5.27533	4.76399	5.68846
"ENSMUSG00000043903"	8.48408	7.96555	8.29443	7.4071	7.30921	7.3693	8.6624	8.45245	8.04504	7.5779	8.2755	7.66932	7.60603	7.77329	8.13393	7.77283	7.33603	7.42672
"ENSMUSG00000043909"	10.1410966666667	10.1161166666667	10.1129433333333	9.52593666666667	9.41460333333333	9.48825666666667	10.44856	10.3103166666667	10.42297	10.1582166666667	10.0245833333333	10.15293	10.1621233333333	9.84492333333333	9.96862666666667	10.2160466666667	9.72263	9.77529
"ENSMUSG00000043923"	9.22795	9.27434	9.28249	9.40255	9.233	9.568055	9.11849	9.167355	9.286295	9.13428	8.87331	9.280155	9.222605	9.228675	8.962625	9.042505	9.43222	9.319095
"ENSMUSG00000043924"	7.53959	7.58262	7.30807	5.67743	6.77235	6.15649	7.4144	7.79007	6.83003	5.73549	6.01687	5.55491	5.88115	7.14152	6.00902	5.77349	6.7692	7.17251
"ENSMUSG00000043925"	4.74112	4.66631	4.69966	4.64574	4.61456	5.27799	4.53496	4.65597	4.56397	4.50568	4.66508	4.43277	4.36096	4.98186	4.42269	4.53164	5.01918	4.79892
"ENSMUSG00000043929"	7.350315	7.54778	7.537915	7.56407	7.703925	7.566305	7.364465	7.357125	7.449685	7.383645	7.379815	7.531695	7.757835	7.370195	7.59988	7.54107	7.83205	7.82721
"ENSMUSG00000043931"	6.78215	7.198515	7.45769	4.645655	4.42599	4.21001	7.4634	6.594255	8.44146	9.240425	5.144865	9.46583	9.406795	4.9869	5.243265	9.08326	4.588935	4.069315
"ENSMUSG00000043940"	8.43753333333333	8.28713	8.30591	8.62364	8.61945666666667	8.73484333333333	8.04991333333333	8.45874666666667	8.24887333333333	8.29472	8.60575666666667	8.09465666666667	8.1377	8.38599	8.5409	8.21283666666667	8.47149666666667	8.66388
"ENSMUSG00000043943"	7.49448	7.61777	6.82117	7.065835	7.16686	6.816005	7.231365	7.19597	7.13724	7.520045	7.55162	7.440705	7.10384	7.343695	7.79537	7.344175	7.1279	7.00031
