"gWAT_M02(r1)"	"gWAT_M02(r2)"	"BAT_M02(r1)"	"BAT_M02(r2)"
"ENSMUSG00000096252"	8.181935	8.246525	7.752475	8.29498
"ENSMUSG00000096255"	12.24787	12.10772	11.20838	11.58428
"ENSMUSG00000096256"	4.44273	4.653805	5.091865	4.760055
"ENSMUSG00000096259"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000096263"	13.055075	12.9965	13.008055	12.908
"ENSMUSG00000096271"	5.00927	4.93354	5.27184	4.60188
"ENSMUSG00000096276"	1.90844	1.974845	1.844465	2.126965
"ENSMUSG00000096278"	2.77661	2.70825	2.87126	2.96947
"ENSMUSG00000096283"	2.25938	2.49161	2.78334	2.89337
"ENSMUSG00000096284"	3.282865	3.313455	3.330065	3.33671
"ENSMUSG00000096292"	10.04344	8.16626	5.66291333333333	5.50497333333333
"ENSMUSG00000096293"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000096294"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000096311"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000096323"	3.28314	3.11822	3.26893	3.34726
"ENSMUSG00000096333"	3.32136	3.41024	3.91906	3.46723
"ENSMUSG00000096337"	8.42472	8.54109	8.83726	8.64179
"ENSMUSG00000096344"	4.26353	4.2029	4.31045	4.25082
"ENSMUSG00000096351"	7.41897	7.43633	7.29813	6.86332
"ENSMUSG00000096354"	10.96374	10.48998	11.1631	11.04939
"ENSMUSG00000096361"	13.06696	13.10822	13.15378	13.15869
"ENSMUSG00000096370"	5.73427666666667	6.16931333333333	6.17665	6.09475333333333
"ENSMUSG00000096372"	4.35424	4.26005	6.75591	6.70688
"ENSMUSG00000096375"	7.95665	8.04139	7.41525	7.45022
"ENSMUSG00000096376"	4.05139	3.34536	6.18749	5.87362
"ENSMUSG00000096386"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000096401"	7.19606	7.94172	7.38453	6.88056
"ENSMUSG00000096403"	9.975835	10.02615	10.4859	10.30582
"ENSMUSG00000096405"	2.56107	2.55988	2.47788	2.42997
"ENSMUSG00000096413"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000096426"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000096433"	7.47821	7.97933	7.65628	7.6386
"ENSMUSG00000096435"	7.94541	7.6318	7.85921	8.11527
"ENSMUSG00000096437"	13.29088	13.35123	13.26216	13.27206
"ENSMUSG00000096438"	13.2333433333333	13.3519466666667	13.54904	13.6084966666667
"ENSMUSG00000096445"	2.77661	2.70825	2.87126	2.96947
"ENSMUSG00000096446"	4.18878	3.76563666666667	6.72258333333333	6.72620333333333
"ENSMUSG00000096448"	10.41642	10.51287	10.4594	10.9357
"ENSMUSG00000096457"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000096458"	8.21617	8.32365	8.82634	8.51197
"ENSMUSG00000096468"	4.05139	3.34536	6.18749	5.87362
"ENSMUSG00000096472"	7.65557	7.89122	8.02685	7.9506
"ENSMUSG00000096474"	13.0210525	13.1196225	12.552995	12.64715
"ENSMUSG00000096484"	8.42472	8.54109	8.83726	8.64179
"ENSMUSG00000096488"	8.947965	7.856905	11.27188	10.691235
"ENSMUSG00000096498"	3.156	3.09489	3.10988	3.50675
"ENSMUSG00000096506"	7.82348	8.79638	3.57061	3.40715
"ENSMUSG00000096508"	2.31074	2.41048	2.48796	2.48862
"ENSMUSG00000096520"	2.37837	2.36552	2.69783	2.67261
"ENSMUSG00000096525"	2.48333	2.92008	3.17347	3.11925
"ENSMUSG00000096527"	4.26353	4.2029	4.31045	4.25082
"ENSMUSG00000096530"	3.32136	3.41024	3.91906	3.46723
"ENSMUSG00000096534"	1.988275	2.10553	2.056555	2.2183
"ENSMUSG00000096536"	11.22075	11.137315	11.46208	11.393105
"ENSMUSG00000096537"	2.88826	2.9323	2.80586	3.20665
"ENSMUSG00000096539"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000096544"	12.0306	11.2085	12.00607	11.93103
"ENSMUSG00000096546"	3.15503	3.18955	3.0607	3.34175
"ENSMUSG00000096550"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000096569"	3.89768	3.93107	4.01124	5.11567
"ENSMUSG00000096573"	3.09688	3.31618	3.09688	3.02868
"ENSMUSG00000096574"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000096576"	1.90844	1.974845	1.844465	2.126965
"ENSMUSG00000096582"	3.59244	3.73173	3.82606	3.49653
"ENSMUSG00000096591"	3.59244	3.73173	3.82606	3.49653
"ENSMUSG00000096592"	12.07351	12.21403	12.43563	12.38142
"ENSMUSG00000096596"	5.00927	4.93354	5.27184	4.60188
"ENSMUSG00000096606"	6.48752	4.9896	7.08124	6.99547
"ENSMUSG00000096612"	2.25938	2.49161	2.78334	2.89337
"ENSMUSG00000096617"	13.0858075	13.1927225	13.3512875	13.4891125
"ENSMUSG00000096620"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000096623"	13.70041	13.64049	13.634315	13.56865
"ENSMUSG00000096629"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000096630"	3.34369	3.5375	3.38218	3.91285
"ENSMUSG00000096644"	2.6024	2.6024	2.56645	2.83694
"ENSMUSG00000096645"	2.54858	2.3588	2.37068	2.72636
"ENSMUSG00000096646"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000096647"	8.87355	8.842945	8.59928	8.79284
"ENSMUSG00000096655"	2.70428	2.34673	2.57391	2.57685
"ENSMUSG00000096664"	4.26353	4.2029	4.31045	4.25082
"ENSMUSG00000096674"	7.95352	7.95947	6.39357	9.25179
"ENSMUSG00000096682"	3.95706	4.23282	3.72055	4.21823
"ENSMUSG00000096687"	6.772695	7.340235	7.72924	7.81243
"ENSMUSG00000096696"	8.75305	8.79241	9.04041	8.8607
"ENSMUSG00000096699"	12.71936	12.7036	12.35981	12.41957
"ENSMUSG00000096700"	3.17402	3.170175	3.65302	3.31827
"ENSMUSG00000096707"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000096712"	13.0210525	13.1196225	12.552995	12.64715
"ENSMUSG00000096719"	2.80953	2.76084	2.54256	2.57539
"ENSMUSG00000096722"	11.417635	11.05295	11.54229	11.366495
"ENSMUSG00000096724"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000096726"	13.07579	13.11226	13.07171	13.10071
"ENSMUSG00000096727"	9.80285	9.0006	10.02939	9.94401
"ENSMUSG00000096728"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000096729"	8.42472	8.54109	8.83726	8.64179
"ENSMUSG00000096732"	2.2704	2.23506	2.6118	2.57685
"ENSMUSG00000096740"	8.920705	9.36549	8.919865	9.088675
"ENSMUSG00000096742"	2.75066	2.73592	4.63507	4.22754
"ENSMUSG00000096743"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000096750"	3.32136	3.41024	3.91906	3.46723
"ENSMUSG00000096751"	4.4802	4.13103	4.62014	4.8646
"ENSMUSG00000096753"	2.62699	2.62699	2.47	2.83823
"ENSMUSG00000096755"	13.34641	13.12797	12.71052	12.89445
"ENSMUSG00000096756"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000096763"	13.29088	13.35123	13.26216	13.27206
"ENSMUSG00000096768"	10.59918	9.85235	10.51545	9.92899
"ENSMUSG00000096770"	3.89768	3.93107	4.01124	5.11567
"ENSMUSG00000096775"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000096776"	2.35817	2.54598	2.68723	2.85204
"ENSMUSG00000096780"	9.06986	8.96747	8.498435	8.606145
"ENSMUSG00000096788"	3.10938	3.38851	2.90952	3.23863
"ENSMUSG00000096789"	12.1566733333333	11.93678	11.9220633333333	11.9061133333333
"ENSMUSG00000096791"	7.94541	7.6318	7.85921	8.11527
"ENSMUSG00000096792"	4.85865	5.06666	5.07602	5.38527
"ENSMUSG00000096793"	8.947965	7.856905	11.27188	10.691235
"ENSMUSG00000096795"	2.55541	2.92699	3.08053	2.98578
"ENSMUSG00000096796"	3.26838	3.13708	3.24971	2.96377
"ENSMUSG00000096798"	4.26353	4.2029	4.31045	4.25082
"ENSMUSG00000096802"	10.04344	8.16626	5.66291333333333	5.50497333333333
"ENSMUSG00000096803"	2.74436	2.62591	3.68008	3.78656
"ENSMUSG00000096807"	12.60383	12.78885	11.52222	11.90954
"ENSMUSG00000096810"	13.2333433333333	13.3519466666667	13.54904	13.6084966666667
"ENSMUSG00000096826"	7.66327	8.84559	9.30831	9.55232
"ENSMUSG00000096828"	2.44532	2.46918	2.82687	2.79989
"ENSMUSG00000096831"	13.29088	13.35123	13.26216	13.27206
"ENSMUSG00000096834"	3.28915	3.41125	4.8014	5.15883
"ENSMUSG00000096839"	9.44421	8.3481	11.63621	11.13196
"ENSMUSG00000096842"	13.45353	13.46192	13.4284	13.41528
"ENSMUSG00000096846"	2.2704	2.23506	2.6118	2.57685
"ENSMUSG00000096847"	2.49014	2.60521	2.37118	2.49014
"ENSMUSG00000096852"	2.23593	2.38921	2.34985	2.06989
"ENSMUSG00000096854"	3.59244	3.73173	3.82606	3.49653
"ENSMUSG00000096862"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000096873"	5.00927	4.93354	5.27184	4.60188
"ENSMUSG00000096878"	4.14555	4.60126	6.38678	6.44048
"ENSMUSG00000096903"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000096904"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000096907"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000096910"	6.53395	6.68039	6.93121	6.93508
"ENSMUSG00000096911"	2.17971	1.95112	1.80783	2.19424
"ENSMUSG00000096912"	7.94541	7.6318	7.85921	8.11527
"ENSMUSG00000096914"	2.650865	2.524945	2.4106	2.62624
"ENSMUSG00000096915"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000096916"	4.82953	4.77108	5.36071	5.23846
"ENSMUSG00000096922"	2.46318	2.49603	3.21248	2.94786
"ENSMUSG00000096929"	5.53676	5.7041	6.37859	5.77167
"ENSMUSG00000096932"	3.61565	4.17562	3.5025	3.63222
"ENSMUSG00000096942"	12.71936	12.7036	12.35981	12.41957
"ENSMUSG00000096953"	2.80972	2.7161	2.474	2.67961
"ENSMUSG00000096954"	6.10138	6.22338	7.63033	7.65286
"ENSMUSG00000096956"	7.41509	7.91551	6.83898	6.80374
"ENSMUSG00000096957"	5.71828	5.48939	6.01418	6.00574
"ENSMUSG00000096959"	2.37602	2.38861	2.447495	2.6235
"ENSMUSG00000096968"	4.11041	4.21055	4.65142	3.64249
"ENSMUSG00000096979"	11.1221	10.64453	10.5801	10.55759
"ENSMUSG00000096981"	6.64064	6.42478	6.26043	5.84901
"ENSMUSG00000096982"	2.50081	2.68366	2.69783	2.85465
"ENSMUSG00000096986"	3.26503	2.98088	2.92745	2.9008
"ENSMUSG00000096987"	4.98141	4.18749	6.05675	5.64534
"ENSMUSG00000096995"	5.31344	5.54107	4.35313	4.56956
"ENSMUSG00000097006"	5.68498	6.54252	7.14	6.77676
"ENSMUSG00000097007"	2.44839	2.27523	2.51019	2.56396
"ENSMUSG00000097021"	2.96712	3.08946	2.76532	2.72638
"ENSMUSG00000097022"	3.56827	4.25104	5.42661	5.45916
"ENSMUSG00000097023"	3.28694	3.02746	2.98895	2.80795
"ENSMUSG00000097032"	3.73417	4.39557	4.29711	3.90701
"ENSMUSG00000097035"	3.23087	3.00784	6.28808	6.29136
"ENSMUSG00000097039"	5.83775	5.6952025	4.1095075	4.01457
"ENSMUSG00000097040"	2.08945	2.47507	2.1846	2.34927
"ENSMUSG00000097042"	7.27036	7.67621	8.17434	7.66163
"ENSMUSG00000097044"	2.34227	2.13979	2.15792	2.26873
"ENSMUSG00000097045"	3.0578	3.25938	5.23356	5.00626
"ENSMUSG00000097047"	7.20759	7.95319	7.90345	7.50793
"ENSMUSG00000097048"	8.36073	8.61015	9.81447	9.43803
"ENSMUSG00000097049"	3.10648	2.75017	2.69482	2.80651
"ENSMUSG00000097050"	2.79783	2.66833	3.23156	2.99979
"ENSMUSG00000097052"	6.41315	6.98004	8.52604	8.27846
"ENSMUSG00000097057"	4.68802	4.85527	4.41544	4.84773
"ENSMUSG00000097061"	6.05948	6.32217	7.19238	6.30884
"ENSMUSG00000097062"	6.92331	7.46628	6.17517	6.70067
"ENSMUSG00000097072"	2.72392	2.75017	2.69783	2.94329
"ENSMUSG00000097073"	4.64458	4.78799	4.45175	4.32847
"ENSMUSG00000097074"	3.53764	3.64629	3.62437	3.50648
"ENSMUSG00000097075"	4.90411	4.24987	5.03242	4.98239
"ENSMUSG00000097080"	5.86712	6.08146	6.92797	7.09643
"ENSMUSG00000097082"	1.97341	2.02076	1.91856	2.13694
"ENSMUSG00000097084"	2.90101	2.7245	2.85444	2.72179
"ENSMUSG00000097086"	6.58365	6.26391	6.58026	7.11089
"ENSMUSG00000097089"	8.82571	8.98535	9.18688	9.08412
"ENSMUSG00000097091"	2.28938	2.493705	2.33259	2.593715
"ENSMUSG00000097095"	3.79996	4.19083	4.39119	4.7203
"ENSMUSG00000097098"	3.59605	3.74628	3.8216	4.05101
"ENSMUSG00000097101"	5.78482	5.67457	6.31896	6.47435
"ENSMUSG00000097115"	4.05657	4.33893	4.27528	4.06805
"ENSMUSG00000097119"	7.94649	8.53065	8.527805	8.17935
"ENSMUSG00000097121"	9.0732	9.3779	8.91902	9.01067
"ENSMUSG00000097123"	4.12003	5.32668	4.42761	4.1622
"ENSMUSG00000097124"	7.29554666666667	7.92444	7.19790333333333	6.68828333333333
"ENSMUSG00000097127"	3.6424125	3.5286275	4.844245	4.6274675
"ENSMUSG00000097129"	3.102695	3.55163	3.135795	3.296925
"ENSMUSG00000097130"	13.52433	13.62967	13.85493	13.83434
"ENSMUSG00000097145"	6.60187	7.10055	6.20715	6.38166
"ENSMUSG00000097148"	13.239855	13.36547	13.563635	13.64142
"ENSMUSG00000097156"	3.902385	4.035015	4.119335	4.271865
"ENSMUSG00000097162"	7.35101	8.08196	7.81717	8.19712
"ENSMUSG00000097164"	6.660075	6.87788	6.43515	6.511115
"ENSMUSG00000097165"	2.09245	2.40821	2.02005	1.96061
"ENSMUSG00000097166"	4.99705	5.01782	3.66308	3.82993
"ENSMUSG00000097167"	7.81847	8.20712	8.10726	8.1373
"ENSMUSG00000097170"	2.28042	2.11053	2.42352	2.61552
"ENSMUSG00000097172"	2.96727	2.71111	3.11435	3.0901
"ENSMUSG00000097175"	12.91485	12.74928	12.68671	12.57798
"ENSMUSG00000097177"	5.395645	5.5881	5.59493	5.61274
"ENSMUSG00000097180"	4.73695	4.10854	5.90313	5.60383
"ENSMUSG00000097181"	2.74083	2.77342	2.79876	2.74916
"ENSMUSG00000097183"	6.93071	6.67409	6.31456	6.10822
"ENSMUSG00000097191"	4.56949	4.60421	5.03834	4.49369
"ENSMUSG00000097194"	3.803905	3.903375	4.01038	3.96711
"ENSMUSG00000097195"	10.82358	11.21827	10.5952	10.80009
"ENSMUSG00000097204"	7.74355	6.9689	9.083	9.03206
"ENSMUSG00000097211"	3.02356	3.25001	2.90362	3.11259
"ENSMUSG00000097216"	4.83619	5.27445	2.86634	3.35884
"ENSMUSG00000097217"	3.48516	3.50653	4.22398	3.50189
"ENSMUSG00000097218"	3.6424125	3.5286275	4.844245	4.6274675
"ENSMUSG00000097229"	3.18452	3.2901	3.68801	3.18034
"ENSMUSG00000097230"	4.662055	4.979895	6.32194	5.672015
"ENSMUSG00000097235"	2.72713	3.09506	3.28136	3.05577
"ENSMUSG00000097236"	3.57009	3.943085	4.40215	3.87793
"ENSMUSG00000097237"	2.70443	2.58852	2.65208	2.85518
"ENSMUSG00000097239"	8.44559	9.51293	6.26267	7.54621
"ENSMUSG00000097248"	2.75017	2.54105	2.4725	2.51071
"ENSMUSG00000097251"	3.734225	3.8023	3.403615	3.418925
"ENSMUSG00000097254"	6.90532	6.82403	4.90465	4.69313
"ENSMUSG00000097262"	3.80448	3.87575	3.96246	4.09695
"ENSMUSG00000097267"	2.63739	2.59184	2.4721	2.58124
"ENSMUSG00000097268"	2.84729	2.6748	3.52889	3.77672
"ENSMUSG00000097275"	5.88578	5.97447	5.53803	5.88578
"ENSMUSG00000097277"	6.75331	7.19458	6.07798	6.63193
"ENSMUSG00000097278"	3.6424125	3.5286275	4.844245	4.6274675
"ENSMUSG00000097282"	3.3153	3.15576	3.33349	3.09524
"ENSMUSG00000097284"	4.37184	4.78381	5.180355	5.38708
"ENSMUSG00000097287"	5.02324	5.4783	5.29806	5.69872
"ENSMUSG00000097289"	2.6652	2.76426	3.26765	2.79445
"ENSMUSG00000097290"	5.615	6.40648	5.615	5.73994
"ENSMUSG00000097292"	2.45044	2.710055	3.08728	3.01209
"ENSMUSG00000097295"	11.46121	11.12097	11.59627	11.41146
"ENSMUSG00000097296"	9.03851	8.48242	9.30294	8.70709
"ENSMUSG00000097309"	3.80508	3.63812	3.88435	4.20874
"ENSMUSG00000097311"	2.24972	2.13538	2.45325	2.46314
"ENSMUSG00000097315"	3.92182	3.49721	3.04732	3.8511
"ENSMUSG00000097318"	6.41595	6.73892	6.20135	7.22894
"ENSMUSG00000097321"	2.671905	2.75693	2.66968	2.635535
"ENSMUSG00000097322"	3.74686	3.58966	3.64394	3.60829
"ENSMUSG00000097323"	3.35918	2.85894	3.20045	2.98401
"ENSMUSG00000097326"	3.18846	2.95113	3.06926	3.11977
"ENSMUSG00000097327"	4.40379	5.1572	4.39573	4.18933
"ENSMUSG00000097328"	9.48536	7.99852	9.30294	8.55923
"ENSMUSG00000097329"	3.49188	3.66092	3.27928	3.31089
"ENSMUSG00000097330"	3.57742	4.13379	3.70144	3.72773
"ENSMUSG00000097333"	6.935	7.23704	7.28521	6.85785
"ENSMUSG00000097334"	6.27271	6.54276	6.05279	6.5488
"ENSMUSG00000097336"	3.70449	3.48292	3.44932	3.42834
"ENSMUSG00000097343"	6.26345	7.3898	6.5412	6.38928
"ENSMUSG00000097348"	3.63083	3.64108	3.571825	3.595005
"ENSMUSG00000097350"	5.98025	6.29038	6.28059	7.17612
"ENSMUSG00000097352"	3.90376	3.04255	2.85032	3.25683
"ENSMUSG00000097353"	6.65547	7.53173	6.70292	7.15066
"ENSMUSG00000097354"	3.255315	2.58871	3.170595	3.25511
"ENSMUSG00000097357"	3.43961	2.72293	2.93508	3.4275
"ENSMUSG00000097360"	3.10648	3.20022	3.25667	3.73283
"ENSMUSG00000097361"	2.23514	2.68122	2.29363	2.12991
"ENSMUSG00000097375"	8.19997	8.34154	8.95437	8.57058
"ENSMUSG00000097387"	3.34519	3.40952	3.40952	3.92977
"ENSMUSG00000097388"	13.372325	13.477285	13.68739	13.688495
"ENSMUSG00000097391"	2.785735	2.852925	3.291265	3.177695
"ENSMUSG00000097392"	7.072715	7.589155	7.64195	7.852425
"ENSMUSG00000097399"	3.48506	3.66337	3.37368	3.75318
"ENSMUSG00000097401"	3.26714	3.21998	3.04162	3.29139
"ENSMUSG00000097402"	3.00955	3.00404	4.95774	4.46283
"ENSMUSG00000097403"	5.00695	4.35323	5.23421	5.18028
"ENSMUSG00000097407"	2.83985	2.82866	3.00023	3.14709
"ENSMUSG00000097408"	2.17971	2.55453	2.69783	2.14069
"ENSMUSG00000097409"	3.37192	3.73857	3.3476	3.45392
"ENSMUSG00000097412"	9.37837	9.37912	9.45888	9.679345
"ENSMUSG00000097413"	5.07988	5.4085	4.76208	6.18749
"ENSMUSG00000097415"	9.84059	9.06845	10.96173	11.11676
"ENSMUSG00000097418"	2.33553	2.30296	2.63137	2.6331
"ENSMUSG00000097420"	2.85494	3.43422	4.4628	4.31402
"ENSMUSG00000097427"	5.09306	4.66805	5.83022	6.06355
"ENSMUSG00000097428"	4.63348	4.91876	4.91035	4.61526
"ENSMUSG00000097431"	6.81768	7.27333	5.27077	4.54802
"ENSMUSG00000097447"	3.6424125	3.5286275	4.844245	4.6274675
"ENSMUSG00000097448"	5.1629	4.9531	4.42571	4.39153
"ENSMUSG00000097450"	3.6424125	3.5286275	4.844245	4.6274675
"ENSMUSG00000097451"	3.43153	2.9752425	4.4708325	4.1806475
"ENSMUSG00000097452"	1.77245	1.72667	2.07044	2.07235
"ENSMUSG00000097453"	2.52375	2.84476	2.66992	2.86679
"ENSMUSG00000097456"	2.09245	1.87884	1.89968	1.8605
"ENSMUSG00000097457"	7.70799	7.64986	7.47841	7.55774
"ENSMUSG00000097461"	6.17758	6.46632	6.58684	6.41156
"ENSMUSG00000097462"	4.41212	4.22764	6.98852	6.17001
"ENSMUSG00000097465"	3.30532	3.28474	3.47063	2.94949
"ENSMUSG00000097468"	6.51018	6.91229	6.658	6.71643
"ENSMUSG00000097471"	4.15592	3.44931	2.64003	2.95289
"ENSMUSG00000097483"	2.30369	2.72347	2.58774	2.70632
"ENSMUSG00000097486"	2.84531	2.80265	2.6676	2.73847
"ENSMUSG00000097487"	6.93331	7.62938	5.39073333333333	6.39988666666667
"ENSMUSG00000097494"	5.75127	7.03731	6.186	6.12072
"ENSMUSG00000097502"	2.55108	2.71137	2.68964	2.67889
"ENSMUSG00000097503"	7.56115	8.15728	6.03894	7.56115
"ENSMUSG00000097504"	4.27337	4.32779	4.23625	4.67974
"ENSMUSG00000097514"	2.69944	2.77339	3.85099	3.96461
"ENSMUSG00000097515"	3.14422	3.46299	3.61274	3.77182
"ENSMUSG00000097516"	2.55309	2.86761	2.79465	2.82109
"ENSMUSG00000097519"	2.85631	2.44973	2.52511	2.44016
"ENSMUSG00000097522"	2.37885	2.57685	2.49922	3.3091
"ENSMUSG00000097530"	11.44864	11.65254	11.99521	11.91935
"ENSMUSG00000097532"	2.43464	2.50844	2.35699	2.56822
"ENSMUSG00000097536"	3.37731	3.19959	3.59783	3.33169
"ENSMUSG00000097537"	3.274875	2.96962	3.34653	3.084385
"ENSMUSG00000097541"	3.09024	2.92753	2.81805	2.80314
"ENSMUSG00000097545"	3.11479	3.76488	3.31597	3.09911
"ENSMUSG00000097547"	1.94814	2.18482	2.23408	1.998
"ENSMUSG00000097550"	5.09306	4.66805	5.83022	6.06355
"ENSMUSG00000097553"	2.67181	2.91563	2.67181	2.83232
"ENSMUSG00000097558"	2.67773	2.76963	2.64633	2.47917
"ENSMUSG00000097559"	4.23639	4.45356	4.71198	4.56353
"ENSMUSG00000097561"	3.08604	3.10354	3.47881	3.34552
"ENSMUSG00000097565"	4.33979	5.2601	5.45377	4.21951
"ENSMUSG00000097571"	5.26328	5.44173	5.1492	5.42064
"ENSMUSG00000097574"	8.80756	9.40895	9.36125	8.97117
"ENSMUSG00000097577"	4.24926	4.18794	4.35902	4.41697
"ENSMUSG00000097583"	4.06778	4.98101	5.36083	5.31599
"ENSMUSG00000097585"	2.96234	3.03941	3.2185	2.83794
"ENSMUSG00000097589"	6.15641333333333	5.9258	6.60599666666667	6.51994
"ENSMUSG00000097595"	2.83616	3.23738	2.65522	2.7338
"ENSMUSG00000097596"	2.90257	2.91733	2.79584	3.06482
"ENSMUSG00000097597"	2.3073	2.3857	2.14055	2.14593
"ENSMUSG00000097602"	3.26845	3.52331	3.80504	3.74351
"ENSMUSG00000097603"	2.92747	3.07869	3.04139	3.00393
"ENSMUSG00000097604"	4.37701	4.68656	4.45186	4.57511
"ENSMUSG00000097613"	3.01357	3.03698	3.71917	3.06942
"ENSMUSG00000097616"	6.6507	7.07422	6.29623	6.49432
"ENSMUSG00000097619"	2.27617	2.312395	1.96604	2.386265
"ENSMUSG00000097622"	2.23523	2.39859	2.62309	2.50711
"ENSMUSG00000097627"	2.02413	2.21151	1.93551	2.01188
"ENSMUSG00000097632"	4.12132	4.25238	4.37431	4.2131
"ENSMUSG00000097637"	4.42337	4.70231	4.61266	5.09812
"ENSMUSG00000097638"	2.31433	2.38779	2.18336	2.67587
"ENSMUSG00000097639"	3.1462	3.3491	3.1462	3.06529
"ENSMUSG00000097640"	2.861555	2.751615	3.079325	2.94726
"ENSMUSG00000097644"	10.62401	8.99713	9.17337	8.88435
"ENSMUSG00000097648"	2.62745	2.6003	3.13215	3.3848
"ENSMUSG00000097650"	4.07033	4.37664	4.2202	4.17754
"ENSMUSG00000097654"	2.57206	2.44336	2.76529	2.85364
"ENSMUSG00000097656"	9.93617	10.37679	11.41071	11.55836
"ENSMUSG00000097659"	2.30369	2.72347	2.58774	2.70632
"ENSMUSG00000097664"	4.69648	4.49589	4.35835	4.54774
"ENSMUSG00000097666"	4.59323	5.14265	3.20412	3.73419
"ENSMUSG00000097669"	12.91485	12.74928	12.68671	12.57798
"ENSMUSG00000097677"	4.07748	3.88755	4.85521	4.84216
"ENSMUSG00000097681"	2.31302	2.39389	1.97895	2.23689
"ENSMUSG00000097682"	2.87752	2.71963	2.51724	2.6661
"ENSMUSG00000097684"	2.24093	2.19546	2.26967	2.13621
"ENSMUSG00000097690"	3.42469	3.72773	3.47658	3.3124
"ENSMUSG00000097693"	2.739765	2.826675	3.13966	2.94959
"ENSMUSG00000097694"	3.92351	3.27631	3.59579	3.04561
"ENSMUSG00000097699"	3.8482	3.34453	3.74118	4.15673
"ENSMUSG00000097701"	2.93345	3.20046	2.99291	2.96216
"ENSMUSG00000097705"	6.71918	6.35452	6.61416	6.837995
"ENSMUSG00000097709"	2.14701	2.30799	2.00769	2.22229
"ENSMUSG00000097710"	2.46145	2.6748	2.49117	2.45326
"ENSMUSG00000097711"	13.52433	13.62967	13.85493	13.83434
"ENSMUSG00000097717"	3.75414	3.73356	3.79111	3.55391
"ENSMUSG00000097725"	2.90233	3.60223	3.28021	3.46643
"ENSMUSG00000097729"	5.23849	5.649025	5.44594	5.383945
"ENSMUSG00000097736"	2.60913	2.713235	2.910135	2.99165
"ENSMUSG00000097738"	4.57886	4.64458	4.34164	4.59581
"ENSMUSG00000097746"	2.43877	2.08713	3.90038	3.5968
"ENSMUSG00000097752"	3.32159	3.62954	3.12173	3.47518
"ENSMUSG00000097753"	2.44217	2.35855	2.23236	2.43147
"ENSMUSG00000097756"	5.53195	5.80266	3.02868	3.16153
"ENSMUSG00000097760"	1.9936	2.17599	2.19349	2.03621
"ENSMUSG00000097761"	2.88698	2.90284	2.40334	2.6421
"ENSMUSG00000097766"	3.40952	3.3835	3.26178	3.26994
"ENSMUSG00000097767"	3.051805	3.483	3.230485	3.18114
"ENSMUSG00000097768"	3.677	3.54165	3.13765	3.70859
"ENSMUSG00000097769"	4.00822666666667	4.19924	4.6708	4.45131666666667
"ENSMUSG00000097772"	6.26607	6.0923	7.29592	7.13024
"ENSMUSG00000097777"	4.05436	4.66611	4.13103	3.99248
"ENSMUSG00000097779"	3.26139	3.19386	3.20415	3.41196
"ENSMUSG00000097784"	4.66851	5.44812	4.84603	4.71572
"ENSMUSG00000097785"	3.10648	3.01035	3.4185	3.61825
"ENSMUSG00000097786"	3.20767	3.18144	3.78467	3.58153
"ENSMUSG00000097787"	9.00199	9.47422	7.53026	8.0646
"ENSMUSG00000097789"	2.67487	2.57715	3.40952	3.60955
"ENSMUSG00000097794"	2.86882	2.6748	2.55354	2.72592
"ENSMUSG00000097798"	2.44532	2.46918	2.82687	2.79989
"ENSMUSG00000097803"	13.30005	13.315	13.21703	13.1870533333333
"ENSMUSG00000097806"	3.02868	3.15576	2.92739	3.06554
"ENSMUSG00000097807"	2.44217	2.35855	2.23236	2.43147
"ENSMUSG00000097814"	2.65486	2.77121	2.92145	2.57034
"ENSMUSG00000097820"	5.21926	5.29534	5.13764	4.92597
"ENSMUSG00000097822"	3.6424125	3.5286275	4.844245	4.6274675
"ENSMUSG00000097825"	2.92739	2.85032	2.92901	2.87397
