"BAT_M01(r1)"	"BAT_M01(r2)"	"WAT_M01(r1)"	"WAT_M01(r2)"
"ENSMUSG00000032409"	5.02875	4.99863	5.68732666666667	5.67337
"ENSMUSG00000032410"	6.46477	6.40423333333333	6.38882666666667	6.47833
"ENSMUSG00000032411"	6.8100625	7.0514475	6.7218425	6.9225025
"ENSMUSG00000032412"	11.2396	11.20802	10.98069	11.04142
"ENSMUSG00000032413"	7.194295	6.799465	8.01368	8.057955
"ENSMUSG00000032415"	4.84424	5.01091	4.8051	4.58998
"ENSMUSG00000032417"	4.91043	4.94274	5.36427	5.28102
"ENSMUSG00000032418"	13.19957	13.26204	11.02141	10.56444
"ENSMUSG00000032419"	4.583845	4.541735	4.455905	4.09856
"ENSMUSG00000032420"	5.88002333333333	5.69103666666667	7.00069666666667	7.20302333333333
"ENSMUSG00000032422"	8.40766	8.49424	8.31245	8.40854
"ENSMUSG00000032423"	6.72262	6.69744	7.05234714285714	7.01672
"ENSMUSG00000032425"	5.63932	5.45065	5.587665	5.84175
"ENSMUSG00000032431"	9.7163	9.59873	9.34578	9.15014
"ENSMUSG00000032434"	8.62421	8.142755	8.8831	8.718385
"ENSMUSG00000032435"	7.73891	7.8977	7.64957	7.39737
"ENSMUSG00000032436"	6.83292	6.36539	7.42391	6.92589
"ENSMUSG00000032437"	11.086405	10.88905	10.893555	11.030295
"ENSMUSG00000032440"	9.89715	9.93724	8.644145	8.333
"ENSMUSG00000032443"	4.81911	5.00253	4.55831	4.67363
"ENSMUSG00000032446"	4.412575	4.49543	4.361715	4.397365
"ENSMUSG00000032449"	7.75894	7.77592	7.69266666666667	7.86792666666667
"ENSMUSG00000032451"	4.6224	3.9216	3.98312	3.99915
"ENSMUSG00000032452"	4.94758	5.03981	5.471605	5.38266
"ENSMUSG00000032454"	4.89964	5.08678	4.5775	4.86339
"ENSMUSG00000032456"	5.640305	5.656155	5.468585	5.77848
"ENSMUSG00000032458"	9.704335	9.76818	10.201325	10.33614
"ENSMUSG00000032459"	9.41996	9.56596	8.52318	8.34217
"ENSMUSG00000032462"	6.19991	6.1342	6.3105	6.40701
"ENSMUSG00000032463"	8.10544	7.97672	8.39726	8.49431
"ENSMUSG00000032468"	6.852146	6.713726	6.94025	7.062066
"ENSMUSG00000032469"	6.68777	6.79705	6.93777	7.20514
"ENSMUSG00000032470"	6.64931	6.52415	6.80342	6.982
"ENSMUSG00000032473"	4.484965	4.45778	4.44051	4.316585
"ENSMUSG00000032475"	6.27014666666667	6.33273	6.58951666666667	6.96456
"ENSMUSG00000032477"	5.97962	5.71638666666667	5.95527	6.00292333333333
"ENSMUSG00000032478"	7.14183	7.38834	7.76588	7.67186
"ENSMUSG00000032479"	7.2013225	7.448545	6.13885	6.058745
"ENSMUSG00000032480"	7.56798	7.6504475	7.65197	7.60579
"ENSMUSG00000032481"	7.03134333333333	6.89794666666667	7.90760666666667	7.96107
"ENSMUSG00000032482"	5.85486	5.64371	5.26432	5.32283
"ENSMUSG00000032484"	5.50262	5.7829	8.56002	6.344
"ENSMUSG00000032485"	7.158675	6.97476	7.39423	7.331235
"ENSMUSG00000032487"	3.90347	3.976715	4.069125	4.13984
"ENSMUSG00000032489"	5.59692	5.41616	5.67193	6.65004
"ENSMUSG00000032491"	6.25366	6.37335	6.48853	6.78765
"ENSMUSG00000032492"	8.83589	8.61105	6.43023	6.73809
"ENSMUSG00000032493"	5.90384	5.9392525	5.6727475	5.4897575
"ENSMUSG00000032494"	3.74379	3.74856	3.44767	3.61964
"ENSMUSG00000032495"	7.646065	7.923465	4.55267	4.742535
"ENSMUSG00000032496"	5.12404	5.28897	8.50344	6.18679
"ENSMUSG00000032497"	7.87095	8.022935	7.17726	7.294755
"ENSMUSG00000032498"	6.56608	7.13926	7.58283	7.46069
"ENSMUSG00000032500"	4.69103	4.23326	5.8399	6.99218
"ENSMUSG00000032501"	6.036125	6.070445	5.753555	5.765435
"ENSMUSG00000032502"	4.24	4.39952	4.13487	3.94412
"ENSMUSG00000032503"	4.587638	4.6456	4.213604	4.140134
"ENSMUSG00000032504"	7.9660275	7.90068	8.0268875	8.1815875
"ENSMUSG00000032507"	4.02572	4.29927	3.98317	4.06262
"ENSMUSG00000032508"	8.74251	8.42401	9.1946	8.99256
"ENSMUSG00000032511"	6.578035	6.63089	6.260805	6.143815
"ENSMUSG00000032512"	7.69036666666667	7.62227666666667	7.53095666666667	7.46103
"ENSMUSG00000032513"	6.132875	6.032615	6.50002	6.65628
"ENSMUSG00000032514"	4.57441	4.71429	4.81398	4.72099
"ENSMUSG00000032515"	6.37659	6.79614	6.67877	6.20473
"ENSMUSG00000032517"	4.879422	4.890202	4.650588	4.551712
"ENSMUSG00000032518"	8.310515	8.38328	8.68615	8.44983
"ENSMUSG00000032519"	7.89102	7.93961	7.72348	7.64405
"ENSMUSG00000032523"	8.39494	8.63721	5.87018	6.36716
"ENSMUSG00000032525"	6.441012	6.361192	7.052068	7.186044
"ENSMUSG00000032526"	9.88993	10.18746	9.42117	9.51467
"ENSMUSG00000032527"	11.12808	11.08175	9.66906	9.56034
"ENSMUSG00000032528"	4.26458	4.19973	4.32174	4.22337
"ENSMUSG00000032530"	4.70738	4.47538	4.64298	4.55126
"ENSMUSG00000032531"	9.70948	9.38457	9.75593	9.69275
"ENSMUSG00000032532"	5.25183	5.22435	6.02486	4.99094
"ENSMUSG00000032534"	5.880155	5.943095	6.115595	6.16084
"ENSMUSG00000032536"	9.02961	9.11332	7.883725	7.864545
"ENSMUSG00000032537"	4.57036	4.76397	4.68333	4.62239
"ENSMUSG00000032540"	10.26213	10.14908	9.42987	8.98818
"ENSMUSG00000032547"	7.23121	7.31812	7.23304333333333	7.22557
"ENSMUSG00000032548"	5.66281666666667	5.93138333333333	6.56026333333333	6.52885666666667
"ENSMUSG00000032549"	7.4017625	7.791935	7.641825	7.6020825
"ENSMUSG00000032551"	9.10041	8.98756	9.04894	9.07866
"ENSMUSG00000032553"	7.68514666666667	7.72505	7.70681	7.78707666666667
"ENSMUSG00000032554"	13.00936	12.10592	13.46312	12.72004
"ENSMUSG00000032555"	5.893695	5.938085	6.26708	6.192275
"ENSMUSG00000032556"	5.89725	5.80114	5.32344	5.11086
"ENSMUSG00000032557"	8.47703	8.382465	8.67675	8.673825
"ENSMUSG00000032558"	4.61962	4.51698	4.26412	4.09126
"ENSMUSG00000032560"	8.10797	7.92724	8.168285	8.14302
"ENSMUSG00000032561"	4.58648333333333	4.57431	5.9678	6.32844333333333
"ENSMUSG00000032562"	10.246335	10.06069	10.519985	10.510085
"ENSMUSG00000032563"	7.5287375	7.635645	6.6966375	6.6819225
"ENSMUSG00000032564"	3.885745	3.87761	3.95238	3.89207
"ENSMUSG00000032565"	7.509745	7.21459	7.06255	7.00699
"ENSMUSG00000032566"	5.23363	5.50166	5.05244	4.78555
"ENSMUSG00000032567"	5.513285	5.64537	4.994635	4.96567
"ENSMUSG00000032570"	5.824348	5.787812	6.236356	5.995082
"ENSMUSG00000032571"	7.49708	7.01969	7.70302	8.16064
"ENSMUSG00000032572"	4.842085	5.053635	5.52624	6.295325
"ENSMUSG00000032575"	10.02503	9.92515	12.38002	12.25273
"ENSMUSG00000032577"	8.549605	8.90755	7.030975	6.2237
"ENSMUSG00000032578"	9.67513	9.88796	9.07053	8.20532
"ENSMUSG00000032579"	8.7307	8.809445	7.323085	6.9996
"ENSMUSG00000032580"	7.75012	7.66415666666667	7.969575	7.958905
"ENSMUSG00000032582"	7.72190666666667	7.61612333333333	8.0256	8.05529333333333
"ENSMUSG00000032583"	7.7884	7.78359	7.44143	7.12341
"ENSMUSG00000032584"	6.43901	6.19472	6.52012	6.49951
"ENSMUSG00000032586"	5.208425	5.295875	5.01255	5.02072
"ENSMUSG00000032589"	4.6141	4.62641	4.70627666666667	4.63847
"ENSMUSG00000032590"	9.45123	9.5449	9.25783	9.18029
"ENSMUSG00000032591"	4.31143	4.44792	4.17544	4.17863
"ENSMUSG00000032594"	7.9157925	7.7325475	8.08179	8.1935
"ENSMUSG00000032595"	5.396075	5.072145	6.479545	7.42729
"ENSMUSG00000032596"	7.57226333333333	7.35806	7.37570666666667	7.10972333333333
"ENSMUSG00000032598"	7.52738	7.25304	7.74759	7.60526
"ENSMUSG00000032599"	6.734895	6.875575	8.92462	9.065005
"ENSMUSG00000032601"	8.29550666666667	8.60109	7.59081666666667	7.56093333333333
"ENSMUSG00000032602"	12.094365	12.22931	9.522745	9.46622
"ENSMUSG00000032604"	7.67195333333333	7.99990333333333	8.23672666666667	8.21069666666667
"ENSMUSG00000032606"	8.12936	8.100565	7.74201	7.89451
"ENSMUSG00000032609"	6.65848	6.86064	7.14286	7.35276
"ENSMUSG00000032611"	4.39558	4.63542	4.42706	4.42705
"ENSMUSG00000032612"	7.442555	7.395145	7.39224	7.52388
"ENSMUSG00000032615"	9.01271	9.06774	8.28765	8.22248
"ENSMUSG00000032621"	7.078655	6.8830475	7.6273475	7.92097
"ENSMUSG00000032623"	4.05276	3.80343	3.79285	3.88529
"ENSMUSG00000032624"	6.68828	6.58804	8.35479	8.78379
"ENSMUSG00000032625"	4.80151	4.77172	5.00066	5.115125
"ENSMUSG00000032633"	8.77817	8.875835	7.96527	7.90507
"ENSMUSG00000032637"	7.541545	7.77256	7.19297	7.312035
"ENSMUSG00000032640"	7.94926	7.59011	7.44413	7.35588
"ENSMUSG00000032641"	5.12099	5.28373	5.28592	5.109525
"ENSMUSG00000032643"	5.53191	5.85147	5.28498	5.12171
"ENSMUSG00000032648"	11.65486	12.60105	5.33291	5.81708
"ENSMUSG00000032649"	5.7745	5.84611	5.60469	5.60469
"ENSMUSG00000032652"	5.98148	5.94038	5.882565	5.92652
"ENSMUSG00000032657"	6.54815	6.53851	6.42589	6.51652
"ENSMUSG00000032661"	4.344	4.47869	4.41135	4.34785
"ENSMUSG00000032666"	7.44211333333333	7.59155	7.31214	6.68009666666667
"ENSMUSG00000032667"	6.23844	6.18553	6.1884875	6.3121175
"ENSMUSG00000032671"	4.30527	4.45564	4.4329	4.21162
"ENSMUSG00000032673"	8.32479	8.31028	7.49737	7.52105
"ENSMUSG00000032679"	10.23448	10.37201	9.56314	9.462765
"ENSMUSG00000032680"	5.99453	6.10333	6.64744	6.91639
"ENSMUSG00000032688"	6.08946	5.43042	6.80475	6.61081
"ENSMUSG00000032690"	7.75089	7.19974	6.7489	6.68684
"ENSMUSG00000032691"	5.52658	5.31655	5.6911	5.3504
"ENSMUSG00000032698"	8.90367	8.50046	8.58366	8.27623
"ENSMUSG00000032702"	7.458925	7.358355	7.344085	7.438365
"ENSMUSG00000032705"	7.83129	7.88604	7.32084	7.37403
"ENSMUSG00000032712"	7.8453475	8.1440275	7.422525	7.3120525
"ENSMUSG00000032714"	7.19598	7.23099	6.81966	7.10607
"ENSMUSG00000032715"	6.208095	6.32737	6.01441	5.72122
"ENSMUSG00000032717"	5.30314	5.091975	5.03237	4.896525
"ENSMUSG00000032718"	5.19483	3.96943	6.41891	5.74537
"ENSMUSG00000032719"	4.24701	5.253195	4.66096	4.76719
"ENSMUSG00000032724"	4.804925	5.16843	4.46645	4.138705
"ENSMUSG00000032725"	8.98062	8.22277	8.57706	8.29303
"ENSMUSG00000032726"	5.04494	5.03058	4.89565	4.82407
"ENSMUSG00000032727"	6.065695	6.139355	6.07958	6.288535
"ENSMUSG00000032733"	7.28931	6.97883	7.56085	7.48525
"ENSMUSG00000032735"	6.90113	6.92665	6.26079	5.97877
"ENSMUSG00000032737"	9.32181	9.28092	8.57233	8.78186
"ENSMUSG00000032739"	5.8912	5.69367	6.00588	5.67764
"ENSMUSG00000032740"	5.55846	5.621885	5.675785	5.558365
"ENSMUSG00000032741"	6.97731	7.17532	6.33408	6.45519666666667
"ENSMUSG00000032743"	5.56493	5.29797666666667	5.22991	5.42354333333333
"ENSMUSG00000032744"	6.40709333333333	6.42517	5.77298666666667	5.60138333333333
"ENSMUSG00000032745"	9.52228	9.560705	9.57259	9.61953
"ENSMUSG00000032750"	4.67713	4.23289	4.4378	4.40605
"ENSMUSG00000032754"	7.42533	7.1951	7.29718	7.34281
"ENSMUSG00000032757"	7.92453	8.0609	8.06166	8.06272
"ENSMUSG00000032758"	4.447965	4.347665	4.52729	4.30189
"ENSMUSG00000032763"	8.14737	8.00086	8.60659	8.78222
"ENSMUSG00000032766"	10.12147	9.80395	9.59171	9.33955
"ENSMUSG00000032769"	4.4409	4.7265	4.5347	4.86646
"ENSMUSG00000032773"	5.770885	5.735365	5.55156	5.39504
"ENSMUSG00000032776"	4.36417	4.22776	4.55034	4.80815
"ENSMUSG00000032777"	6.091615	5.9031175	5.63741	5.5520675
"ENSMUSG00000032782"	7.01621	7.15757	7.01621	6.73602
"ENSMUSG00000032783"	5.664	5.567705	5.38235	5.16656
"ENSMUSG00000032786"	9.754395	10.189005	8.665365	8.268105
"ENSMUSG00000032788"	7.03149333333333	7.06605333333333	7.06102333333333	7.39005666666667
"ENSMUSG00000032796"	4.80042	4.74896	6.76874	6.13263
"ENSMUSG00000032802"	7.37352333333333	7.50558666666667	7.04208	7.00226666666667
"ENSMUSG00000032803"	7.57165	7.64183	7.4567475	7.533935
"ENSMUSG00000032806"	7.3933	7.46885	7.85893	7.62626
"ENSMUSG00000032807"	4.35091	4.24858	3.83789	4.0631
"ENSMUSG00000032808"	5.43482	5.39173	5.49321	5.28924
"ENSMUSG00000032812"	8.16701	8.03151	8.43037	8.37334
"ENSMUSG00000032815"	4.920655	5.12602	5.88805	5.78206
"ENSMUSG00000032816"	6.50077	6.52255	5.171445	5.219735
"ENSMUSG00000032826"	4.90170666666667	4.990315	4.75041833333333	4.88053166666667
"ENSMUSG00000032827"	6.84615333333333	6.78553333333333	6.83706666666667	6.85741333333333
"ENSMUSG00000032834"	7.07376	6.94127	7.03236	6.95599
"ENSMUSG00000032839"	4.619925	4.46004	4.26852	4.46857
"ENSMUSG00000032840"	6.41676333333333	6.58745666666667	5.87219666666667	5.68148666666667
"ENSMUSG00000032841"	5.439345	5.282655	5.44536	5.414085
"ENSMUSG00000032842"	5.78428	5.70373	5.080925	4.98325
"ENSMUSG00000032845"	7.10927	7.07831	4.87624	4.57944
"ENSMUSG00000032846"	6.132845	6.07185	6.113875	6.281405
"ENSMUSG00000032849"	7.84233	8.20916	7.71731	8.63568
"ENSMUSG00000032850"	4.91783	5.14805	4.9898	4.93984
"ENSMUSG00000032852"	4.57836	4.60591	4.5552	4.32747
"ENSMUSG00000032854"	4.349495	4.64631	4.036025	3.852715
"ENSMUSG00000032855"	7.59079	7.37888	7.11688	7.37888
"ENSMUSG00000032860"	5.95095	6.00711	4.92871	4.73365
"ENSMUSG00000032864"	4.82905	4.89633	4.72057	4.56628
"ENSMUSG00000032867"	7.71368333333333	7.80229666666667	7.28357333333333	7.1932
"ENSMUSG00000032869"	6.18886	6.2507525	6.5881175	6.5390675
"ENSMUSG00000032870"	6.79009	6.40991	6.8867	6.81057
"ENSMUSG00000032872"	8.81193	8.91256	8.25474	8.35758
"ENSMUSG00000032875"	6.63989	6.81084333333333	6.49186333333333	6.49454333333333
"ENSMUSG00000032878"	4.95204	5.047035	4.327025	4.38839
"ENSMUSG00000032883"	5.73936	5.47159666666667	5.48217333333333	5.52882
"ENSMUSG00000032890"	4.26416	4.31176	4.17404	4.19075
"ENSMUSG00000032892"	8.00981	8.55889	8.00274	7.82858
"ENSMUSG00000032894"	4.19309	4.1964	4.07626	4.06225
"ENSMUSG00000032897"	8.94673	9.09313	8.5998	8.48775
"ENSMUSG00000032898"	8.932735	8.796565	7.98846	8.10096
"ENSMUSG00000032899"	4.21431	4.43373	4.72421	4.87658
"ENSMUSG00000032900"	5.270725	5.059795	4.846655	4.957295
"ENSMUSG00000032902"	8.23554	8.120165	7.074795	6.79602
"ENSMUSG00000032905"	8.567815	8.580555	8.39378	8.50141
"ENSMUSG00000032908"	4.07669	4.19803	4.0046	4.08259
"ENSMUSG00000032911"	8.324985	8.354295	6.569745	6.41411
"ENSMUSG00000032913"	6.013695	5.703375	6.017865	6.038335
"ENSMUSG00000032915"	4.82542	4.701355	4.763115	4.64076
"ENSMUSG00000032921"	4.240605	4.267665	4.189415	4.12904
"ENSMUSG00000032925"	5.65997	5.71752	7.05636	7.73271
"ENSMUSG00000032932"	7.11448	7.0023	8.01963	8.28995
"ENSMUSG00000032936"	4.59511	4.35046	4.40986	4.43021
"ENSMUSG00000032937"	4.83502	4.74778	4.67886	4.38365
"ENSMUSG00000032939"	7.46185	7.69776	8.46348	8.53563
"ENSMUSG00000032940"	4.16924	4.03066	9.74162	10.3581
"ENSMUSG00000032942"	9.28836	9.0086	6.820615	6.48498
"ENSMUSG00000032946"	6.57492	6.52097	6.24818666666667	5.94336333333333
"ENSMUSG00000032948"	4.28614	4.16172	8.36353	8.94982
"ENSMUSG00000032952"	6.99659	7.31828	6.65957	6.73192
"ENSMUSG00000032959"	12.233545	12.34186	13.518135	13.55956
"ENSMUSG00000032965"	7.07203	6.95878	7.38968	7.77164
"ENSMUSG00000032966"	10.9681475	10.9994725	11.0989975	11.07095
"ENSMUSG00000032968"	5.00547	5.00622	6.7704	6.68976
"ENSMUSG00000032977"	7.14923	7.14563	7.61112	7.39405
"ENSMUSG00000032978"	4.7294	4.75997	4.88565	4.85404
"ENSMUSG00000032985"	4.33179	4.52885	4.06204	4.156
"ENSMUSG00000032988"	6.04455	5.82441	6.13009	5.94036
"ENSMUSG00000032997"	7.1559	6.9596	7.31252	7.00827
"ENSMUSG00000032998"	6.39445	6.34456	6.45932	6.48894
"ENSMUSG00000032999"	3.94829	4.08824	4.05829	3.73443
"ENSMUSG00000033004"	8.459088	8.332312	9.323082	9.3245
"ENSMUSG00000033006"	6.18252666666667	6.21515	6.74179	5.98438666666667
"ENSMUSG00000033007"	4.63694	4.88385	4.65857	4.58491
"ENSMUSG00000033009"	6.30253	6.155835	6.079895	6.256855
"ENSMUSG00000033014"	7.68247	7.57318	8.468725	8.50162
"ENSMUSG00000033015"	3.58358	3.60016	3.75776	3.51173
"ENSMUSG00000033016"	5.949674	5.95224	5.570426	5.489654
"ENSMUSG00000033020"	9.63416	9.73062	9.62599	9.5462
"ENSMUSG00000033021"	7.717208	7.79601	8.07543	8.072592
"ENSMUSG00000033022"	13.23057	13.26092	13.00802	13.09201
"ENSMUSG00000033024"	6.32523	6.16567	5.6532	5.73133
"ENSMUSG00000033027"	3.96713	4.00179	4.01324	3.93268
"ENSMUSG00000033029"	6.60354	6.5821	6.95472	7.32748
"ENSMUSG00000033031"	3.68017	3.91236	4.0945	4.0814
"ENSMUSG00000033032"	8.00086	8.04467	6.71592	6.8208
"ENSMUSG00000033033"	6.18274	5.99043	6.12253	5.88304
"ENSMUSG00000033036"	7.39919	7.219155	8.06096	7.725625
"ENSMUSG00000033039"	8.57626	9.06071	8.4982	8.55137
"ENSMUSG00000033044"	8.38238	9.11081	4.74452	4.49692
"ENSMUSG00000033047"	7.74672	7.9298	7.918155	7.815535
"ENSMUSG00000033053"	4.05454	4.11458	4.3157	4.96922
"ENSMUSG00000033054"	5.41346	5.31871	6.111	6.3105
"ENSMUSG00000033055"	7.189765	7.1613	7.74016	7.96263
"ENSMUSG00000033059"	10.34044	9.9831	10.16618	10.14283
"ENSMUSG00000033060"	5.998105	6.060835	5.65	5.877855
"ENSMUSG00000033061"	4.1698	4.41799	4.08346	3.93111
"ENSMUSG00000033065"	12.13385	12.57483	8.23573	8.16608
"ENSMUSG00000033066"	5.914595	5.8298975	5.80956	5.576485
"ENSMUSG00000033068"	9.46795	9.08658	8.91131	8.84583
"ENSMUSG00000033075"	6.07898333333333	6.00790666666667	6.32374333333333	6.29482666666667
"ENSMUSG00000033080"	4.67462	4.63875	4.559675	4.30457
"ENSMUSG00000033082"	5.04991	5.3506	4.430215	4.5045
"ENSMUSG00000033083"	8.850295	9.120135	8.06324	7.62621
"ENSMUSG00000033088"	9.21147	9.24406	9.1425	9.19452
"ENSMUSG00000033096"	11.09614	10.9857	10.01798	10.09502
"ENSMUSG00000033099"	8.61156	8.57557	8.77403	8.58245
"ENSMUSG00000033102"	6.924625	7.240895	7.08636	7.872945
"ENSMUSG00000033105"	7.14696	7.25819	6.86308	7.40397
"ENSMUSG00000033106"	6.10734	6.01747	5.64483	5.5989
"ENSMUSG00000033107"	9.90515	9.74662	8.72838	8.40845
"ENSMUSG00000033111"	8.313455	8.138575	8.36698	8.4172
"ENSMUSG00000033114"	5.44815	5.28287	5.24176	5.23336
"ENSMUSG00000033122"	3.78039	3.93146	3.9045	3.82202
"ENSMUSG00000033124"	8.24654	8.35238	6.92549	6.93181
"ENSMUSG00000033126"	4.18428	4.32062	4.10336	3.97643
"ENSMUSG00000033128"	8.24983	8.25488	8.17585	8.48085
"ENSMUSG00000033147"	5.614155	5.478205	5.138415	5.024775
"ENSMUSG00000033149"	7.00859	6.92368	7.4685	7.90598
"ENSMUSG00000033152"	5.98973	6.09699	5.53847	5.60469
"ENSMUSG00000033156"	3.75833	3.74834	3.63602	3.80409
"ENSMUSG00000033157"	6.717235	6.89147	6.8769	6.903195
"ENSMUSG00000033159"	8.56595	8.64896	8.88572	8.84854
"ENSMUSG00000033161"	7.691665	7.558075	9.562945	9.70797
"ENSMUSG00000033166"	7.32123	7.44442	7.38933	7.27538
"ENSMUSG00000033170"	8.91735	8.65934	8.54325	8.76082
"ENSMUSG00000033174"	9.895268	9.745588	9.33382	9.221412
"ENSMUSG00000033182"	4.12375	4.398055	4.028445	4.036825
"ENSMUSG00000033184"	8.1193125	8.1507875	8.436505	8.5176825
"ENSMUSG00000033186"	7.60682333333333	7.70105333333333	7.84992333333333	8.26468333333333
"ENSMUSG00000033187"	3.69766	3.61704	3.8565	4.4899
"ENSMUSG00000033191"	8.3263	8.42697	7.50077	7.31499
"ENSMUSG00000033192"	4.81103	5.296365	5.568685	5.51102
"ENSMUSG00000033196"	11.12707	11.07813	5.03779	4.87704
"ENSMUSG00000033200"	5.33967	5.45783	5.20987	4.953
"ENSMUSG00000033207"	6.87827	6.5377	6.45935	6.62156
"ENSMUSG00000033208"	8.04085	8.632975	5.0699	5.237695
"ENSMUSG00000033209"	7.9642375	8.0128225	7.2241475	7.143295
"ENSMUSG00000033213"	4.76232	4.50342	5.15974	4.99843
"ENSMUSG00000033214"	3.95885	3.82266	3.88503	3.95868
"ENSMUSG00000033216"	6.52348	6.53402	6.56526	6.58958
"ENSMUSG00000033219"	3.85106	4.01382	3.83554	3.59471
"ENSMUSG00000033220"	5.56621	5.343715	6.139475	5.7803
"ENSMUSG00000033222"	5.823545	5.673255	5.730775	5.669635
"ENSMUSG00000033227"	5.344245	5.434285	5.607345	5.436985
"ENSMUSG00000033228"	7.93262	7.8991475	8.1196175	8.1785675
"ENSMUSG00000033233"	6.2817	5.98971	6.3925	6.22415
"ENSMUSG00000033237"	7.5273225	7.6632825	7.779075	7.9584175
"ENSMUSG00000033249"	5.33274	5.81607	5.04816	5.2909
"ENSMUSG00000033253"	6.602985	6.55457	6.667145	6.93378
"ENSMUSG00000033256"	5.81626	5.74253	6.12112	5.79833
"ENSMUSG00000033257"	5.1974825	5.2174675	5.1927025	5.2285125
"ENSMUSG00000033268"	5.44856	4.9007	5.17776	4.53835
"ENSMUSG00000033272"	8.929035	9.09676	8.248575	8.176285
"ENSMUSG00000033276"	4.59627	4.563415	4.951875	4.994005
"ENSMUSG00000033278"	8.76148	8.8419	8.11009	8.17986
"ENSMUSG00000033285"	7.09096	7.01936	7.85353	7.88484
"ENSMUSG00000033287"	8.31885	8.0343	7.87439	7.93754
"ENSMUSG00000033294"	6.7789675	6.726495	7.0680025	6.7702875
"ENSMUSG00000033295"	6.65189333333333	6.46865	9.85377666666667	10.0615733333333
"ENSMUSG00000033306"	9.166854	9.107196	9.768046	9.453324
"ENSMUSG00000033307"	10.28023	10.43743	11.4611	11.2728
"ENSMUSG00000033308"	8.26644	8.340195	6.954655	7.312355
"ENSMUSG00000033313"	6.4886	6.38797	5.86971	5.81984
"ENSMUSG00000033316"	5.10691	4.88983	4.86468	5.1909
"ENSMUSG00000033318"	8.57578	8.38466	9.0927	9.20065
"ENSMUSG00000033319"	6.798745	6.594215	7.26324	7.336195
"ENSMUSG00000033323"	7.03764	7.00891	7.11941	7.24703
"ENSMUSG00000033326"	5.797945	5.85437	5.719745	5.710205
"ENSMUSG00000033327"	9.5471	9.24578	7.9153	8.09191
"ENSMUSG00000033335"	7.75622285714286	7.69195142857143	7.22805142857143	7.17519142857143
"ENSMUSG00000033342"	3.88031666666667	3.94951	3.77066	3.72633666666667
"ENSMUSG00000033343"	4.44178	4.47212	4.39678	4.28731
"ENSMUSG00000033350"	4.750715	4.582895	4.517025	4.262015
"ENSMUSG00000033352"	8.04003	8.095355	8.123515	8.260655
"ENSMUSG00000033355"	6.94092	6.73485	6.82319	6.433745
"ENSMUSG00000033356"	5.79973	5.961945	5.94819	5.715285
"ENSMUSG00000033361"	7.80189	7.60748	11.17976	11.42538
"ENSMUSG00000033364"	5.644575	5.511475	6.15493	6.32263
"ENSMUSG00000033365"	9.21965	9.25551	7.99224	7.99023
"ENSMUSG00000033368"	4.0695	4.31536	3.89448	4.01054
"ENSMUSG00000033373"	8.71769	9.041385	8.550485	8.561595
"ENSMUSG00000033377"	10.06662	10.18669	9.42816	9.33616
"ENSMUSG00000033379"	10.084445	9.986065	9.996095	10.06102
"ENSMUSG00000033382"	9.62758	9.7577	9.33462	9.33099
"ENSMUSG00000033386"	5.71204	5.6137	6.090465	6.113965
"ENSMUSG00000033389"	5.96541	5.94439	6.50386	7.07147
"ENSMUSG00000033392"	6.4272	6.69181	6.44176	6.32609666666667
"ENSMUSG00000033396"	6.19093	6.05815	6.18306	6.22081
"ENSMUSG00000033400"	9.68186	10.4563266666667	6.93379	7.03495
"ENSMUSG00000033405"	5.93585	5.961135	5.164315	4.948655
"ENSMUSG00000033411"	6.34917333333333	6.42209666666667	6.95948666666667	7.11667333333333
"ENSMUSG00000033416"	9.90906	10.29694	8.53567	8.72932
"ENSMUSG00000033417"	7.3924425	7.26486	7.26497	7.15431
"ENSMUSG00000033419"	4.146725	3.947915	4.102475	3.903425
"ENSMUSG00000033420"	7.249165	6.977255	7.07683	6.723785
"ENSMUSG00000033423"	6.57021	6.696435	6.36463	6.41951
"ENSMUSG00000033427"	5.0863	4.94898	5.75665	5.4048
"ENSMUSG00000033429"	10.25478	10.3957	8.76993	8.94703
"ENSMUSG00000033430"	5.601175	5.52862	5.52892	5.631675
"ENSMUSG00000033434"	7.42918	7.54756	7.3341	7.2668
"ENSMUSG00000033436"	7.06148	6.815785	9.775155	10.151
"ENSMUSG00000033439"	5.65561	5.55982	5.607915	5.6387375
"ENSMUSG00000033444"	8.46709	8.5683	8.72626	8.87759
"ENSMUSG00000033446"	9.70862	9.78863	9.30848	9.12356
"ENSMUSG00000033450"	7.49535	7.75407	8.36831	8.4996
"ENSMUSG00000033453"	5.73345	5.88277	6.77046	6.87212
"ENSMUSG00000033454"	5.82447	5.908625	6.37107	6.450855
"ENSMUSG00000033460"	6.79651	6.80982	8.8446	9.48586
"ENSMUSG00000033467"	7.66734	7.56716	8.76168	8.89344
"ENSMUSG00000033470"	4.78735	4.40605	4.45188	4.54473
"ENSMUSG00000033475"	11.63806	11.59059	10.74248	10.84785
"ENSMUSG00000033478"	7.31692666666667	7.34663666666667	7.23882	7.26847
"ENSMUSG00000033486"	5.75257	5.65986	5.768175	5.995405
"ENSMUSG00000033487"	7.88252	7.71463	8.791745	8.999805
"ENSMUSG00000033488"	5.973415	5.68611	5.80828	5.77969
"ENSMUSG00000033491"	3.75037	4.26434	4.21481	4.02668
"ENSMUSG00000033498"	4.86709	4.57828	4.52062	4.13245
