"sWAT_M06(r1)"	"sWAT_M06(r2)"	"sWAT_M06(r3)"	"sWAT_M06(r4)"	"BAT_M06(r1)"	"BAT_M06(r2)"	"BAT_M06(r3)"	"BAT_M06(r4)"
"ENSMUSG00000051879"	4.90732	5.05648	4.96898	5.25101	5.35564	5.27965	5.08479	4.96779
"ENSMUSG00000051890"	7.42699	7.08882	7.62302	7.16675	6.04907	6.51814	6.81091	6.91273
"ENSMUSG00000051896"	4.4746	5.07382	5.20931	5.29727	5.73182	5.2617	5.41949	5.52478
"ENSMUSG00000051900"	2.22518	2.35209	2.29927	2.22958	2.8548	2.47261	2.32759	2.52372
"ENSMUSG00000051906"	7.10085	8.42994	6.81988	8.58009	6.31052	7.11554	6.44061	8.34717
"ENSMUSG00000051910"	5.09497666666667	5.38905666666667	5.75392666666667	4.76978	7.59201666666667	7.60266	7.97167	7.49813
"ENSMUSG00000051920"	3.41406	3.38158	3.61312	3.18491	4.10142	3.40061	3.47178	3.53383
"ENSMUSG00000051934"	6.50322	6.77776	6.92246	6.29873	6.5736	6.77683	6.66319	7.19659
"ENSMUSG00000051936"	2.67111	2.7869	3.23267	2.92513	3.12008	3.02533	2.99634	2.81957
"ENSMUSG00000051940"	2.56235666666667	2.58736333333333	3.50014	2.60816666666667	3.61570666666667	3.02022	2.66884666666667	2.77768333333333
"ENSMUSG00000051950"	7.28708	7.68325	7.87215	7.36508	6.99506	7.21042	6.92153	7.15644
"ENSMUSG00000051956"	2.50358	2.4757	2.4757	2.12322	2.62676	2.39898	2.53162	2.4757
"ENSMUSG00000051977"	4.47478	4.04182	5.00669	3.97435	5.53907	4.80119	5.03374	4.60363
"ENSMUSG00000051980"	4.331315	4.483	4.66201	4.39523	5.01011	4.87683	4.76176	4.963635
"ENSMUSG00000051989"	8.57737	8.64626	8.40077	8.63341	9.58156	9.45766	9.39565	9.52743
"ENSMUSG00000051998"	7.09299	5.7702	5.83539	6.44551	4.06233	3.82688	3.71546	4.047
"ENSMUSG00000052013"	10.87999	10.86634	10.88273	10.67284	5.82312	6.56467	6.82977	5.9746
"ENSMUSG00000052025"	2.12812	2.32516	2.21453	2.18706	2.24992	2.19523	2.22692	2.27088
"ENSMUSG00000052026"	5.39834	5.40856	5.64757	5.4689	6.09104	5.94567	5.99675	5.86842
"ENSMUSG00000052031"	9.09102	9.15538	9.04519	9.11707	7.97138	7.95267	7.77626	7.12755
"ENSMUSG00000052033"	8.97004	8.62361	9.61478	8.71625	8.70281	8.98931	8.53091	8.72988
"ENSMUSG00000052040"	9.339575	8.590175	8.310845	9.229625	8.556505	8.8079	8.697585	8.330455
"ENSMUSG00000052056"	8.73074	8.3554	9.08248	9.09259	6.78102	7.27588	7.37533	7.62369
"ENSMUSG00000052062"	4.91305	5.25963333333333	5.48950333333333	4.98955	5.34243	5.13523333333333	5.10708	5.42355
"ENSMUSG00000052075"	4.11976	3.89499	4.17174	3.90543	4.77322	4.46366	4.36047	4.38104
"ENSMUSG00000052085"	6.62813	6.63602	6.066635	6.8441	6.167125	6.19455	5.68275	6.084025
"ENSMUSG00000052087"	8.7342	8.53573	7.43179	8.7757	7.19327	7.04006	6.91407	7.08902
"ENSMUSG00000052099"	4.53498	4.73347	4.67088	4.86857	5.56901	4.99093	5.1708	5.04193
"ENSMUSG00000052102"	8.00507	7.450035	7.854875	7.788215	7.70524	7.774945	7.89813	7.751835
"ENSMUSG00000052105"	4.712935	4.969665	4.92168	4.65254	5.05849	4.997285	5.189735	5.076055
"ENSMUSG00000052117"	4.45744	4.77573	4.89453	4.36965	4.96201	4.78221	4.72269	4.64322
"ENSMUSG00000052131"	4.34472	3.9797	3.97031	3.65789	4.38987	4.28531	4.06513	4.21016
"ENSMUSG00000052133"	4.05677	4.408985	4.62515	4.3433	4.86069	4.6157	4.61212	4.79764
"ENSMUSG00000052137"	5.70815	5.10041	6.44872	4.92849	3.90946	4.50984	4.50395	4.57501
"ENSMUSG00000052139"	6.04889333333333	6.25159666666667	5.38114333333333	6.46482666666667	6.46591333333333	6.62966333333333	6.56541	6.6574
"ENSMUSG00000052142"	7.62999	7.634265	6.0326	8.029835	5.475685	5.11172	5.231095	5.416265
"ENSMUSG00000052144"	9.649805	9.29179	9.917205	9.06899	8.985435	9.161395	8.836875	8.863295
"ENSMUSG00000052146"	11.732152	11.741438	10.88575	11.887354	10.731694	10.926272	11.001406	11.304558
"ENSMUSG00000052151"	6.6579	6.75532	6.52838	6.63987	7.68943	7.45069	7.63712	7.35678
"ENSMUSG00000052154"	4.5665	3.99326	4.67088	4.04231	4.52906	4.7501	4.79831	4.88579
"ENSMUSG00000052155"	6.566215	6.655775	7.25939	6.45044	7.211095	7.374015	7.616115	7.104975
"ENSMUSG00000052160"	8.38332	8.18824	7.09104	8.33941	5.86677	6.16596	5.77836	7.28646
"ENSMUSG00000052180"	2.88194	3.28502	2.95297	2.76122	2.98152	2.82692	3.1913	3.02846
"ENSMUSG00000052187"	2.47094666666667	2.49974	2.62298	2.46694666666667	2.72633	2.51101	2.59437333333333	2.6197
"ENSMUSG00000052188"	5.3301	5.25751	4.92293	5.3301	5.9641	5.67939	5.83176	5.61039
"ENSMUSG00000052192"	13.14022	13.0662166666667	13.12642	13.1014066666667	11.6549166666667	11.8733833333333	11.9457366666667	12.6650633333333
"ENSMUSG00000052212"	3.86363	4.54313	3.84915	6.10312	4.26982	4.33994	4.23898	4.44299
"ENSMUSG00000052214"	7.81825333333333	7.803	7.31628666666667	7.81655666666667	8.70861333333333	8.56905333333333	8.13064333333333	8.11658
"ENSMUSG00000052217"	4.50794666666667	3.94107333333333	5.04428333333333	4.02117666666667	3.84479	4.14917	3.86049	4.12878666666667
"ENSMUSG00000052221"	3.15883	3.15781	3.30923	3.08904	3.31264	3.19485	3.14189	3.44866
"ENSMUSG00000052229"	4.57308	4.05322	4.64806	4.47026	4.82081	4.81265	4.58811	4.66991
"ENSMUSG00000052234"	4.13141	3.72402	4.17176	4.64022	4.48883	3.97678	4.5514	4.11085
"ENSMUSG00000052241"	5.80799	5.70931	7.00181	5.16449	6.8647	7.07785	7.0548	6.07109
"ENSMUSG00000052253"	7.31242666666667	6.89011	7.04264	7.31528333333333	6.2945	6.28149333333333	6.51447333333333	6.75596666666667
"ENSMUSG00000052270"	7.32915	7.14125	7.95028	9.24807	5.78122	6.1364	5.98119	8.26347
"ENSMUSG00000052271"	5.158755	5.20053	5.49921	5.06161	4.68329	4.39853	4.191235	4.766345
"ENSMUSG00000052291"	6.50198	6.10708	7.03717	6.16438	6.00971	6.10112	6.04382	5.63949
"ENSMUSG00000052293"	10.323385	9.911845	10.69814	10.175665	9.87871	10.05698	9.81416	9.81197
"ENSMUSG00000052296"	7.36992	6.98405	5.79311	7.51533	6.75404	6.79996	6.60045	6.92507
"ENSMUSG00000052298"	9.66492	9.30749	9.64403	9.37169	7.31216	7.57183	7.65055	7.84095
"ENSMUSG00000052299"	5.986928	5.77686	6.12875	5.796812	5.692952	5.773032	5.843316	5.869152
"ENSMUSG00000052301"	4.1678	4.1491	4.51948	4.36411	4.48528	4.41958	4.51479	4.23871
"ENSMUSG00000052302"	3.9427	3.820925	4.341395	3.9359	3.924745	3.961725	3.8755	4.04142
"ENSMUSG00000052305"	12.58509	12.59184	12.3062	13.13507	13.4776	12.89579	13.62109	13.82427
"ENSMUSG00000052310"	8.7788	8.77901	8.32104	8.93616	8.41414	8.94251	8.88579	9.25323
"ENSMUSG00000052316"	4.02778	4.2542	4.070565	4.37636	4.533045	4.466385	4.114085	5.166635
"ENSMUSG00000052331"	7.589455	7.34012	7.672545	7.54238	6.33277	6.06235	6.314	6.168945
"ENSMUSG00000052334"	2.20915	2.66136	2.58894	2.69335	2.98853	2.79051	2.6171	2.94211
"ENSMUSG00000052336"	5.188695	4.82775	4.479955	5.229215	4.844245	4.591295	4.4741	4.89805
"ENSMUSG00000052337"	7.7722725	7.8610275	7.1192775	7.887405	9.564175	9.501275	9.4983275	8.8775425
"ENSMUSG00000052353"	3.57908666666667	3.85847333333333	4.40662	3.68393333333333	3.79535333333333	3.70017333333333	3.57293	3.78662666666667
"ENSMUSG00000052363"	3.35646	2.92373	3.96466	3.7337	3.48893	3.58991	3.73393	3.68461
"ENSMUSG00000052364"	4.17174	3.36953	4.41876	3.19631	2.9606	2.8246	2.83745	2.91006
"ENSMUSG00000052369"	5.68604	5.931225	5.72122	5.668535	5.967725	6.089145	6.22873	6.24566
"ENSMUSG00000052371"	2.74289	2.899155	2.96644	2.786495	3.318015	3.53399	3.393095	3.3096
"ENSMUSG00000052372"	2.29224	2.04362	2.54781	2.22188	2.38256	2.56257	2.20703	2.31475
"ENSMUSG00000052373"	3.971215	4.22865	4.29577	4.07083	5.28956	4.728495	4.595095	4.2797
"ENSMUSG00000052374"	4.82456	4.53225	6.16695	5.35757	9.24715	9.35361	8.06077	8.19817
"ENSMUSG00000052376"	3.10601	3.21502	3.60742	3.13206	3.3306	3.12522	3.49117	3.2551
"ENSMUSG00000052384"	8.95157	8.81535	7.25206	9.09413	6.35279	6.74376	6.83997	7.98838
"ENSMUSG00000052387"	2.52093	2.422595	2.73092	2.530795	2.803065	2.789115	2.679645	3.00156
"ENSMUSG00000052392"	3.999835	3.945155	4.687565	4.278335	5.667625	5.451355	6.036435	4.629835
"ENSMUSG00000052396"	5.89942	5.93194	6.48088	6.37423	6.20185	6.54728	6.40209	6.60879
"ENSMUSG00000052397"	10.08026	9.45213	9.50713	9.98434	5.50129	6.01538	6.17738	6.74596
"ENSMUSG00000052406"	7.97727	8.0252	7.30892	8.07784	6.86387	7.00259	7.00909	7.16904
"ENSMUSG00000052407"	2.86049	2.453	2.50562	2.83367	2.98445	2.71862	2.65793	3.04298
"ENSMUSG00000052414"	5.50468	5.70643	5.82544	5.86677	5.77118	5.62495	5.55763	5.51095
"ENSMUSG00000052415"	2.05048	2.10892	2.20975	2.16389	2.11366	2.31011	2.06636	2.1769
"ENSMUSG00000052419"	9.4454	9.49106	9.25326	9.42201	9.31618	8.8783	9.20206	9.40249
"ENSMUSG00000052423"	7.22569	7.09776	6.58577	7.37603	7.27627	7.13829	7.2192	6.87435
"ENSMUSG00000052428"	10.33159	10.54723	10.71135	10.08374	10.62338	10.93818	10.93293	10.93145
"ENSMUSG00000052429"	7.55747	7.78365	6.09083	8.143	7.20834	8.00847	7.83047	7.11177
"ENSMUSG00000052430"	2.82304333333333	2.79540333333333	3.07135333333333	2.88338666666667	3.22288	3.08481666666667	3.08600666666667	3.06425333333333
"ENSMUSG00000052446"	6.21353	5.88358	6.399955	6.08629	6.346505	6.7402	6.107815	6.242145
"ENSMUSG00000052456"	6.13724	6.70106	3.20005	6.87418	8.25013	8.00202	8.12764	7.5992
"ENSMUSG00000052459"	8.96813	8.916275	8.85468	8.754165	9.620825	9.629305	9.54775	9.30921
"ENSMUSG00000052468"	4.73878	5.40233	5.34745	5.06042	5.56855	5.22827	5.278	5.38955
"ENSMUSG00000052469"	3.63482666666667	3.95489	3.64757333333333	3.54527333333333	4.67335333333333	4.32799666666667	4.27517	3.97034666666667
"ENSMUSG00000052477"	6.06455333333333	5.89096666666667	5.46436	6.31390666666667	4.81014	5.26933333333333	5.15793333333333	4.81391333333333
"ENSMUSG00000052479"	3.38689	3.534655	3.703715	3.5709	3.86025	3.627115	3.57304	3.573305
"ENSMUSG00000052485"	5.60596	5.88506	5.76287	6.02546	6.65247	6.4224	6.35797	6.45864
"ENSMUSG00000052488"	7.734875	7.182955	7.74474	7.604395	6.81761	7.294605	6.92148	6.931185
"ENSMUSG00000052496"	3.91026	3.87916	3.9534	3.63182	4.16391	3.84967	3.85802	4.01575
"ENSMUSG00000052504"	3.0776925	3.4905625	3.2173025	2.7532075	2.554465	2.52133	2.3794825	2.573485
"ENSMUSG00000052512"	4.3638575	4.364375	4.524285	4.20841125	4.8067175	5.2637725	4.86401875	4.430745
"ENSMUSG00000052516"	3.32412	3.33876	4.3588	3.36726	3.25813	3.42012	3.24066	3.20547
"ENSMUSG00000052520"	2.7471	2.738895	3.13494	2.904705	2.838225	2.893295	2.731365	2.737305
"ENSMUSG00000052525"	2.56881333333333	2.59069666666667	2.83892	2.48288333333333	2.6274	2.5475	2.8575	2.63402
"ENSMUSG00000052533"	5.8831	6.14905	5.700295	5.72045	6.526325	6.44744	6.5038	6.340835
"ENSMUSG00000052534"	5.945792	6.259152	6.093686	5.955304	6.01913	6.237026	6.210236	6.13746
"ENSMUSG00000052539"	5.58964666666667	5.38833666666667	5.94539333333333	5.32474333333333	5.92407	5.71874	5.95120666666667	5.82432333333333
"ENSMUSG00000052544"	3.61346	3.76224666666667	3.83423	3.65783333333333	3.79658	3.52486333333333	3.54718	3.57044666666667
"ENSMUSG00000052549"	3.31117	3.21107	3.12699	3.13661	3.70574	3.50414	3.37831	3.42152
"ENSMUSG00000052551"	3.44241333333333	3.26711	3.51671333333333	3.40625666666667	3.78829666666667	3.65940333333333	3.32167	3.53718333333333
"ENSMUSG00000052557"	6.45968666666667	6.39923333333333	6.20682666666667	6.20210333333333	6.85631666666667	6.75657666666667	6.08034666666667	6.44138666666667
"ENSMUSG00000052560"	6.31539333333333	6.56149	6.18007	6.27145666666667	5.68308666666667	5.98398666666667	5.71919333333333	6.05417
"ENSMUSG00000052562"	3.04397	2.8246	3.71307	3.01344	3.73765	3.46131	3.2067	3.20467
"ENSMUSG00000052563"	4.65507	4.91041666666667	4.84958666666667	4.79677	5.17296333333333	4.82756666666667	4.98004	5.04322333333333
"ENSMUSG00000052566"	5.19925	5.34799	5.04546	5.42379	5.45546	5.86064	5.89205	5.24614
"ENSMUSG00000052572"	3.33702	3.45632333333333	3.32084333333333	3.18200666666667	3.21127666666667	3.24157	3.20351333333333	3.12175666666667
"ENSMUSG00000052581"	2.34342	2.18162	2.36957	2.21316	2.41331	2.249155	2.064685	2.41315
"ENSMUSG00000052593"	7.49095333333333	7.65926	6.48303333333333	7.51534666666667	6.67689	6.97249	6.86369333333333	6.77200666666667
"ENSMUSG00000052595"	4.50131	4.36428	4.84664	4.68165	4.99823	4.89211	4.7702	4.61579
"ENSMUSG00000052605"	4.89864	4.89864	4.56479	5.19066	6.1108	5.85745	5.83082	6.2667
"ENSMUSG00000052609"	5.93012	6.18436	6.11613	5.92098	6.35954	6.45681	6.24442	6.44784
"ENSMUSG00000052613"	4.69035333333333	4.22075666666667	5.39476333333333	4.38222666666667	3.44337333333333	3.21009666666667	3.09797666666667	3.09032666666667
"ENSMUSG00000052616"	3.33829	3.46745	4.07948	3.69769	3.45807	3.18835	3.21351	3.16909
"ENSMUSG00000052629"	4.53498	4.77373	4.79902	4.46863	5.40431	5.19409	5.05234	5.01045
"ENSMUSG00000052631"	4.8298	5.35031	5.56822	5.37551	5.98133	5.49553	5.66799	5.66522
"ENSMUSG00000052632"	4.48413	4.155075	4.789545	4.12463	4.76046	4.858595	4.89667	4.80214
"ENSMUSG00000052642"	3.77335	3.95306	3.74065	3.57031	3.87327	3.70103	3.77689	3.80058
"ENSMUSG00000052656"	6.91677666666667	7.08776333333333	7.28931666666667	6.74343666666667	6.82627333333333	7.09540333333333	7.03537	6.68313666666667
"ENSMUSG00000052658"	5.98843	5.66815	6.2235	5.90709	6.81952	6.57136	6.81597	6.7658
"ENSMUSG00000052675"	5.32727	5.29805	6.00199	5.69877	5.74502	5.61243	5.5504	5.80479
"ENSMUSG00000052676"	7.64209	7.30029	8.09097	7.06544	6.54583	7.27216	7.49953	7.51484
"ENSMUSG00000052681"	10.8802733333333	10.6333666666667	10.59797	10.7463033333333	8.98251333333333	9.13947333333333	9.48778	9.71865666666667
"ENSMUSG00000052684"	7.113605	7.351175	6.06501	7.276065	8.146275	6.911185	7.522525	8.25173
"ENSMUSG00000052688"	5.70147666666667	6.06922	5.42550333333333	6.08024333333333	4.99437333333333	5.45569666666667	5.58122666666667	5.80407666666667
"ENSMUSG00000052698"	5.89524	5.81825	5.83775666666667	5.46766666666667	6.1139	6.01144	6.01364666666667	6.30364333333333
"ENSMUSG00000052707"	8.41175714285714	8.40550571428571	7.80665142857143	8.53338714285714	7.37586857142857	7.72965142857143	7.72862714285714	7.47583571428571
"ENSMUSG00000052712"	7.634038	7.82087	7.724576	7.678252	8.473498	8.448226	8.486638	8.114866
"ENSMUSG00000052713"	6.93741	6.797865	7.05449	6.683135	5.667375	5.65371	5.543175	5.78541
"ENSMUSG00000052726"	2.34729	3.08155	3.49984	2.45924	2.62514	2.36289	2.62808	2.95629
"ENSMUSG00000052727"	4.69334	4.8931525	4.7617825	4.589215	4.77201	4.536155	4.798955	5.1474575
"ENSMUSG00000052736"	2.589595	2.735835	2.86254	2.765835	2.918505	2.892905	2.673745	3.06107
"ENSMUSG00000052738"	10.44772	10.40409	9.27046	10.14114	13.09373	12.9023	12.78984	12.48872
"ENSMUSG00000052748"	7.673285	7.39161	8.148915	7.22821	7.53238	7.602595	7.473375	7.17633
"ENSMUSG00000052749"	4.6819	5.10842	5.16925	4.93731	4.65673	4.34633	3.91111	4.61948
"ENSMUSG00000052751"	4.7378175	4.83317	4.9768925	4.936705	5.711105	5.514295	5.492235	5.413715
"ENSMUSG00000052752"	7.30719	7.33209	5.60872	7.58008	7.08183	6.93944	6.90095	7.13307
"ENSMUSG00000052759"	5.20874	4.77514	5.36966	5.01693	5.11255	5.1936	4.89334	4.94588
"ENSMUSG00000052760"	7.25915	7.54913	8.16416	7.73998	5.11622	4.84077	4.55748	5.14262
"ENSMUSG00000052763"	7.60052	7.50064	7.03232	7.65115	6.6804	7.00139	7.17786	7.44508
"ENSMUSG00000052776"	8.91131	9.11198	8.8315	10.59681	7.08732	7.95076	8.00476	9.24387
"ENSMUSG00000052783"	3.77743	3.9078	4.32903	3.81178	4.424085	4.080405	4.42995	4.23541
"ENSMUSG00000052794"	6.44509	6.713	6.45561	6.83256	6.77791	6.78688	6.84399	6.8396
"ENSMUSG00000052798"	8.45053	8.21359	8.50163	8.71035	7.25101	7.17986	7.37191	7.47458
"ENSMUSG00000052819"	4.17174	4.32032	4.4667	3.78466	4.2927	4.64247	3.8251	3.67482
"ENSMUSG00000052821"	5.59926	5.61484	6.36367	5.873165	4.547075	4.603005	4.68294	6.077775
"ENSMUSG00000052825"	10.508915	10.5962975	10.301025	10.6453975	10.41126	10.34364	10.31312	10.549205
"ENSMUSG00000052833"	7.544105	7.897825	6.160915	8.31901	7.19503	7.35428	7.46795	7.99888
"ENSMUSG00000052837"	7.2846	6.48932	5.24004	7.14408	5.6582	5.06042	5.81566	5.64947
"ENSMUSG00000052848"	3.28054	3.25145	3.44136	3.2909	3.97794	3.84208	3.61569	3.66824
"ENSMUSG00000052852"	5.00921	4.84134	4.83658	4.20658	4.70807	4.80017	4.48979	4.8429
"ENSMUSG00000052854"	2.75914333333333	3.07407333333333	3.08237	2.81581666666667	3.24689666666667	3.11889	3.13197666666667	3.20584333333333
"ENSMUSG00000052861"	5.25175	5.37307	5.84931	5.51584	5.61763	5.34908	5.3301	5.38869
"ENSMUSG00000052889"	7.72784666666667	7.50007333333333	7.43617	7.97425666666667	4.78747333333333	4.92973333333333	4.78220333333333	5.68165666666667
"ENSMUSG00000052906"	6.36354	6.5714	4.92432	6.51937	6.55294	7.11477	6.5586	6.12894
"ENSMUSG00000052911"	6.20546	7.14874	4.34833	6.45225	6.66248	6.8144	7.02161	7.44476
"ENSMUSG00000052912"	10.26366	9.9628	10.39041	10.05995	9.78929	9.44237	9.72323	9.44389
"ENSMUSG00000052914"	5.631085	5.42257	5.915415	5.019855	7.116005	6.933105	7.08218	6.613345
"ENSMUSG00000052915"	8.2562875	8.21167	7.0864075	8.316375	7.957205	8.0987175	8.0491975	7.7423125
"ENSMUSG00000052917"	7.64682	7.17884666666667	7.35771333333333	7.21089333333333	6.30666333333333	6.13922666666667	6.80909666666667	6.66612666666667
"ENSMUSG00000052920"	4.2334	4.51459	4.54162	3.97482	5.22811	5.42922	5.39683	5.45335
"ENSMUSG00000052921"	5.21298	5.59723	5.28677333333333	5.37494333333333	6.2472	6.77589333333333	6.51069	6.0107
"ENSMUSG00000052926"	7.29253	7.3316	5.48899	7.5674	7.38917	7.53222	7.71765	7.88017
"ENSMUSG00000052928"	6.33872	6.47925	6.19935	6.13618	7.00747	6.92195	6.97645	7.13792
"ENSMUSG00000052934"	6.46848	6.643705	5.868235	6.782305	8.47514	7.94001	8.60108	8.389125
"ENSMUSG00000052942"	4.60106	4.96915	4.83479	4.36694	4.03913	4.17174	3.82342	4.48165
"ENSMUSG00000052949"	5.411412	5.012518	5.415264	5.462028	4.42209	4.388798	4.26322	4.438372
"ENSMUSG00000052951"	3.92734	3.81943	3.96732	3.8479	4.39325	4.18862	4.42048	3.90624
"ENSMUSG00000052955"	3.95817	3.98267	4.0283	3.91671	4.15724	4.18774	4.0826	4.15593
"ENSMUSG00000052957"	7.59586	7.805575	7.038295	7.236625	9.65315	9.608495	9.82501	9.53963
"ENSMUSG00000052962"	5.9802475	5.8587125	6.37322	5.725055	6.991635	6.94989	6.9305875	6.8330225
"ENSMUSG00000052974"	5.3301	4.83696	5.21291	4.22479	4.07402	3.82088	4.02625	3.82738
"ENSMUSG00000052981"	5.07146	4.95732	5.3701	5.2474	6.0397	5.72591	5.41716	5.43277
"ENSMUSG00000052997"	10.2592125	10.18367	10.5980475	10.1446575	9.424565	9.7412125	9.6730375	9.5635975
"ENSMUSG00000053004"	3.594875	3.894435	4.228645	3.895995	4.1977	3.97077	3.881765	4.16208
"ENSMUSG00000053007"	3.7886025	4.2705925	4.7426425	3.839505	3.7609925	4.0446925	4.0118575	4.1900175
"ENSMUSG00000053012"	8.96557	8.9846	9.84266	8.6838	8.66404	8.87423	8.97362	8.95149
"ENSMUSG00000053024"	4.3856925	4.3935875	4.6672125	4.5374775	4.83638	4.70222	4.69364	4.70009
"ENSMUSG00000053025"	3.7511	4.099595	4.40224	4.1218	4.7379	4.43894	4.490245	4.380685
"ENSMUSG00000053030"	4.3761	4.52173	4.62449	4.39888	5.3403	5.1457	4.93779	5.03118
"ENSMUSG00000053038"	10.27481	9.74143	9.792315	10.40934	8.989375	9.05105	8.98693	9.185
"ENSMUSG00000053040"	6.462535	6.40202	6.280695	6.165125	6.729555	6.68864	6.87302	7.01891
"ENSMUSG00000053044"	8.4573	8.22007	5.116	8.34958	4.55346	3.91042	4.12301	4.9562
"ENSMUSG00000053046"	3.93605666666667	3.85105666666667	4.02553666666667	3.92767	4.14986333333333	4.10701	4.06755	3.97376333333333
"ENSMUSG00000053054"	2.67671	2.83653	3.10363	3.15843	3.15533	3.03484	3.05479	2.86746
"ENSMUSG00000053062"	5.493574	5.418812	5.484832	5.362832	6.320066	6.310824	6.340552	6.388714
"ENSMUSG00000053070"	5.35385	4.35278	4.81232	4.53502	5.00702	5.19398	6.08199	6.73361
"ENSMUSG00000053080"	5.51806	5.51806	5.08819	4.90589	5.98591	5.5928	5.92087	5.53863
"ENSMUSG00000053091"	4.969795	4.746855	4.638345	4.763545	4.80768	4.860555	4.547335	4.4962
"ENSMUSG00000053093"	3.73731	3.997405	4.00994	3.94642	8.583745	9.076535	5.95237	8.00982
"ENSMUSG00000053094"	8.38351333333333	7.99579333333333	7.92777	8.11641333333333	8.0347	8.04268	8.09475	8.06687333333333
"ENSMUSG00000053110"	6.42919	7.53996	6.69803	6.60563	7.43973	7.558865	7.18995	7.323355
"ENSMUSG00000053111"	4.5650025	4.808615	4.7143175	4.6466675	5.106825	4.9276275	4.850555	4.9328225
"ENSMUSG00000053113"	8.21469333333333	7.92447333333333	8.02408	8.61069	5.64851333333333	6.23349333333333	6.01977666666667	6.52265
"ENSMUSG00000053117"	4.1993	4.35421	4.2046	4.13955	4.46572	4.14412	3.88914	4.08373
"ENSMUSG00000053119"	5.94005333333333	6.03933666666667	5.37035	6.01016	6.15314333333333	6.12161666666667	6.15631333333333	6.43878666666667
"ENSMUSG00000053121"	3.58938	3.64274	3.55301	3.57459	4.29539	3.93407	3.87979	3.66249
"ENSMUSG00000053128"	7.3265	7.32144	5.534915	7.480845	7.453635	7.725655	7.226865	7.49089
"ENSMUSG00000053129"	4.57541	4.72327	5.27916	4.75429	5.14283	4.9464	4.97668	5.02012
"ENSMUSG00000053134"	5.48079	5.63298	5.76781	5.63391	5.795985	5.951545	5.90978	5.746745
"ENSMUSG00000053137"	5.60102	5.60784	5.01612	5.83618	5.03523	4.8545	4.85804	4.929125
"ENSMUSG00000053141"	4.13828333333333	4.40638	4.46041666666667	4.18174666666667	4.63565	4.45294333333333	4.33145333333333	4.44872
"ENSMUSG00000053153"	3.4139525	3.5558875	3.9919575	3.496265	3.8000375	3.7178175	3.5630625	3.4697675
"ENSMUSG00000053158"	7.045425	7.490855	5.121385	7.7511	6.131405	6.55792	6.384325	6.91633
"ENSMUSG00000053161"	3.56432	3.07769	3.24311	3.34591	3.47513	3.63998	3.39671	3.3477
"ENSMUSG00000053166"	4.43382	4.62203	4.43743	4.10131	4.80939	5.00429	4.97381	4.94558
"ENSMUSG00000053168"	3.90168	4.5108	4.14143	4.30168	4.76459	4.13334	3.83513	4.15817
"ENSMUSG00000053173"	12.8276933333333	12.7841966666667	9.76752666666667	12.92502	11.39316	11.5933966666667	11.6088733333333	12.1117866666667
"ENSMUSG00000053175"	7.69161	6.85512	6.75046	7.83821	8.0874	7.26925	6.30325	6.66319
"ENSMUSG00000053178"	7.62629	7.30726	8.13892	7.32608	5.93848	6.34876	6.6113	6.83215
"ENSMUSG00000053181"	4.68756	4.63689	4.80918	4.62162	5.26451	4.94958	4.79398	4.82853
"ENSMUSG00000053184"	4.33142	4.70801	4.77303	4.74697	4.68013	4.77483	4.75627	4.99572
"ENSMUSG00000053185"	2.35147	2.43429	2.71261	2.48551	2.75881	2.74834	2.69616	2.72301
"ENSMUSG00000053192"	5.72926	5.60659	6.05562	5.64926	4.89856	5.121725	5.19876	5.21223
"ENSMUSG00000053194"	5.39771	5.4413	5.74201	5.50119	5.93345	6.13711	5.94438	6.47531
"ENSMUSG00000053198"	5.06581	5.7393	5.82531	5.43931	5.90583	6.09485	5.68089	5.95021
"ENSMUSG00000053199"	3.846805	4.52006	4.30167	3.68409	4.113065	4.243015	4.065945	4.39957
"ENSMUSG00000053205"	8.83185	8.36758	9.50865	8.51025	8.50802	8.25058	8.70035	8.44852
"ENSMUSG00000053208"	5.24895	5.53743	4.29369	4.69684	6.51332	5.44449	5.07654	5.59806
"ENSMUSG00000053211"	2.14668	2.14782	3.32526	2.20359	2.15436	2.26179	2.0622	2.32394
"ENSMUSG00000053214"	4.59928	4.26437	4.85913	4.17885	8.07144	7.9118	8.06541	7.40482
"ENSMUSG00000053219"	4.89513	4.53517	5.16688	5.02922	5.04792	5.37944	4.87011	4.76184
"ENSMUSG00000053226"	5.3301	5.67706	5.41398	5.48157	6.28261	6.26865	6.22857	6.28192
"ENSMUSG00000053253"	8.87364	9.06564	9.43289	8.81904	9.13889	9.58807	9.50258	9.00429
"ENSMUSG00000053268"	4.11242	3.72342	3.8551	3.73442	4.29973	4.11345	4.05519	4.2908
"ENSMUSG00000053279"	5.90965	7.50589	7.79221	5.59168	6.52878	7.46308	7.29208	7.83391
"ENSMUSG00000053286"	6.16236666666667	6.23919666666667	5.87754333333333	6.11040666666667	5.62835666666667	5.79901333333333	6.11327666666667	5.64789666666667
"ENSMUSG00000053289"	7.780715	7.417185	7.679785	7.640875	6.242835	6.216065	6.73848	6.923005
"ENSMUSG00000053291"	7.17839	7.53931	5.7238	8.00671	6.64136	6.67206	6.8056	6.93187
"ENSMUSG00000053293"	8.80726	8.27871	8.624675	8.82209	7.808695	8.20611	7.86799	7.5619
