"BAT_M07(r1)"	"BAT_M07(r2)"	"BAT_M07(r3)"	"BAT_M07(r4)"	"BAT_M07(r5)"	"eWAT_M07(r1)"	"eWAT_M07(r2)"	"eWAT_M07(r3)"	"eWAT_M07(r4)"	"eWAT_M07(r5)"	"eWAT_M07(r6)"
"ENSMUSG00000034957"	10.9593	10.75045	10.86544	10.6708	10.53941	10.95682	10.93889	10.16177	9.97518	11.0266	10.51813
"ENSMUSG00000034981"	6.96359	6.99669	6.26679	6.78017	6.1073	6.89431	7.16739	6.90485	7.07256	7.01056	7.08369
"ENSMUSG00000034987"	5.59557	5.75124	5.45365	5.53711	5.50737	5.69375	5.65866	5.73422	5.68334	5.54285	5.6303
"ENSMUSG00000034994"	10.92233	10.81657	10.90716	10.89048	11.14921	10.73745	10.70522	10.59695	10.85259	10.73824	10.82452
"ENSMUSG00000034998"	2.60681	2.4686	2.315055	2.367535	2.23897	2.406215	2.376865	2.42813	2.38897	2.42909	2.33042
"ENSMUSG00000035000"	5.18361	5.17223	5.26714	5.08468	4.91464	5.32996	5.34058	5.29538	5.09086	5.01393	5.27063
"ENSMUSG00000035011"	4.93033	5.10108	4.94288	5.06314	5.26892	5.84622	5.71982	5.90433	5.79772	6.08379	5.81232
"ENSMUSG00000035027"	6.18351	6.27706	6.2361	6.26626	6.17156	6.1666	6.1861	6.14855	6.09438	5.97324	6.2252
"ENSMUSG00000035033"	3.26086	3.38161	3.44958	3.36417	3.25676	3.40636	3.37326	3.16415	3.41797	3.23774	3.45662
"ENSMUSG00000035042"	5.28857	5.32998	5.19528	5.18699	5.32408	4.97256	5.27533	5.06804	5.0285	4.82659	5.22575
"ENSMUSG00000035048"	7.66999	7.68171	7.44056	7.5409	7.8352	7.78421	7.72061	7.7018	7.468	7.92195	7.66813
"ENSMUSG00000035049"	5.28229	5.58898	5.57133	5.33399	5.2448	5.35928	5.3203	5.33698	5.33447	5.14246	5.35888
"ENSMUSG00000035064"	6.17755	6.32102	6.35255	6.29638	6.341	6.39139	6.30642	6.36855	6.39507	6.28919	6.56977
"ENSMUSG00000035078"	5.13302	5.18998	5.34614	5.30797	5.71262	5.2056	5.28111	5.21561	4.9531	5.50146	5.17495
"ENSMUSG00000035086"	8.05877	7.89778	8.09257	8.19374	8.0857	8.09374	8.07261	8.07809	8.26824	8.21958	7.99188
"ENSMUSG00000035126"	5.12923	5.38458	5.41969	5.24783	4.97434	5.24429	5.35235	5.16424	5.18461	5.16441	5.22493
"ENSMUSG00000035129"	8.28471	8.11061	8.32699	8.58251	9.05767	8.63349	8.66718	8.80408	8.9179	8.91093	8.78286
"ENSMUSG00000035133"	4.5304	4.51449	4.56521	4.68748	4.2911	3.73845	3.83892	3.75215	4.01656	3.91936	4.35639
"ENSMUSG00000035148"	5.09569	5.3705	5.21591	5.06454	5.20369	5.22	5.35311	5.23062	5.30238	5.05262	5.23159
"ENSMUSG00000035150"	9.13205	9.02852	9.08772	9.01479	8.98145	9.04601	9.01402	8.93675	8.90513	9.0868	8.86034
"ENSMUSG00000035152"	6.50435	6.49374	6.37855	6.43816	6.32422	6.26094	6.19422	6.34782	6.45746	6.23353	6.22669
"ENSMUSG00000035158"	4.17052	4.39863	4.13773	4.27851	4.39286	4.58791	4.96937	4.49376	4.82265	4.45441	4.81094
"ENSMUSG00000035164"	4.24648	4.37969	4.14623	4.17773	3.9044	4.52508	4.48608	4.55722	4.55892	4.39674	4.50774
"ENSMUSG00000035168"	7.10888	7.25596	7.16036	7.14096	6.87651	7.05943	7.21741	7.02469	7.14277	6.91037	7.12458
"ENSMUSG00000035171"	6.54354	6.49232	6.639	6.67226	6.38007	6.38007	6.18319	6.308	6.3092	6.38007	6.08066
"ENSMUSG00000035173"	6.91654	6.74828	6.91062	6.99138	5.85561	6.97994	6.93159	7.04752	6.97468	6.92868	6.70423
"ENSMUSG00000035186"	5.18307	5.37531	4.96854	4.90444	5.59941	4.72287	4.92414	4.59591	4.66029	4.73243	4.84585
"ENSMUSG00000035191"	5.06098	5.25024	5.15118	5.24898	5.1389	4.84984	5.21004	4.98193	5.08374	4.85432	5.03891
"ENSMUSG00000035198"	7.6122	7.54272	7.66089	7.52364	8.22248	7.69641	7.53445	7.51716	7.49519	7.61538	7.54148
"ENSMUSG00000035199"	8.00823	7.93614	8.00303	8.35238	7.97508	8.14448	8.18645	7.96325	8.43504	8.168	8.24872
"ENSMUSG00000035203"	9.701945	9.678095	9.82359	9.694285	9.63924	9.902305	9.867955	9.864585	9.744565	9.87432	9.79581
"ENSMUSG00000035206"	6.20908	6.28732	6.27163	6.18353	6.22469	6.06328	6.0366	5.7802	5.85712	5.97349	6.11301
"ENSMUSG00000035212"	7.64402	7.57248	7.7019	7.85981	8.14643	8.11961	7.85491	8.05144	8.02418	7.89536	7.81267
"ENSMUSG00000035215"	8.11064	7.7996	8.08932	8.09986	8.61377	7.99619	7.82365	7.99469	7.63163	8.27688	7.56558
"ENSMUSG00000035227"	7.1142	7.12938	7.19892	7.23293	7.22286	7.15951	7.06833	7.17926	7.20183	7.17043	7.13846
"ENSMUSG00000035232"	7.26541	6.72096	7.53145	7.30904	7.88279	7.29929	7.0749	7.43711	7.17101	7.35067	6.60579
"ENSMUSG00000035235"	6.66437	6.703	6.74277	6.69259	6.78239	6.58203	6.59503	6.73789	6.82306	6.55467	6.69845
"ENSMUSG00000035237"	5.04696	5.15681	5.09182	4.97314	4.90754	4.86168	4.84357	4.74238	4.95647	4.86999	4.93917
"ENSMUSG00000035242"	11.07683	11.01731	11.03309	11.04156	11.29861	10.79536	10.69135	10.66183	10.63913	10.84269	10.71988
"ENSMUSG00000035245"	5.94583	6.1042	5.92634	5.93974	5.68566	5.97065	5.96962	6.14245	5.93439	5.75041	5.92634
"ENSMUSG00000035248"	8.03014	7.89889	7.98901	8.0198	7.5552	8.15464	8.21569	8.16561	8.03278	8.06585	8.02366
"ENSMUSG00000035262"	6.44682	6.66528	6.55283	6.46519	6.41919	6.45032	6.57853	6.53616	6.54353	6.36341	6.62867
"ENSMUSG00000035268"	8.21672	8.33433	8.37315	8.33577	8.71047	7.70502	7.74973	7.65539	7.68658	7.45575	7.65844
"ENSMUSG00000035274"	6.74946	6.27174	6.76418	6.47036	6.8822	6.50097	6.17001	6.33696	6.22005	6.24887	5.9496
"ENSMUSG00000035277"	3.78225	3.81194	3.73201	3.62772	3.70643	3.94066	3.94647	3.98148	3.83854	4.08996	3.96153
"ENSMUSG00000035283"	6.46083	6.53016	6.35057	6.38494	6.53833	6.15581	6.3678	6.30607	6.34509	6.1927	6.42278
"ENSMUSG00000035296"	3.17152	3.18799	3.17071	3.32033	3.21539	3.12341	3.09639	3.21614	3.11021	3.13412	3.12571
"ENSMUSG00000035297"	7.26985	7.04186	7.24348	7.11856	7.90936	7.34601	7.19198	7.36383	7.28847	7.42377	7.12358
"ENSMUSG00000035299"	3.80643	4.14523	3.69275	3.82395	3.70191	3.21104	3.71191	3.67013	3.37008	3.76202	3.73484
"ENSMUSG00000035305"	5.6779	5.93048	5.90629	5.73573	6.06456	6.07777	6.1065	6.07842	6.36005	6.03741	6.22931
"ENSMUSG00000035325"	8.42134	8.30524	8.68368	8.53622	8.77161	8.43799	8.26776	8.45696	8.5543	8.33832	8.33634
"ENSMUSG00000035352"	3.79463	4.07167	4.07496	3.91472	3.88005	4.09275	4.26952	4.04815	3.99998	3.72785	4.01218
"ENSMUSG00000035354"	7.67367	7.75466	7.83021	7.69855	7.83906	7.84397	7.8961	7.90649	7.99163	7.78859	8.02977
"ENSMUSG00000035356"	5.91935	5.13945	5.13446	5.45829	4.49841	5.04945	4.59021	5.88912	5.02393	5.11911	5.01757
"ENSMUSG00000035367"	4.27124	4.09862	4.26071	4.31686	3.53584	4.11265	4.08366	3.97715	4.0686	4.09614	4.05204
"ENSMUSG00000035373"	8.08852	7.70945	8.26409	8.42644	8.13297	8.44957	8.48483	9.13434	8.57749	8.53744	8.43657
"ENSMUSG00000035382"	6.40372	6.24614	6.42257	6.34859	6.46975	6.3954	6.39388	6.37046	6.42617	6.36497	6.48848
"ENSMUSG00000035385"	9.26365	8.86976	9.40318	9.71538	9.79264	9.18361	9.33829	9.63988	9.13146	9.04451	8.91583
"ENSMUSG00000035395"	3.01454	3.14884	3.11219	2.96305	3.12258	2.96534	3.10875	2.98654	2.94941	2.73735	3.03445
"ENSMUSG00000035399"	4.85625	4.82818	5.03196	5.3012	5.24108	4.61622	4.52844	4.80741	4.81223	4.92189	4.61957
"ENSMUSG00000035431"	5.17751	5.4715	5.3353	5.39749	5.33433	5.27235	5.09364	5.30654	5.27489	5.24725	5.32305
"ENSMUSG00000035441"	5.23894	5.57216	5.2878	5.58155	5.44279	5.3553	5.43254	5.74055	5.81807	5.3561	5.52847
"ENSMUSG00000035443"	4.56876	4.62562	4.83067	4.66875	4.96338	4.74907	4.74824	4.75856	4.74824	4.75293	4.74513
"ENSMUSG00000035448"	3.80658	3.59874	3.72987	3.62691	3.60494	3.62269	3.80884	3.76497	3.73331	3.46677	3.86692
"ENSMUSG00000035451"	3.12409	3.16393	3.21798	2.84978	3.15763	3.29399	3.20467	3.0248	3.3038	3.15763	3.29268
"ENSMUSG00000035455"	7.25894	7.226185	7.49873	7.220185	7.03214	7.001995	7.025215	6.997925	7.05363	7.0032	6.904855
"ENSMUSG00000035458"	5.10883	5.29473	5.03444	4.92897	5.0309	5.03844	4.88512	4.85062	4.97837	5.03825	5.01284
"ENSMUSG00000035469"	5.53553	5.1357	5.56401	5.56873	5.25925	5.96056	5.75665	5.8554	5.68341	5.86116	5.58888
"ENSMUSG00000035473"	5.315095	5.257495	5.29183	5.31157	5.40941	5.29906	5.221205	5.286625	5.297115	5.522665	5.40222
"ENSMUSG00000035476"	4.07477	4.09716	4.03871	4.17493	3.88731	4.03978	4.17559	4.10901	4.02645	4.07967	4.21323
"ENSMUSG00000035478"	9.04655	8.8309	9.09068	9.08929	9.00713	8.92766	8.84857	8.89718	8.84153	8.9519	8.9149
"ENSMUSG00000035493"	6.38649	5.59401	6.51253	5.90988	6.57548	5.2924	5.1623	4.86442	4.93684	4.81946	4.80729
"ENSMUSG00000035498"	4.92284	5.04302	5.11177	4.98725	4.93017	4.82996	4.98242	4.95009	4.98954	4.93817	4.97322
"ENSMUSG00000035504"	8.67066	8.76193	8.14609	8.6029	8.35254	8.77417	8.79972	7.68347	7.69486	9.04504	8.88599
"ENSMUSG00000035505"	8.28801	8.22461	8.23959	8.17933	8.21117	8.05942	7.94157	8.00991	8.07427	8.05697	8.05991
"ENSMUSG00000035521"	4.02355	4.29209	4.00696	4.22924	4.55457	4.24263	4.07645	4.09655	4.21665	4.19258	4.1824
"ENSMUSG00000035530"	9.24597	9.03006	9.03887	9.25419	9.3786	9.07869	9.15199	9.14868	8.88741	9.26742	8.92209
"ENSMUSG00000035540"	4.31614	4.06008	4.07229	3.94839	4.10945	5.34872	5.42675	5.43688	5.4965	5.09208	4.92508
"ENSMUSG00000035545"	6.61536	6.5919	6.81966	6.57641	6.41218	6.5527	6.71555	6.47672	6.53796	6.45851	6.73964
"ENSMUSG00000035547"	6.039255	6.07297	5.84822	5.786745	5.77017	5.796665	5.725585	5.73529	5.715165	5.738565	5.74406
"ENSMUSG00000035551"	5.11851	5.38429	5.04182	4.79691	5.01257	5.05316	5.06461	5.08548	5.01076	5.01591	5.26692
"ENSMUSG00000035557"	4.728625	4.954275	4.79887	4.777055	5.062505	4.69294	4.70132	4.782675	4.894555	4.71564	4.895605
"ENSMUSG00000035585"	8.72284	8.56268	8.74261	8.65789	9.01954	8.47951	8.33082	8.52881	8.49976	8.52739	8.49004
"ENSMUSG00000035597"	3.30613	2.90851	3.06435	3.11072	2.67905	2.86524	2.83677	2.81364	3.08441	2.89926	2.87486
"ENSMUSG00000035621"	7.99819	7.85597	8.0039	7.85966	7.97808	8.47677	8.5142	8.52228	8.15785	8.46205	8.20729
"ENSMUSG00000035626"	5.14006	5.12956	5.25824	5.16144	5.25055	5.08017	5.1789	4.97703	5.18217	5.0171	5.27089
"ENSMUSG00000035632"	6.68276	6.64931	6.77138	6.60085	6.27509	6.72712	6.52985	6.64749	6.60118	6.67379	6.74516
"ENSMUSG00000035637"	7.73871	7.86411	7.42327	7.62621	7.68844	7.72277	7.86852	7.79697	7.62924	7.94726	7.75062
"ENSMUSG00000035642"	6.50322	6.67407	6.37052	6.484	6.75432	6.48371	6.49846	6.44633	6.50526	6.62488	6.48092
"ENSMUSG00000035649"	4.6768	4.62499	4.50482	4.43223	4.14164	4.5827	4.51559	4.38987	4.40724	4.4717	4.44807
"ENSMUSG00000035666"	5.319	5.00965	5.21275	5.17516	4.50372	5.26608	5.28778	5.1762	5.14483	5.20154	5.08665
"ENSMUSG00000035674"	9.75354	9.77565	9.52797	9.58313	10.00779	9.71903	9.73358	9.65611	9.39348	9.81964	9.57292
"ENSMUSG00000035678"	5.90254	5.97134	6.13289	5.81225	5.97337	5.99542	6.08473	6.02181	6.0457	5.90563	6.0648
"ENSMUSG00000035683"	3.26077	3.29993	3.65769	3.14432	2.99113	3.25399	3.03133	3.14023	3.24637	3.34797	3.32573
"ENSMUSG00000035686"	10.37077	10.61672	9.11444	10.01613	10.35144	10.76892	11.10597	10.03404	9.90805	11.12644	10.97446
"ENSMUSG00000035692"	8.30049	8.19906	8.46623	8.48037	8.6392	7.52805	7.37974	7.33011	7.66132	7.7625	7.70092
"ENSMUSG00000035696"	5.53378	5.41475	5.48602	5.52797	5.1185	5.38002	5.2288	5.26103	5.44432	5.2407	5.38571
"ENSMUSG00000035697"	5.24602	5.59477	5.37571	5.24056	5.32379	5.39724	5.4023	5.38684	5.47847	5.35851	5.42491
"ENSMUSG00000035699"	4.18128	4.19771	4.07345	4.19447	4.17261	4.17002	4.16904	4.12409	4.18745	4.16846	4.20218
"ENSMUSG00000035764"	7.00921	7.02302	7.06916	6.94567	6.61755	7.28168	7.28782	6.97398	6.92993	7.15053	7.29742
"ENSMUSG00000035765"	6.40261	6.13182	6.31759	6.35846	6.57	6.38758	6.29931	6.31977	6.45124	6.5208	6.4687
"ENSMUSG00000035772"	6.53739	6.23171	6.21045	6.3217	6.2434	6.00529	5.8962	5.79295	5.87524	6.1385	6.04275
"ENSMUSG00000035775"	4.69304	4.72572	4.79695	4.59599	4.46282	4.29984	4.46638	4.53165	4.72889	4.45332	4.67034
"ENSMUSG00000035776"	6.99823	6.84738	7.06232	6.88718	6.99376	7.02783	6.9628	6.82508	6.98801	7.03775	7.11928
"ENSMUSG00000035778"	7.0299	7.07148	7.23554	7.23516	6.62672	7.06851	7.10542	7.32874	7.1237	6.91161	7.02761
"ENSMUSG00000035783"	9.82573	9.61036	10.08255	10.28133	10.71219	10.81483	10.82338	10.97141	10.57575	10.50547	10.30643
"ENSMUSG00000035799"	6.52924	6.13578	6.46683	6.37704	6.9227	6.8777	6.73403	6.87968	6.58455	6.67832	6.39604
"ENSMUSG00000035804"	7.109745	7.239825	7.11364	7.039915	7.06016	7.033985	7.14472	7.149165	7.175895	7.035895	7.259525
"ENSMUSG00000035824"	5.66912	5.56853	5.46687	5.45694	5.96454	5.77435	5.73574	5.6387	5.78001	5.81214	5.91879
"ENSMUSG00000035828"	7.98986	7.80506	7.80291	7.79525	7.61703	7.67949	7.59618	7.72827	7.63994	7.74823	7.74083
"ENSMUSG00000035831"	4.03497	4.13417	3.87954	3.89861	3.58783	4.05976	3.92316	3.92724	3.95214	3.98905	4.1383
"ENSMUSG00000035847"	5.44421	5.69313	5.521185	5.56881	5.440385	5.53775	5.577395	5.52912	5.60186	5.401445	5.651505
"ENSMUSG00000035851"	6.64415	6.42362	6.58826	6.68241	5.73147	6.41604	6.4146	6.41169	6.40957	6.41673	6.41503
"ENSMUSG00000035863"	7.48083	7.66063	7.62159	7.66337	7.3988	8.03986	8.17749	7.95702	7.96798	8.07763	8.02778
"ENSMUSG00000035864"	2.5959	2.71796	2.55004	2.52012	2.53188	2.3713	2.49142	2.36886	2.6261	2.48106	2.50115
"ENSMUSG00000035873"	4.12137	3.72563	3.94388	4.42719	4.21786	4.72431	4.74957	5.27108	5.22377	4.8425	4.78931
"ENSMUSG00000035891"	5.466	5.76688	5.59692	5.89691	5.13549	5.45226	5.68286	5.75047	5.93396	5.68196	5.88499
"ENSMUSG00000035896"	2.70946	2.75269	2.79398	2.68504	2.84575	2.51052	2.66086	2.80515	2.54368	2.40381	2.63959
"ENSMUSG00000035901"	7.59521	7.44455	7.59462	7.64368	7.56806	7.8098	7.59889	7.63676	7.58714	7.56168	7.48142
"ENSMUSG00000035914"	6.99919	7.08951	7.27819	7.25683	6.93578	7.37199	7.40288	7.43019	7.58053	7.20094	7.46646
"ENSMUSG00000035919"	5.396425	5.3717	5.416705	5.304995	5.42575	5.266155	5.240245	5.18509	5.31594	5.059805	5.33693
"ENSMUSG00000035923"	5.21485	5.24515	5.24515	5.22147	5.0726	5.19403	5.35748	5.26293	5.24359	5.16632	5.40606
"ENSMUSG00000035929"	10.438495	10.47826	10.271385	10.52479	10.61022	10.079575	9.984795	9.788985	10.058575	10.006575	10.202875
"ENSMUSG00000035933"	4.86555	4.61059	4.80296	4.55771	4.4643	4.34252	4.48327	4.37604	4.38253	4.2415	4.3594
"ENSMUSG00000035941"	5.07337	4.87655	4.98101	5.02128	4.44213	5.39314	5.27409	5.31838	5.30658	5.26936	5.04092
"ENSMUSG00000035949"	7.40492	7.45177	7.42675	7.41759	7.24597	7.59091	7.5088	7.45177	7.42059	7.58358	7.49868
"ENSMUSG00000035958"	4.96103	4.83236	4.80631	5.08329	4.81835	4.70202	4.6976	4.66744	4.73337	4.64619	4.45443
"ENSMUSG00000035960"	8.37864	8.03892	8.42641	8.37493	8.7866	8.14764	7.93512	8.05142	7.82022	8.41747	7.88181
"ENSMUSG00000036006"	2.8863	3.14648	2.86128	2.93324	3.07376	3.19345	3.10287	3.12917	3.14501	3.08857	3.2724
"ENSMUSG00000036023"	6.54597	6.23611	6.7194	6.41511	6.37948	6.42276	6.28501	6.34902	5.79395	6.61738	6.06494
"ENSMUSG00000036036"	4.87984	4.92895	4.88267	4.92091	4.75898	5.15422	5.15627	5.13154	5.29889	4.95665	5.17944
"ENSMUSG00000036046"	7.1837	7.24174	7.24004	7.35721	7.53418	7.49946	7.6842	7.54611	7.70586	7.52425	7.71916
"ENSMUSG00000036052"	6.60372	6.61349	6.51253	6.7028	6.34674	6.38573	6.62234	6.57357	6.57425	6.46725	6.63933
"ENSMUSG00000036054"	7.51096	7.65389	7.64928	7.68808	7.57029	7.47393	7.59307	7.51437	7.44909	7.4662	7.5568
"ENSMUSG00000036057"	6.73957	6.7549	6.91979	6.86199	6.7108	7.10735	7.25543	7.08805	7.10456	7.09936	7.11718
"ENSMUSG00000036073"	6.335	6.07578	6.10196	6.17383	6.53631	5.89148	5.61255	5.99926	5.94824	5.88588	5.65915
"ENSMUSG00000036078"	8.4596	8.38611	8.49224	8.4988	8.46582	8.28843	8.28237	8.345	8.49615	8.34696	8.31072
"ENSMUSG00000036093"	6.34004	6.20527	6.2229	6.321525	5.945255	6.222575	6.247955	6.340925	6.281775	6.175475	6.157855
"ENSMUSG00000036098"	6.5082	6.55759	6.77472	6.63602	6.85335	6.91722	6.88489	7.03562	6.99361	6.83619	6.88496
"ENSMUSG00000036106"	6.83432	6.7851	6.74946	6.78453	6.68664	7.09934	7.19016	7.01289	7.04408	7.06923	7.07948
"ENSMUSG00000036111"	6.45166	6.31546	6.23676	6.21854	6.09754	5.85612	5.98107	5.89596	6.01909	6.0184	5.97286
"ENSMUSG00000036112"	2.83728	2.84889	2.97408	2.88653	2.65646	2.65535	2.91428	2.87985	2.78122	2.70554	2.83879
"ENSMUSG00000036114"	7.867	7.54765	7.77316	7.65234	7.82675	7.34824	7.31366	7.47461	7.41691	7.55536	7.37304
"ENSMUSG00000036117"	3.64599	3.97363	3.88295	3.83377	3.56381	3.38552	3.69365	3.41155	3.54967	3.30396	3.54967
"ENSMUSG00000036120"	6.70702	6.88013	6.73911	6.52138	6.65965	6.38085	6.5	6.57022	6.58572	6.53855	6.60002
"ENSMUSG00000036138"	8.7256	8.68113	8.352115	8.54943	8.84814	8.967335	8.95084	8.699455	8.28539	9.2228	8.86884
"ENSMUSG00000036139"	4.01703	3.93102	4.10194	4.04256	4.41902	5.34796	5.20664	5.32215	5.28742	5.68458	5.18676
"ENSMUSG00000036144"	6.486	6.21154	6.6382	6.70762	6.55269	3.54662	3.18499	3.37098	3.0128	3.18033	2.63551
"ENSMUSG00000036160"	4.17668	3.95645	4.24919	4.26068	4.48114	4.56202	4.49002	4.29612	4.28673	4.68539	4.26133
"ENSMUSG00000036180"	5.43801	5.51607666666667	5.61387333333333	5.61553666666667	5.52159	5.62445666666667	5.68496	5.62570666666667	5.70403666666667	5.6204	5.63593
"ENSMUSG00000036181"	9.18868	8.86029	8.74402	8.79825	9.31273	8.89993	9.00348	9.08353	9.04291	8.99375	9.00878
"ENSMUSG00000036185"	6.75837	6.99775	6.91933	6.84568	6.56378	6.88293	6.96914	6.90144	7.01157	6.75913	6.97648
"ENSMUSG00000036186"	7.53456	7.7963	7.4759	7.57962	7.62521	7.42675	7.53623	7.19523	7.41613	7.41767	7.51047
"ENSMUSG00000036199"	9.06256	9.02313	8.82286	8.97297	9.23166	8.82105	8.82316	8.68334	8.74707	8.92342	8.80618
"ENSMUSG00000036211"	3.94058	4.23115	4.04728	4.00809	4.08442	3.84925	4.04946	3.9511	3.90411	3.80677	4.0686
"ENSMUSG00000036241"	9.30311	9.19395	9.40159	9.36898	9.40542	10.03382	9.94819	10.12774	9.79108	9.9018	9.56906
"ENSMUSG00000036246"	5.70132	5.594	5.67778	5.60398	5.60759	5.72253	5.64244	5.65316	5.84814	5.64673	5.62604
"ENSMUSG00000036256"	6.49103	6.51398	6.71704	6.71095	6.58132	6.73161	6.64339	6.8118	6.57666	6.65468	6.51237
"ENSMUSG00000036275"	8.91502	8.6215	9.11529	8.98118	8.92829	9.23336	9.16295	9.12371	9.16629	9.2522	8.94929
"ENSMUSG00000036282"	4.52884	4.39197	4.49772	4.49749	4.29927	4.45105	4.17839	4.23228	4.29706	4.42994	4.44562
"ENSMUSG00000036299"	7.9719	7.86448	7.86754	8.02173	8.00571	7.90161	7.83081	7.75417	7.6524	8.07727	7.68881
"ENSMUSG00000036309"	8.49899	8.11057	8.26538	8.51486	8.14073	8.25735	8.06146	7.9472	8.07605	8.22855	7.76516
"ENSMUSG00000036315"	6.90947	6.73377	6.90503	6.85865	7.41768	6.78176	6.83248	6.92528	6.73863	6.87552	6.81274
"ENSMUSG00000036322"	3.69024	3.82407	3.74508	3.75071	3.71375	3.83644	3.79256	3.77721	3.77475	3.69884	3.93269
"ENSMUSG00000036334"	7.87525	7.88494	7.868	7.88614	7.36621	8.13543	8.1158	8.36454	8.26358	8.02843	8.03291
"ENSMUSG00000036352"	7.24966	7.16828	7.03448	7.09214	6.99976	6.86389	6.73045	6.68792	6.55072	6.97864	6.82459
"ENSMUSG00000036371"	4.41811	4.47274	4.15119	4.31578	3.88917	3.88353	3.94458	4.17173	4.12558	3.99638	4.10483
"ENSMUSG00000036376"	6.50822	6.27477	6.40316	6.26363	6.67621	6.39172	6.51408	6.43067	6.38476	6.46451	6.57821
"ENSMUSG00000036390"	6.39331	6.3312	5.83001	6.37704	6.08061	6.2283	6.36868	6.74442	7.06734	6.9078	6.7751
"ENSMUSG00000036402"	7.060035	6.958805	7.150645	7.37908	7.021645	7.14497	7.18103	7.185755	7.3544	7.117215	7.237485
"ENSMUSG00000036427"	9.473425	9.41421	9.25531	9.346295	9.731395	9.133225	9.213335	9.167005	9.08312	9.39099	9.189695
"ENSMUSG00000036432"	6.06532	6.26728	5.99564	6.08532	6.04823	5.90088	6.20314	6.09524	6.13133	6.11299	6.11547
"ENSMUSG00000036437"	2.85933	3.01494	3.00267	3.04545	3.13235	2.90623	2.99308	2.7992	3.04967	2.99516	3.08619
"ENSMUSG00000036438"	11.05256	10.90566	11.23634	11.12002	11.13579	11.09544	11.04147	11.28038	11.12139	11.15272	10.83647
"ENSMUSG00000036446"	8.25164	8.29618	8.27223	8.96343	8.06573	10.05212	10.13211	10.17867	10.58271	9.75448	10.04473
"ENSMUSG00000036461"	3.42713	3.22279	3.33501	3.36871	3.05254	3.40068	3.50001	3.28874	3.64668	3.3689	3.18236
"ENSMUSG00000036473"	4.74867	4.67053	4.71178	4.62479	4.10513	4.6961	4.70623	4.73043	4.50494	4.80532	4.59394
"ENSMUSG00000036478"	7.43849	7.16695	6.99932	7.2992	7.83763	7.74206	7.73156	7.6659	7.59723	7.94654	7.69181
"ENSMUSG00000036499"	5.56394	5.40121	5.5812	5.53269	4.85583	5.42269	5.71461	5.75024	5.60445	5.56804	5.37234
"ENSMUSG00000036500"	6.58814	6.61393	6.42189	6.52996	6.66416	6.36534	6.53459	6.67403	6.65609	6.5413	6.69257
"ENSMUSG00000036503"	6.73271	6.881205	6.513885	6.83063	6.32805	6.144455	6.222155	6.25856	6.635445	6.128485	6.470055
"ENSMUSG00000036504"	8.45826	8.50557	8.43916	8.39999	8.61656	8.35807	8.3342	8.14006	7.9368	8.44707	8.21863
"ENSMUSG00000036510"	2.56511	2.64844	2.7643	2.64778	2.67608	2.76568	2.79839	2.73373	3.06438	2.71244	3.1578
"ENSMUSG00000036513"	7.24901	7.13731	7.37301	7.2808	7.78778	7.06531	6.81629	7.11802	6.92436	7.125	6.89354
"ENSMUSG00000036550"	7.91249	7.8253	8.03	7.77923	7.20429	7.86553	7.73789	7.78328	7.58016	7.95128	7.70947
"ENSMUSG00000036560"	6.72949	6.73221	6.70796	6.53013	6.92879	6.8437	6.69664	6.70209	6.64423	6.71201	6.83547
"ENSMUSG00000036564"	6.90685	6.92646	7.07804	7.15232	7.21151	7.30398	7.31438	7.52743	7.59229	7.0214	7.29214
"ENSMUSG00000036570"	9.47404	9.64156	9.15762	9.57685	9.66163	9.45739	9.62037	9.23921	9.59292	9.47816	9.77253
"ENSMUSG00000036572"	4.786705	4.663855	4.7367	4.7005	3.752235	4.407545	4.45595	4.230055	4.20802	4.478115	4.21167
"ENSMUSG00000036578"	5.70279	6.05228	5.82307	5.80531	5.81243	5.98423	5.91529	5.79973	5.98214	5.78952	6.19245
"ENSMUSG00000036580"	5.72359	5.66551	5.8908	5.82073	5.85753	5.7088	5.68507	5.93216	5.8678	5.74098	5.79936
"ENSMUSG00000036585"	3.92399	4.11589	4.06533	3.91262	4.00854	4.00557	4.13569	3.81468	3.88254	3.90336	4.17864
"ENSMUSG00000036587"	6.2096	6.46768	6.21194	6.15128	6.23459	6.14861	6.19591	6.13286	6.09329	6.08582	6.16528
"ENSMUSG00000036591"	5.81424	5.45599	5.9114	5.87205	5.29655	6.01239	5.95058	5.93053	5.89896	5.92266	5.6803
"ENSMUSG00000036594"	6.27862	6.30625	6.36272	6.26712	6.46032	6.32854	6.43388	6.32886	6.4423	6.23381	6.61224
"ENSMUSG00000036606"	6.950745	6.79045	7.12614	7.09922	6.875415	6.988125	6.93296	7.22947	7.347265	7.05403	7.12724
"ENSMUSG00000036611"	5.45581	5.2641	5.31151	5.39127	5.12794	5.53812	5.56419	5.30407	5.29845	5.47192	5.57436
"ENSMUSG00000036613"	5.44551	5.60229	5.6331	5.64454	6.04495	5.66382	5.56301	5.4953	5.65853	5.67082	5.73066
"ENSMUSG00000036617"	3.79936	3.88849	3.80323	3.75201	3.56031	3.78526	3.89122	3.81515	3.77979	3.75669	3.91405
"ENSMUSG00000036622"	7.11328	7.27567	7.0943	7.14563	7.04081	6.82038	6.88002	6.77965	7.04547	6.8052	7.13998
