"Deep neck_patient 1_hM2"	"Subcutaneous neck_patient 1_hM2"	"Deep neck_patient 2_hM2"	"Subcutaneous neck_patient 2_hM2"	"Deep neck_patient 3_hM2"	"Subcutaneous neck_patient 3_hM2"	"Deep neck_patient 4_hM2"	"Subcutaneous neck_patient 4_hM2"	"Deep neck_patient 5_hM2"	"Subcutaneous neck_patient 5_hM2"	"Deep neck_patient 6_hM2"	"Subcutaneous neck_patient 6_hM2"
"ENSG00000132109"	7.89491	7.89667	7.92866	7.83641	8.10211	8.03332	7.97943	7.91979	7.90946	7.89824	7.87742	7.94108
"ENSG00000132122"	8.31421	7.65242	7.46944	7.31961	7.54146	7.25611	7.82253	7.47124	7.81439	7.52139	8.04838	7.55219
"ENSG00000132128"	10.61402	10.70286	10.64391	10.71619	10.71979	10.66181	10.60728	10.55552	10.31891	10.49693	10.38319	10.57642
"ENSG00000132141"	6.48721	6.25498	6.07502	5.94009	6.06276	5.83912	6.49487	6.76186	6.33544	6.1609	6.30798	6.65874
"ENSG00000132153"	9.6616	9.64705	9.52632	9.395	9.53554	9.60838	9.67825	9.56057	9.51614	9.5305	9.51973	9.44966
"ENSG00000132155"	10.46979	10.36815	10.0835	10.0123	10.08327	9.95049	10.01975	10.13801	10.13451	10.13598	10.30372	10.19867
"ENSG00000132164"	6.81939	6.90882	6.65188	7.121	6.90104	6.91791	6.85303	6.83227	7.05693	6.97119	6.87191	6.90643
"ENSG00000132170"	9.15855	9.01144	6.71686	8.29429	8.76459	8.89022	9.33011	8.69283	7.50143	8.37789	8.38034	9.04119
"ENSG00000132182"	6.37838	6.46339	6.35752	6.74001	6.49644	6.38905	6.57431	6.50105	6.40289	6.51602	6.50469	6.48593
"ENSG00000132185"	5.80885	5.64473	5.84016	6.0274	6.03618	5.88649	6.11403	5.842	5.92695	5.77409	6.22215	6.17306
"ENSG00000132196"	6.69623	6.24598	6.97368	6.23987	6.88764	6.98005	6.28764	6.31972	6.96913	6.43623	6.88488	6.53094
"ENSG00000132199"	8.46104	8.4326	8.50265	8.37691	8.48943	8.51781	8.89409	8.35233	8.23329	8.40807	8.43261	8.55166
"ENSG00000132204"	4.41144	4.26377	4.31071	4.40473	4.39469	4.29213	4.75801	4.34432	4.32562	4.38949	4.28232	4.35643
"ENSG00000132205"	10.08178	9.21216	9.17591	9.43555	9.7765	9.32758	9.95619	9.19645	10.05034	9.35533	10.52094	10.05741
"ENSG00000132254"	9.45667	9.48024	9.5827	9.42756	9.57648	9.59448	9.5621	9.54643	9.42634	9.46127	9.3022	9.52063
"ENSG00000132256"	9.46637	9.1077	9.42127	8.70909	9.22444	8.87464	9.30633	8.85862	9.25291	8.67691	8.95322	8.78895
"ENSG00000132259"	6.43941	6.31975	6.33238	6.60594	6.40679	6.41433	6.23659	6.47036	6.40328	6.55085	6.55636	6.53088
"ENSG00000132274"	8.157465	8.225325	8.21137	8.118495	8.05498	8.04024	7.916705	8.04509	7.984355	8.09531	8.09815	8.032735
"ENSG00000132275"	7.72656	7.62566	7.47299	7.29807	7.46225	7.50257	7.52666	7.56903	7.49395	7.50008	7.5013	7.22684
"ENSG00000132286"	9.76145	9.92264	9.98325	10.01881	9.85413	9.78139	9.70518	9.81365	10.07991	9.91785	9.99298	9.80145
"ENSG00000132294"	11.12474	11.21313	10.79731	10.9023	10.72399	10.96896	10.48483	10.92303	10.99596	11.16567	11.1314	10.93975
"ENSG00000132297"	6.2979	6.35893	6.28485	6.45496	6.47908	6.45442	6.34867	6.27889	6.42605	6.40337	6.38439	6.53083
"ENSG00000132300"	8.76326	8.713345	9.013325	8.62678	8.74384	8.842715	8.94607	8.895565	8.952515	9.08505	9.155405	8.940935
"ENSG00000132305"	10.75089	10.66949	10.68386	10.71294	10.67032	10.71364	10.63186	10.65684	10.55635	10.67793	10.58259	10.58582
"ENSG00000132313"	9.1855	9.0504	9.25433	8.84571	9.09239	9.42167	8.99661	9.10832	8.95433	9.02264	8.8994	8.79443
"ENSG00000132321"	6.23064	6.30967	6.30343	6.5035	6.37117	6.20429	5.90036	6.81059	6.90575	6.83912	7.00433	6.16578
"ENSG00000132323"	7.61711	7.46038	7.66214	7.43798	7.50951	7.6201	7.63609	7.39849	7.3693	7.50308	7.50648	7.48791
"ENSG00000132326"	7.65384	7.86996	7.89914	7.75354	7.51736	7.17109	7.97153	7.93921	8.1651	7.92055	8.09646	7.65919
"ENSG00000132329"	8.74778	8.89698	8.85855	9.133	8.90371	8.85008	8.79715	8.86904	8.80418	8.90247	8.87343	9.00302
"ENSG00000132330"	8.55753	8.46619	8.40083	8.24069	8.41534	8.26309	8.71227	8.58619	8.42018	8.42126	8.51336	8.55516
"ENSG00000132334"	6.89029	7.01587	6.40521	6.67173	6.57312	6.56028	6.73536	6.793	7.22229	7.32899	6.72227	6.71691
"ENSG00000132341"	10.05226	10.03694	9.77766	9.94663	9.91886	9.99826	10.11027	10.18987	10.00882	9.87119	9.97689	9.89578
"ENSG00000132356"	10.49358	10.41811	10.57075	10.45563	10.49095	10.59322	10.53866	10.42685	10.34177	10.53427	10.17273	10.43733
"ENSG00000132357"	6.85668	6.58759	6.8516	6.81602	7.12183	7.23784	7.27936	6.98814	7.41586	7.02655	6.95138	6.88397
"ENSG00000132359"	7.18778	7.33499	6.88174	7.29949	6.90578	7.06761	7.35993	7.61183	7.02008	7.39267	7.11817	7.62219
"ENSG00000132361"	8.86954	8.62902	8.47782	8.45092	8.42079	8.49039	9.05088	8.66917	8.56701	8.4465	8.5698	8.72855
"ENSG00000132376"	9.3843	9.0857	9.30181	8.97376	8.98691	8.99001	9.14587	9.00348	9.05156	8.94098	9.20386	8.97031
"ENSG00000132382"	8.91409	8.76322	8.8926	8.7777	8.8804	8.88304	9.01298	9.03983	9.00306	8.76759	8.94725	8.89014
"ENSG00000132383"	8.94077	8.9395	8.73967	8.85935	8.86792	8.96791	9.22891	9.16964	9.07729	8.96841	8.81471	8.82331
"ENSG00000132386"	10.53705	10.85079	10.37574	9.56782	9.8765	9.44497	10.5051	11.46569	11.60413	11.80966	11.74355	11.01774
"ENSG00000132388"	11.81913	11.7856	11.81248	11.63167	11.75532	11.82226	11.57646	11.6861	11.35395	11.59684	11.4777	11.60297
"ENSG00000132394"	9.05471	9.1144	9.02003	9.07025	9.02687	9.09852	9.04372	9.13362	9.05805	9.12434	9.09773	9.11926
"ENSG00000132405"	9.15991	9.11861	9.20455	9.19889	8.97474	8.95215	9.20801	9.14172	9.20738	9.1252	9.15393	8.9842
"ENSG00000132406"	8.83291	8.45789	8.49246	8.27549	8.18754	8.43469	8.08635	8.05335	8.39319	8.33045	8.2771	8.15614
"ENSG00000132423"	6.83059	6.78771	6.62073	6.39505	6.62135	6.76177	6.79713	6.85305	6.64277	6.72706	6.56936	6.74022
"ENSG00000132424"	9.61734	9.65316	9.50957	9.30808	8.96359	9.15277	9.54527	9.29861	9.40521	9.50983	9.43062	9.32044
"ENSG00000132429"	9.26089	9.38185	8.93317	9.0793	8.8674	9.33863	9.13218	8.72608	8.81177	8.9672	8.85846	9.35619
"ENSG00000132432"	9.11367	9.4117	8.93353	9.1114	9.10361	9.2922	8.83787	8.80693	8.01369	8.22194	7.99008	8.53648
"ENSG00000132434"	9.80789	9.9898	9.92092	10.00462	10.0124	10.23911	9.68596	10.30053	10.17618	10.40681	10.02636	10.0966
"ENSG00000132436"	6.32826	6.36663	6.39901	6.41853	6.45104	7.06908	6.61558	6.67068	6.69956	6.35346	6.64243	6.38375
"ENSG00000132437"	6.07428	6.2134	6.02265	6.20758	6.23195	6.18013	6.1301	6.13625	6.20252	6.09035	6.24753	6.20274
"ENSG00000132446"	7.01727	7.04481	6.88	6.98725	6.95732	6.81074	6.78617	6.76669	6.82878	6.82179	6.81741	6.90076
"ENSG00000132463"	9.8917	9.83418	9.79063	9.78049	9.67713	9.94658	9.65144	9.74828	9.63033	9.61843	9.56843	9.51651
"ENSG00000132464"	5.77463	5.80626	6.27854	6.06927	5.93462	6.00373	5.82734	5.82131	5.78459	5.88432	5.86017	5.88685
"ENSG00000132465"	5.56512	6.0498	5.46335	5.65307	5.65959	6.08414	5.06405	6.17199	5.41801	5.5739	5.42787	6.16996
"ENSG00000132466"	10.59014	10.41644	10.64169	10.32911	10.41345	10.37986	10.52387	10.45502	10.46425	10.42007	10.42533	10.43089
"ENSG00000132467"	8.25	7.98456	8.14219	8.00035	7.99937	8.30908	8.36225	8.14969	8.02595	8.06645	7.81757	8.03741
"ENSG00000132470"	6.82898	6.78392	6.64242	6.78113	6.47455	6.30305	6.54876	6.71292	6.72436	6.63918	6.62501	6.69888
"ENSG00000132471"	9.58317	9.3492	9.25152	9.06158	8.93811	8.78668	9.36144	8.88734	9.02738	9.04903	9.04161	8.90786
"ENSG00000132475"	10.99933	11.0088	10.79512	10.73353	10.88748	10.88322	11.04846	11.0644	11.16727	11.17024	11.20114	11.32841
"ENSG00000132478"	8.59947	8.71844	8.44126	8.50619	8.52416	8.38844	8.61308	8.48391	8.63746	8.55463	8.67996	8.72709
"ENSG00000132481"	9.14785	8.48476	8.57965	8.34176	8.57925	8.12545	8.89595	8.73921	8.85582	8.71355	9.05199	8.81975
"ENSG00000132485"	9.16733	9.11775	9.36289	8.785775	8.773825	9.124305	8.89005	8.51827	8.472545	8.73636	8.350605	8.62457
"ENSG00000132507"	10.7800425	10.7231425	10.9306575	10.908215	11.035245	11.10149	11.102835	11.05913	10.7084775	10.5734825	10.67717	10.8425675
"ENSG00000132510"	7.473955	7.73864	7.35609	7.5492	7.377065	7.332905	7.47953	7.489765	7.369625	7.422105	7.514985	7.5112
"ENSG00000132514"	6.12568	6.37643	6.25682	6.42488	6.31339	6.27427	6.08731	6.29486	6.36554	6.37325	6.21696	6.41394
"ENSG00000132517"	7.09085	7.36618	7.24538	7.41293	7.42384	7.2442	7.12619	7.13664	7.25085	7.28798	7.29578	7.46952
"ENSG00000132518"	7.2292	7.5567	7.20319	7.47925	7.27376	7.13869	7.30434	7.40976	7.39798	7.35362	7.32703	7.40211
"ENSG00000132522"	9.2145	9.24519	9.26904	9.22	9.24162	9.17838	9.38249	9.13513	9.26761	9.16869	9.32046	9.23272
"ENSG00000132530"	10.25345	9.91696	9.72905	9.56123	9.75362	9.31759	9.56024	10.15311	10.49678	10.25472	10.44823	10.26681
"ENSG00000132535"	7.90465	8.17297	7.92437	8.07067	7.93839	8.04316	8.39946	7.95992	7.78244	7.88873	7.85868	8.021
"ENSG00000132541"	8.2768	8.29469	8.1304	7.98267	8.27554	7.98422	8.40064	8.82872	8.33748	8.36803	8.35705	8.3341
"ENSG00000132549"	10.19756	9.87558	9.96539	9.61524	9.73954	9.39487	9.84958	9.50115	9.81258	9.84557	9.91785	10.05271
"ENSG00000132554"	4.72981	4.66664	4.50308	4.84836	4.76044	4.58532	4.71271	4.78296	4.72771	4.72651	4.82292	4.84582
"ENSG00000132561"	7.21615	6.98983	8.76014	6.93228	7.14353	6.91335	6.91329	7.16565	6.98024	6.72246	7.17446	7.20082
"ENSG00000132563"	8.17494	8.20006	8.1881	8.35459	8.08941	7.84047	7.733	7.94818	7.69712	7.95071	7.71451	7.89185
"ENSG00000132570"	6.6891	6.27228	6.59808	6.32303	6.54818	6.70211	6.72014	6.58138	6.4185	6.62619	6.5299	6.5428
"ENSG00000132581"	8.65258	8.56824	8.39452	8.42468	8.48325	8.56595	8.53433	8.71871	8.79719	8.72599	8.71247	8.53658
"ENSG00000132589"	9.53866	9.24773	9.38565	8.89508	9.12995	8.6127	9.41426	9.03237	8.93201	9.04405	9.07667	9.08475
"ENSG00000132591"	10.49654	10.58384	10.43363	10.39674	10.519	10.56942	10.29875	10.46144	10.27759	10.36161	10.31305	10.37066
"ENSG00000132600"	8.12456	8.04209	8.22378	8.07318	8.06524	7.95712	8.35829	8.22895	8.39766	8.2917	8.47622	8.41324
"ENSG00000132603"	10.43759	10.23028	10.46284	10.38744	10.4719	10.68344	10.5829	10.72284	10.64035	10.5018	10.52843	10.58751
"ENSG00000132604"	8.8098	8.71366	8.65114	8.56512	8.64743	8.65289	8.67271	8.89986	8.69703	8.83276	8.73887	8.68661
"ENSG00000132612"	10.18737	10.19312	9.83756	9.78956	9.94608	10.00616	9.82357	9.70293	9.7185	9.58601	9.65496	9.56938
"ENSG00000132613"	9.79463	9.98932	8.78123	8.98147	8.81274	8.74626	8.91684	8.94013	8.67275	9.14466	8.73691	9.05434
"ENSG00000132622"	7.68529	7.85251	7.90926	8.17576	7.65001	7.8766	7.95253	8.0237	8.05254	8.09987	7.9688	8.06359
"ENSG00000132623"	6.1015	6.20729	5.35836	5.76626	5.95832	5.83631	5.80738	5.60922	5.62168	5.82797	5.60156	5.84201
"ENSG00000132631"	4.36404	4.29244	4.3139	4.32854	4.65391	4.81896	4.45167	4.32367	4.28912	4.36175	4.42103	4.47836
"ENSG00000132635"	8.81437	8.98724	8.61083	8.5002	8.25252	8.2236	8.65596	8.49674	8.84029	8.55747	8.83933	8.67735
"ENSG00000132639"	6.24907	6.56535	6.33453	6.84746	6.52955	6.37309	6.47453	6.5168	6.40025	6.46583	6.5412	6.53627
"ENSG00000132640"	9.13137	9.02351	9.14703	8.76161	8.98464	9.06929	9.02428	8.73515	9.20305	8.88879	9.23197	8.5839
"ENSG00000132646"	8.30424	8.06659	8.65282	8.49089	8.97861	9.45833	9.17647	9.08922	8.84388	8.40552	8.83956	8.39637
"ENSG00000132661"	8.33608	8.38422	8.49864	8.76626	8.41345	8.27227	8.48773	8.59116	8.6379	8.49703	8.58203	8.53299
"ENSG00000132664"	8.79415	8.51959	8.5793	8.50576	8.2748	8.51606	8.28352	8.22076	8.54149	8.46634	8.31594	8.21636
"ENSG00000132669"	9.68595	9.25417	10.0532	9.72607	10.08212	9.69901	9.71844	9.22408	9.67817	9.08657	9.77486	9.596
"ENSG00000132670"	9.03333	8.9549	9.01177	8.92611	8.95422	8.89987	8.88165	9.01282	9.00432	8.87332	8.93463	8.91479
"ENSG00000132671"	6.64816	6.61927	6.8048	6.98792	6.55817	6.57035	6.42431	6.61537	6.64028	6.51574	6.51665	6.63741
"ENSG00000132676"	8.80503	8.631	8.97688	8.55098	8.69353	8.90611	8.75219	8.78484	8.67884	8.57236	8.60265	8.58384
"ENSG00000132677"	6.51398	6.82183	6.87115	6.88381	6.87342	6.72871	6.84214	6.77759	6.8601	6.80739	6.70624	6.86649
"ENSG00000132680"	8.112615	8.112155	8.007245	7.579095	7.81483	7.956075	8.1179	7.76828	7.696565	7.90206	7.923155	7.837525
"ENSG00000132681"	5.71785	5.75997	5.73261	5.87739	5.6714	5.73435	5.63491	5.79027	5.73208	5.80338	5.74228	5.75932
"ENSG00000132688"	7.20284	7.37102	7.22759	7.36764	7.34894	7.35987	7.16421	7.40588	7.35794	7.36104	7.40401	7.3077
"ENSG00000132692"	7.20605	7.47053	7.00882	7.56327	7.16406	7.36932	7.41022	7.53246	7.53621	7.36601	7.49895	7.50496
"ENSG00000132693"	5.22617	5.40805	5.29042	5.40151	5.36578	5.51428	5.40878	5.40706	5.40458	5.40439	5.42724	5.39343
"ENSG00000132694"	9.11587	8.90914	8.72354	8.54148	8.71822	8.69828	8.83104	8.8791	8.85599	8.82962	8.85594	8.74171
"ENSG00000132698"	5.60877	5.56802	5.51233	5.66264	5.47562	5.5794	5.55673	5.81115	5.64575	5.5623	5.53183	5.59192
"ENSG00000132702"	7.14616	7.37182	7.396	7.41365	7.28797	7.28596	7.3376	7.28735	7.39439	7.46197	7.34183	7.36815
"ENSG00000132703"	5.52327	5.76446	5.91738	5.83297	6.12293	5.94086	5.84609	5.79565	5.86347	5.81113	5.73976	5.9005
"ENSG00000132704"	5.13107	5.13939	5.13948	5.17202	5.33508	5.33583	5.15128	5.06599	5.03768	5.22175	5.12197	5.05176
"ENSG00000132716"	8.3979	8.10762	8.26401	7.80087	7.84062	7.69418	8.06979	8.01237	8.07641	7.87536	8.09619	7.80386
"ENSG00000132718"	9.33817	9.1768	9.27444	9.38177	9.49257	9.07804	9.71431	9.40989	9.47341	9.66049	9.57044	9.5522
"ENSG00000132740"	7.90623	8.1622	7.80942	7.94118	7.74459	7.77258	7.83596	7.93437	7.68399	7.942	7.72452	7.83838
"ENSG00000132744"	6.36697	6.51977	6.37448	6.54788	6.39824	6.27125	6.39406	6.54388	6.44923	6.55919	6.55328	6.48168
"ENSG00000132746"	6.63936	6.62068	6.69107	6.84042	6.64772	6.62629	6.64976	6.69039	6.66499	6.61051	6.67043	6.72742
"ENSG00000132749"	5.85012	5.86191	5.73043	5.88006	5.90913	5.93231	5.94567	5.97314	5.78685	5.88271	5.80908	6.02637
"ENSG00000132763"	7.5231	7.56795	7.9522	7.91356	8.01989	8.12711	8.05587	8.06499	8.16155	8.08166	8.09028	8.08838
"ENSG00000132768"	8.8526	8.8241	8.904145	8.966095	8.883745	9.039755	8.82225	8.92576	8.83754	8.83408	8.7653	8.889645
"ENSG00000132773"	8.7439	8.31995	8.4365	8.38535	8.60853	8.86277	8.69749	8.52756	8.60122	8.34509	8.65415	8.38228
"ENSG00000132780"	7.72118	7.67213	8.01237	7.66247	8.03845	8.18725	8.13227	7.79923	7.88027	7.44419	7.60237	7.60595
"ENSG00000132781"	7.42437	7.42141	7.22017	7.52426	7.42192	7.45275	7.50141	7.46766	7.48862	7.44612	7.53827	7.76908
"ENSG00000132792"	8.4631	8.49674	8.32939	8.27415	8.3258	8.49348	8.48593	8.66836	8.28627	8.41578	8.23946	8.45554
"ENSG00000132793"	7.69608	7.76481	7.2207	7.67733	7.36226	7.49374	7.78291	7.67671	7.59959	7.71903	7.46095	7.73202
"ENSG00000132801"	6.84716	6.81724	6.80425	6.70208	6.72329	6.48529	6.60184	6.90854	7.30453	6.96304	7.22893	6.78609
"ENSG00000132819"	7.80555	7.90056	7.70662	7.88471	7.77349	7.68784	7.95813	7.88034	7.86583	7.97236	7.83072	7.97091
"ENSG00000132821"	8.0868	8.23864	7.92052	8.26723	7.89111	7.88048	8.07688	8.23644	8.27154	8.3051	8.23423	8.34344
"ENSG00000132823"	8.86747	8.86862	8.48093	8.03292	8.31195	8.2416	8.48443	8.51112	8.44496	8.52762	8.48226	8.42009
"ENSG00000132824"	12.397	12.32304	12.37221	12.51368	12.466	12.4591	12.36213	12.17894	12.22809	12.26947	12.26778	12.27767
"ENSG00000132825"	8.9344	8.95878	8.69305	8.8677	8.8506	8.79724	8.78827	8.71167	8.91423	8.8314	8.8673	8.93093
"ENSG00000132832"	5.28697	5.5755	5.32639	6.11471	5.4668	5.47693	5.46936	5.65076	5.74208	5.73891	5.72524	5.81473
"ENSG00000132837"	6.87423	6.5074	6.77139	6.48117	6.43032	6.30972	6.99691	6.69433	7.34909	6.89277	7.56861	6.55396
"ENSG00000132840"	8.4285	8.30396	8.35697	8.33617	8.3816	8.37853	9.01188	8.47768	8.91146	8.42582	8.58812	8.25278
"ENSG00000132842"	10.24234	9.97482	10.26467	10.06018	10.10685	10.12363	10.17983	10.21328	10.07279	9.93676	10.0675	10.09698
"ENSG00000132846"	8.63795	8.9349	8.75237	8.73393	8.51572	8.32818	8.55714	8.77869	8.93763	8.77857	8.79077	8.63912
"ENSG00000132849"	8.51522	8.57868	8.46074	8.24389	8.22685	8.0711	8.1776	7.94334	7.75828	8.30433	8.0897	8.52982
"ENSG00000132854"	6.6801	7.11746	6.85356	8.03031	7.44512	8.14426	6.94575	7.03548	7.04791	7.10974	7.18325	7.17054
"ENSG00000132855"	4.10106	4.36019	4.10871	4.02193	4.05457	4.16209	4.18927	4.31452	4.1466	4.16463	4.13026	4.27473
"ENSG00000132872"	5.84714	6.03535	6.05543	6.30003	6.00418	5.97602	6.29997	6.15746	6.2875	6.28348	6.27693	6.45325
"ENSG00000132874"	6.40038	6.57489	6.51333	6.91322	6.66313	6.86474	6.64847	6.79434	6.90059	6.87801	6.64725	6.91755
"ENSG00000132879"	7.61912	7.64564	7.498	7.4926	7.27934	7.13588	7.44843	7.47848	7.49954	7.52845	7.48067	7.4916
"ENSG00000132881"	7.61729	7.71183	7.6218	7.6761	7.48864	7.38197	7.73648	7.85828	7.97971	7.84363	7.85897	7.8222
"ENSG00000132906"	8.05657	7.94973	8.24372	7.96416	7.65112	7.5236	7.80908	7.77094	8.20756	7.97517	8.25854	8.14938
"ENSG00000132911"	5.70243	5.73754	5.79224	6.12377	6.21734	6.27037	5.76492	5.81905	6.14139	6.15353	5.83841	5.91772
"ENSG00000132912"	10.21925	10.13667	10.08339	10.1118	10.09086	10.04974	10.01928	10.06088	10.00221	10.04359	10.08434	10.03765
"ENSG00000132915"	5.28116	5.38554	5.29955	5.34626	5.398	5.30005	5.29272	5.39334	5.32328	5.46112	5.31581	5.39289
"ENSG00000132932"	5.21692	5.43654	5.36703	5.52825	5.45793	5.48055	5.34018	5.43824	5.52498	5.62144	5.44723	5.53643
"ENSG00000132938"	5.94222	6.09973	5.85316	6.33201	5.8362	6.10092	5.98427	6.15302	6.11898	6.06631	5.93168	6.06823
"ENSG00000132950"	8.27529	8.29166	8.75347	8.28018	8.29179	8.40472	8.09461	8.01605	7.99915	8.39389	8.0886	8.03792
"ENSG00000132952"	9.07052	9.05958	9.49767	9.27183	9.37502	9.565	9.13351	9.39016	9.12401	9.10779	9.06555	9.18489
"ENSG00000132953"	8.5918	8.38413	8.36766	7.99681	8.20824	8.49788	8.46617	8.42462	8.36393	8.29862	8.29381	8.37083
"ENSG00000132958"	4.99181	4.654655	4.668785	4.66016	4.786195	5.25569	4.71361	4.958845	4.737645	4.748815	4.688205	4.631455
"ENSG00000132963"	11.79371	11.75176	11.75581	11.63978	11.71857	11.83706	11.6889	11.73506	11.63108	11.51684	11.61418	11.62683
"ENSG00000132964"	9.83432	9.81605	9.77598	9.14822	9.68669	9.6549	9.43178	9.71295	9.4384	9.32916	9.50167	9.33229
"ENSG00000132965"	6.09311	6.13466	6.09679	6.12091	6.24899	6.09679	6.02816	6.13597	6.14712	6.48071	6.28335	6.04671
"ENSG00000132967"	11.16781	11.1308	11.2986	11.4373	11.70681	11.85663	11.53111	11.50494	11.32745	11.27576	11.34845	11.24485
"ENSG00000132970"	9.95594	9.98789	9.6842	9.58688	9.49333	9.25196	9.48773	9.70379	9.61899	9.763	9.76172	9.56773
"ENSG00000132972"	4.06381	4.08104	4.07229	4.05835	4.16182	4.26058	4.17714	4.0747	4.13442	4.07863	4.16812	4.24983
"ENSG00000132975"	6.06932	6.1402	5.92919	6.41618	6.08914	6.22735	6.23192	6.26743	6.24313	6.41857	6.16006	6.26015
"ENSG00000133019"	4.55656	4.69646	4.56495	4.60161	4.62171	4.60564	4.70215	4.57275	4.65207	4.69028	4.50762	4.6424
"ENSG00000133020"	4.68602	4.74104	4.71423	4.70133	4.75933	4.64678	4.53103	4.73462	4.707	4.65098	4.53997	4.67521
"ENSG00000133026"	11.37341	11.54236	12.52701	11.41684	11.93618	11.09532	12.08361	11.58756	11.99695	12.17231	11.93655	11.39443
"ENSG00000133027"	10.29631	10.38241	10.52641	10.70826	10.66692	10.62199	10.63401	10.6187	10.55021	10.47318	10.56884	10.76074
"ENSG00000133028"	9.37526	9.15645	9.40158	8.95068	9.38107	8.94135	9.22626	9.18785	9.38571	9.17407	9.51292	9.18546
"ENSG00000133030"	10.7147833333333	10.5523066666667	10.78238	10.6400066666667	10.6077566666667	10.6277033333333	10.60824	10.5478666666667	10.5148	10.4389	10.3814266666667	10.6141466666667
"ENSG00000133048"	10.54263	10.60945	7.43742	6.83996	8.94927	7.21229	8.41648	7.53271	9.79175	8.64789	9.31726	8.71664
"ENSG00000133055"	7.62958	7.64975	7.33264	7.8002	7.64334	7.48986	7.44077	7.5899	7.46779	7.51764	7.5022	7.76593
"ENSG00000133056"	7.14311	7.21153	7.13035	6.60153	6.6761	6.55386	6.32013	6.7655	7.42171	7.1548	7.54189	6.79059
"ENSG00000133059"	7.37523	7.39914	7.53205	7.71883	7.55192	7.67773	7.70132	7.55554	7.56676	7.60409	7.56886	7.57376
"ENSG00000133063"	6.27538	6.54811	6.33255	6.6131	6.32668	6.335	6.28024	6.29163	6.32233	6.28616	6.31984	6.19966
"ENSG00000133065"	10.04243	10.12654	9.4652	9.54691	9.55658	9.42666	9.61859	9.58093	9.5859	9.49687	9.51433	9.56232
"ENSG00000133067"	6.60283	6.60704	6.63037	6.71164	6.46381	6.73593	6.51773	6.63629	6.70284	6.64001	6.60233	6.69055
"ENSG00000133069"	6.31623	6.84177	6.60855	6.96195	6.62602	6.36241	6.40571	6.64074	6.56682	6.69254	6.56438	6.71128
"ENSG00000133083"	8.86731	7.55301	8.34811	6.80459	8.17742	6.68019	7.85463	6.92436	8.66044	6.61272	9.31573	7.705
"ENSG00000133101"	6.40345	6.53612	6.42717	6.59739	6.64821	6.64217	6.32793	6.33762	6.41487	6.34245	6.18491	6.37177
"ENSG00000133103"	9.90155	9.8296	10.31891	10.38935	10.33589	10.43969	10.08652	10.37504	9.95218	10.11626	9.58888	9.93187
"ENSG00000133104"	10.15239	10.04177	9.74168	9.36992	9.54275	9.40608	9.60843	9.69579	9.89253	9.90438	9.93823	9.83352
"ENSG00000133105"	4.88418	4.45219	4.40435	4.43294	4.49032	4.5285	4.49791	4.4882	4.47744	4.42291	4.40429	4.51111
"ENSG00000133106"	6.59264	6.11701	5.88642	5.72686	5.74821	5.83039	6.28612	6.67348	6.14876	5.97772	6.39612	6.26734
"ENSG00000133107"	6.79353	6.64375	7.70769	7.09962	7.5245	7.64457	8.65439	8.18152	7.58714	8.31931	7.04519	7.80336
"ENSG00000133110"	12.65346	13.04239	13.40291	13.0149	13.38209	13.43111	13.35356	13.07374	12.63692	13.45341	11.25301	13.08627
"ENSG00000133111"	6.80137	6.66592	7.0003	6.43651	6.59086	6.60917	6.6624	6.60307	6.74245	6.76219	6.69807	6.58869
"ENSG00000133112"	8.48698333333333	8.21562333333333	8.56796666666667	8.24511	8.32308	8.33872666666667	8.5229	8.44835333333333	8.84942666666667	8.63844333333333	8.81165333333333	8.57864
"ENSG00000133114"	7.854125	7.860215	8.13059	7.98485	7.937515	8.0585	7.80968	7.860615	7.87084	8.118595	7.865065	7.953955
"ENSG00000133115"	5.13184	4.99981	5.12736	5.29724	5.42955	5.10405	5.1218	5.17196	5.24482	5.20882	5.07992	5.20837
"ENSG00000133116"	5.14473	5.19407	5.15226	5.22583	5.41816	5.46052	5.21726	5.13963	5.25433	5.28036	5.362	5.10592
"ENSG00000133119"	7.91948	7.54843	8.18297	8.37098	8.74257	9.49107	8.91567	8.63247	8.42621	8.0085	8.41651	8.14189
"ENSG00000133121"	7.81426	7.83137	8.05175	7.38137	7.67057	7.65707	8.04363	8.38221	8.43573	8.23502	8.22651	7.61732
"ENSG00000133124"	5.29954	5.36381	5.42067	5.63158	5.41295	5.3874	5.29981	5.48274	5.56628	5.4804	5.51426	5.50774
"ENSG00000133131"	9.56535666666667	9.57165	9.88603666666667	9.7428	9.80268	9.66233333333333	9.56057333333333	9.80676666666667	9.50436333333333	9.50426333333333	9.65421	9.78382666666667
"ENSG00000133134"	6.128	6.36157	6.04344	6.13136	6.00347	6.10308	6.12051	6.17461	6.24083	6.22996	6.44444	6.21308
"ENSG00000133135"	5.69508	6.16037	5.94995	6.73168	6.22083	6.90736	6.21007	6.24725	5.63185	5.92773	5.92678	6.61442
"ENSG00000133136"	11.78087	11.88639	11.93089	11.87255	11.93586	11.96574	11.5472	11.74163	11.60871	11.60812	11.53546	11.64272
"ENSG00000133138"	8.22639	8.24336	8.59158	8.42304	8.29141	8.56971	8.47422	8.74059	8.0843	8.4006	7.74306	8.49255
"ENSG00000133142"	8.25842	8.4013	8.06962	7.98696	8.15226	7.94579	8.09031	8.18319	8.15305	8.27084	8.00756	8.14419
