"Deep neck_patient 1_hM2"	"Subcutaneous neck_patient 1_hM2"	"Deep neck_patient 2_hM2"	"Subcutaneous neck_patient 2_hM2"	"Deep neck_patient 3_hM2"	"Subcutaneous neck_patient 3_hM2"	"Deep neck_patient 4_hM2"	"Subcutaneous neck_patient 4_hM2"	"Deep neck_patient 5_hM2"	"Subcutaneous neck_patient 5_hM2"	"Deep neck_patient 6_hM2"	"Subcutaneous neck_patient 6_hM2"
"ENSG00000196154"	9.2584	8.70482	9.21877	9.15496	8.97524	8.38641	9.40872	9.77711	8.83047	8.30656	9.01747	8.96959
"ENSG00000196155"	7.45035	7.18238	7.3223	7.39573	7.03532	6.81367	7.60981	7.45586	7.01016	7.28562	7.32593	7.53579
"ENSG00000196156"	6.62838	6.77283	6.75418	7.05477	6.93771	7.13519	6.75718	6.70359	6.82168	6.66955	6.75075	6.8169
"ENSG00000196159"	9.41901	9.48983	8.74493	9.82891	9.44723	9.25306	9.07434	9.05229	9.32791	9.85237	9.05639	9.40318
"ENSG00000196166"	5.43066	5.51036	5.33515	5.60576	5.50346	5.66117	5.55969	5.58433	5.54358	5.51241	5.46029	5.5584
"ENSG00000196167"	6.40438	6.4553	6.31757	6.35338	6.28695	6.45392	6.31933	6.35633	6.52854	6.444	6.30913	6.3355
"ENSG00000196169"	7.14142	7.2937	7.2555	7.42233	7.24467	7.05996	7.23427	7.34711	7.414	7.3502	7.37582	7.41521
"ENSG00000196171"	5.17175	5.22116	5.26135	5.52426	5.54608	5.50538	5.26119	5.17262	5.17611	5.21658	5.16517	5.18201
"ENSG00000196172"	5.38466	5.67347	5.24754	5.15098	5.10008	5.51896	5.20985	5.48462	5.3846	5.55261	5.47034	5.34921
"ENSG00000196177"	8.16253	8.01789	8.04954	7.33181	7.43365	7.31143	7.75025	7.51868	7.7263	7.66657	7.69463	7.68899
"ENSG00000196182"	8.66784	8.65323	8.1933	8.04151	8.22621	8.05744	8.35173	8.32938	8.18011	8.32814	8.21593	8.24505
"ENSG00000196183"	9.69081	9.82564	9.79281	9.62382	9.80371	9.63896	9.87598	10.05989	10.06843	9.81444	9.92775	9.92033
"ENSG00000196184"	5.63322	5.74149	5.7339	6.04832	5.88524	5.95488	5.76808	5.79055	5.70018	5.68842	5.68639	5.76808
"ENSG00000196187"	9.84899	9.80002	9.37137	9.57034	9.34567	9.37068	9.56944	9.3027	9.2922	9.44647	9.36083	9.37846
"ENSG00000196188"	6.01457	6.05096	6.04707	6.35585	6.13586	6.14119	5.98344	5.95803	6.05033	5.95876	5.9814	6.02249
"ENSG00000196189"	6.4021	6.61161	6.54861	6.82326	6.49875	6.69772	6.71187	6.46585	6.53052	6.56945	6.60167	6.62369
"ENSG00000196196"	7.25281	7.34047	7.32539	7.36641	7.23296	7.24653	7.36939	7.39532	7.49148	7.70278	7.41672	7.50469
"ENSG00000196199"	8.93055	8.72942	8.82748	8.54594	8.48218	8.48529	8.74564	8.73894	8.84735	8.80685	8.98416	8.844
"ENSG00000196204"	9.03958	9.35826	9.14693	9.17512	9.33032	9.44502	9.04684	9.25445	8.97982	9.11522	8.94396	9.06212
"ENSG00000196205"	13.60886	13.63303	13.619925	13.5174	13.642385	13.63167	13.57196	13.557725	13.589265	13.580225	13.619805	13.626765
"ENSG00000196208"	5.81315	5.82112	5.80406	6.03101	5.84551	5.92265	5.72342	5.84431	5.8291	5.95592	5.81864	5.83561
"ENSG00000196209"	6.26252	6.26826	6.30338	6.68697	6.2707	6.33964	6.3998	6.32388	6.2901	6.31579	6.45739	6.27644
"ENSG00000196214"	8.26834	8.04588	7.98825	7.69649	7.73808	7.73996	8.08964	8.01236	8.33779	8.10599	8.31624	8.08384
"ENSG00000196218"	6.63986	6.73794	6.59487	7.01314	6.55456	6.56531	6.65245	6.70175	6.70239	6.69494	6.67125	6.79912
"ENSG00000196220"	6.53688	6.75115	6.51845	6.62189	6.60026	6.4262	6.68414	6.70865	6.60794	6.52146	6.71494	6.65423
"ENSG00000196224"	8.71687	9.001985	8.953185	9.264525	9.174465	9.22207	8.784565	8.835585	8.930365	8.94781	8.76656	9.053345
"ENSG00000196227"	8.27575	7.80299	7.81256	7.67875	7.69962	8.07244	7.83386	7.84361	8.17569	7.75285	8.12273	7.83329
"ENSG00000196228"	4.586	4.39283	4.48255	4.6852	4.6167	4.5434	4.51074	4.55988	4.47298	4.35971	4.5668	4.76828
"ENSG00000196230"	13.29085	13.27859	13.21167	13.30811	13.40805	13.43195	13.29708	13.28989	13.28851	13.25531	13.29593	13.27888
"ENSG00000196233"	8.75661	8.76879	8.59241	8.57811	8.67949	8.74818	8.67395	8.66755	8.47002	8.77072	8.45509	8.7092
"ENSG00000196235"	8.8584	8.90038	8.76884	8.8243	8.72349	8.74481	8.85278	8.86875	8.5776	8.76487	8.49554	8.79713
"ENSG00000196236"	8.9448	8.91376	8.94221	8.7626	8.7851	9.02095	8.83684	8.84518	8.71635	8.69728	8.81861	8.74639
"ENSG00000196240"	5.32277	5.360295	5.50768	5.86575	5.96625	5.729415	5.36503	5.47498	5.560455	5.480125	5.451635	5.51478
"ENSG00000196242"	5.89059	5.91112	5.94735	6.04709	5.89424	5.72988	5.94638	5.78448	6.02274	5.85352	5.86976	5.94229
"ENSG00000196243"	5.48615	5.54971	5.752	5.7264	5.93666	6.20207	5.75351	5.76907	5.79078	5.72338	5.79723	5.83445
"ENSG00000196247"	7.4422	7.23184	7.05167	6.87335	6.96429	7.11689	6.82205	6.91423	6.80269	6.72454	7.1788	7.0173
"ENSG00000196248"	6.50755	6.57326	6.5849	6.74409	6.7873	6.55672	6.32417	6.42112	6.61997	6.26225	6.56454	6.57949
"ENSG00000196260"	6.803975	6.993	6.732985	7.019785	6.791825	6.8186	6.83515	6.75751	6.7349	6.761565	6.79228	6.796245
"ENSG00000196262"	11.44219	11.4650866666667	11.5469866666667	11.4731033333333	11.5222833333333	11.6645233333333	11.3800033333333	11.47162	11.31168	11.36219	11.2890833333333	11.34321
"ENSG00000196263"	6.86291	6.84451	6.46901	6.48579	6.5627	6.42355	6.5946	6.45563	6.75703	6.77293	6.76499	6.5191
"ENSG00000196266"	6.23456	6.41926	6.38909	6.48746	6.54245	6.44356	6.326	6.24868	6.31884	6.39097	6.48386	6.41147
"ENSG00000196267"	7.76238	7.76093	7.96597	7.47242	7.49168	7.68711	7.71224	7.80523	7.93409	7.86809	7.90709	7.79198
"ENSG00000196268"	8.402815	8.51858	8.068505	7.79738	7.58874	7.756355	7.620175	7.634385	7.615805	7.772225	7.940395	7.64144
"ENSG00000196273"	6.33486	6.48394	6.40981	6.56802	6.14997	6.46143	6.34164	6.29553	6.43764	6.37634	6.46979	6.3666
"ENSG00000196275"	9.031115	9.062695	8.93536	8.87076	8.38026	8.115945	8.78973	8.85165	9.082705	9.326375	9.11103	8.95032
"ENSG00000196277"	5.11224	5.08343	4.9138	5.26182	5.21084	5.25821	5.17417	5.24677	5.12432	5.23443	5.24308	5.22984
"ENSG00000196284"	7.73644	7.85386	7.75932	7.59732	7.6027	7.98709	7.99451	8.33099	7.41238	7.98785	7.2421	8.097
"ENSG00000196290"	8.6367	8.55072	8.46269	8.42762	8.48293	8.85248	8.45587	8.39109	8.44349	8.42496	8.38174	8.2366
"ENSG00000196295"	6.8113	6.89155	7.08713	6.72058	7.01823	7.08746	6.73596	6.64998	6.95793	6.94976	7.06803	6.98604
"ENSG00000196296"	6.40038	6.40088	6.53319	6.67298	6.44856	6.39041	6.56749	6.47454	6.42064	6.43746	6.46855	6.50944
"ENSG00000196301"	5.34738	5.54099	5.42701	5.6366	5.45765	5.50589	5.34696	5.73777	5.62707	5.53923	5.47663	5.83767
"ENSG00000196302"	11.0927757142857	10.9402357142857	11.4021542857143	11.14629	11.01045	10.9592285714286	11.09945	10.7293028571429	11.18513	11.3946228571429	11.2241171428571	11.35133
"ENSG00000196305"	12.25175	12.15403	12.28802	11.8351	12.10353	11.90457	12.0351	12.11462	12.28604	12.14273	12.2954	12.10165
"ENSG00000196312"	10.70189	10.70179	10.68139	10.69274	10.79077	10.76471	10.53919	10.48574	10.65671	10.50167	10.53996	10.56034
"ENSG00000196313"	10.241935	10.28326	9.9462575	9.8588	9.97099	10.1137325	9.9611175	9.975715	9.7571075	9.846845	9.73196	9.8626
"ENSG00000196323"	9.53975	9.68241	9.39665	8.98697	9.12166	8.99635	9.34786	9.42322	9.53185	9.77282	9.69672	9.46906
"ENSG00000196329"	6.00705	6.08422	6.06843	6.23057	6.35118	6.17187	5.90968	6.01579	6.02209	5.9888	6.01738	6.01994
"ENSG00000196335"	4.60944	4.62552	4.50229	4.74409	4.76541	4.74688	4.64729	4.72451	4.63438	4.9034	4.57767	4.57545
"ENSG00000196337"	7.32622833333333	7.43255666666667	7.51980166666667	7.61373166666667	7.40635833333333	7.50835666666667	7.43829166666667	7.44144333333333	7.49669166666667	7.442975	7.44216333333333	7.532165
"ENSG00000196338"	7.43858	7.75828	7.80678	7.82508	7.49736	7.64962	7.58196	7.56545	7.78257	7.77424	7.74042	7.66651
"ENSG00000196341"	4.60434	4.45403	4.50144	4.45143	4.44232	4.55728	4.44972	4.40314	4.38317	4.55947	4.43169	4.4996
"ENSG00000196344"	5.09009	5.33462	5.03067	5.43891	5.51912	5.27585	5.21267	5.46558	5.5422	5.45299	5.51023	5.39906
"ENSG00000196345"	7.49532	7.32958	6.99182	6.6531	7.17771	6.89187	7.22587	7.10609	7.41038	7.36111	7.45404	7.03914
"ENSG00000196350"	4.36466	4.45877	4.21233	4.22016	4.18713	4.10043	4.14538	4.15757	4.18095	4.15079	4.18673	4.2073
"ENSG00000196352"	10.43052	10.50684	11.56194	10.26738	10.70169	10.68651	10.24476	10.77645	11.22655	11.19142	11.46092	10.52126
"ENSG00000196353"	5.24772	5.31464	5.4393	5.53627	5.5665	5.48914	5.412	5.44584	5.36792	5.38993	5.22453	5.40475
"ENSG00000196357"	6.64847	6.71619	6.88076	6.67014	6.70399	6.5916	6.3952	6.64482	6.55571	6.50907	6.65912	6.60522
"ENSG00000196358"	7.60952	7.56434	7.51809	7.8257	7.49632	7.50247	7.39635	7.50601	7.61654	7.72355	7.54055	7.55348
"ENSG00000196361"	6.42969	6.33492	6.34351	6.627	6.37342	6.37379	6.27765	6.35584	6.33013	6.2784	6.39758	6.4293
"ENSG00000196363"	9.21087	9.18835	8.8628	9.0099	8.99249	9.06102	9.04431	9.22047	8.79638	8.90226	8.89804	8.89986
"ENSG00000196364"	8.87804	8.95167	9.01029	9.34902	9.0757	9.00846	8.95714	8.89188	8.99262	8.89867	8.98784	9.04689
"ENSG00000196365"	9.00624	9.27195	8.55496	8.40685	8.2212	8.36072	8.88487	9.08237	8.82427	9.0407	8.86781	8.86577
"ENSG00000196366"	6.48516	6.75444	6.43232	6.72329	6.48864	6.32258	6.676	6.67342	6.50644	6.54593	6.48999	6.66974
"ENSG00000196367"	9.59326	9.49249	9.63464	9.4289	9.62349	9.64035	9.83184	9.59815	9.49524	9.51704	9.56159	9.59999
"ENSG00000196368"	7.3557	7.54917	7.6387	7.63645	7.54917	7.51904	7.59869	7.42304	7.46291	7.32178	7.3274	7.47312
"ENSG00000196369"	10.83273	10.6573	10.88509	10.758925	10.669215	10.805105	11.122955	10.966465	11.212845	11.045455	11.326265	10.981175
"ENSG00000196371"	8.52161	8.60962	8.28331	8.60598	8.4575	8.45164	8.50891	8.55436	8.5077	8.616	8.43257	8.53227
"ENSG00000196372"	7.43689	7.5599	7.43904	7.44134	7.46275	7.47431	7.34684	7.72047	7.67019	7.71294	7.77532	7.50099
"ENSG00000196376"	5.96821	6.09287	6.11973	6.10446	5.99077	5.96066	6.12339	5.92935	5.98275	6.22638	6.04086	6.06058
"ENSG00000196378"	7.05036	6.98164	7.25783	7.19331	7.25736	7.03067	7.08647	6.95797	7.1261	7.11352	7.10793	6.8744
"ENSG00000196381"	4.57033	4.35732	4.44393	4.27226	4.40069	4.19929	4.4346	4.51726	4.66762	4.65698	4.46829	4.39652
"ENSG00000196383"	5.68118	5.50851	5.6847	5.5907	5.92568	5.91601	5.62211	5.65994	5.71609	5.74971	5.74375	5.78174
"ENSG00000196387"	8.44362	8.48772	8.4351	7.94974	8.27074	8.26554	8.04828	8.38168	8.38766	8.24905	8.19798	8.20469
"ENSG00000196388"	7.05032	7.07484	6.99959	7.02099	6.86526	6.85765	6.97533	6.98568	7.12518	7.09565	6.83542	6.99959
"ENSG00000196391"	7.37206	7.15793	7.39727	7.09192	7.28452	7.31451	7.07784	7.13813	6.92954	7.38444	7.11868	7.03655
"ENSG00000196395"	5.65866	5.70352	5.7968	6.11468	6.07013	5.99479	5.74056	5.79397	5.84908	5.75128	5.7121	5.80624
"ENSG00000196396"	9.79798	9.86944	9.71216	9.84566	9.77156	9.93174	9.83569	9.58626	9.44959	9.63051	9.55946	9.71247
"ENSG00000196403"	6.80378	6.83205	6.85806	7.16102	6.95517	7.11885	6.71615	6.87417	6.74192	6.83825	6.83141	6.86738
"ENSG00000196405"	8.06071	8.61534	8.54088	8.60268	8.48174	8.20131	8.4393	8.88487	8.45406	8.90154	8.32573	8.42599
"ENSG00000196406"	5.90326	6.03114	5.769015	6.097055	6.2127475	6.04796	5.9169125	5.8937875	6.042375	5.848125	5.8848375	6.06471
"ENSG00000196407"	5.81138	5.85509	5.86636	6.01322	5.83106	5.79802	5.93726	5.83298	6.05946	5.89923	5.95784	5.88304
"ENSG00000196408"	7.16462	7.37802	7.25413	7.44799	7.23186	7.19619	7.33541	7.49128	7.45725	7.54492	7.49244	7.52805
"ENSG00000196411"	8.64541	8.65077	8.66326	8.33471	8.51891	8.25992	8.7905	8.24392	8.67183	8.54256	8.56394	8.29956
"ENSG00000196415"	8.15485	8.25144	8.25071	8.54316	8.23233	8.13354	8.02885	8.18663	8.29506	8.27083	8.28336	8.25441
"ENSG00000196417"	10.09253	10.067545	10.173185	9.99241	10.057075	10.092615	9.97434	9.986265	10.19612	10.09783	10.163225	10.000755
"ENSG00000196418"	7.06331	6.9267	6.85368	6.6619	7.05265	6.91415	6.9601	6.97494	7.1019	7.28483	6.90823	6.76363
"ENSG00000196419"	10.66505	10.58904	10.68446	10.69846	10.68537	10.72972	10.89384	10.76422	10.68144	10.63325	10.54105	10.6358
"ENSG00000196420"	5.98937	5.90843	6.06676	6.18783	6.23362	6.04956	6.07406	5.82854	5.9656	6.05949	6.13123	6.07316
"ENSG00000196421"	7.65417	7.84175	7.71746	8.22527	7.76582	7.71349	7.77472	7.85089	7.90319	7.86093	7.8909	7.92517
"ENSG00000196422"	7.38835	7.34839	7.43228	7.46584	7.27941	7.1155	7.327	7.2838	7.42867	7.40073	7.54146	7.41889
"ENSG00000196427"	6.39709333333333	6.36184333333333	6.18345	6.35956	6.82653666666667	6.84752	6.42322333333333	6.47042666666667	6.50634333333333	6.49098	6.45537333333333	6.44684333333333
"ENSG00000196428"	9.43606	9.97772	9.3945	10.06189	9.61603	10.168	9.59289	9.83862	9.32558	10.04328	9.36085	9.92991
"ENSG00000196431"	7.0903	7.15553	6.9104	7.22354	7.12005	7.05721	7.1501	6.97498	6.86133	7.10533	6.82321	7.10988
"ENSG00000196436"	11.1674357142857	11.08444	11.4804628571429	11.0683814285714	11.1990142857143	11.2091985714286	11.0102885714286	10.6117085714286	10.6697142857143	10.8759757142857	10.8923785714286	11.0971285714286
"ENSG00000196437"	6.92579	6.81836	6.71193	6.44034	6.68733	6.37284	6.72589	6.91621	7.0333	6.87073	6.74299	6.62777
"ENSG00000196440"	6.56038	6.21192	6.78319	6.57472	6.16559	6.19689	6.29742	6.32217	6.17136	6.29182	6.38293	6.59531
"ENSG00000196449"	8.85205	8.89718	8.77741	9.06373	8.85334	9.00748	9.14292	9.16184	8.91176	8.86084	8.7641	8.96376
"ENSG00000196453"	8.3755	8.33461	7.88088	7.91814	7.97707	7.86328	7.9811	8.13483	8.03626	8.07868	8.02577	7.92948
"ENSG00000196455"	9.69097	9.53113	9.49692	9.46061	9.60662	9.85543	9.44789	9.41265	9.60155	9.60301	9.57737	9.45917
"ENSG00000196456"	8.14083	8.4398	8.28683	8.71893	8.16553	8.26915	8.45961	8.62151	8.53124	8.50954	8.53855	8.57365
"ENSG00000196458"	7.83062	7.81947	7.80024	7.4523	7.42985	7.47064	7.67495	7.51252	7.63855	7.60014	7.64846	7.39804
"ENSG00000196459"	8.28941	8.16469	8.0257	7.23191	7.31587	7.34521	7.33647	7.35716	7.46281	7.73915	7.22527	7.22932
"ENSG00000196460"	5.29803	5.38124	5.23367	5.79286	5.75343	6.30673	6.03118	6.01904	5.35046	5.25678	5.36537	5.73515
"ENSG00000196465"	8.37288	8.45838	8.37713	8.3788	8.2681	8.02703	8.73761	8.70084	8.64487	8.71393	8.53182	8.53378
"ENSG00000196466"	7.40788	7.01611	6.99096	6.71996	6.82081	6.81991	7.04611	7.20042	7.08463	7.13727	7.03722	7.03181
"ENSG00000196468"	5.74777	5.42212	6.33911	5.6926	5.67077	5.39954	8.20142	5.92094	8.14513	6.0876	8.44471	5.96472
"ENSG00000196470"	8.4475	8.46724	8.36601	8.30702	8.5852	8.29228	8.44667	8.40249	8.50696	8.56255	8.5371	8.48636
"ENSG00000196472"	4.6669	4.65205	4.49551	4.72481	5.5671	5.30464	4.8181	4.80302	4.73414	4.79341	4.64655	4.67228
"ENSG00000196475"	4.71261	4.56736	4.64114	4.65546	5.18213	5.10142	4.82285	4.73233	4.7054	4.59724	4.61128	4.49369
"ENSG00000196476"	6.68886	7.14556	7.13408	6.79639	7.17574	6.92776	7.01618	7.01582	6.84315	6.94164	6.95841	7.18613
"ENSG00000196482"	4.68916	4.67154	4.58952	4.79172	4.83377	4.95876	4.7651	4.81891	4.75467	4.86515	4.79109	4.82821
"ENSG00000196497"	9.28456	9.16547	9.26981	9.12781	9.35895	9.36621	9.5752	9.33875	9.49066	9.2316	9.35643	9.20571
"ENSG00000196498"	9.35052	9.45879	9.38407	9.38374	9.18487	9.33714	9.37985	9.47867	9.29548	9.55245	9.32632	9.34731
"ENSG00000196502"	7.10476	7.1496	7.05725	6.93911	6.88928	6.62065	7.09126	6.93371	7.35894	6.97093	7.14322	7.01439
"ENSG00000196503"	5.59223	5.58931	5.61431	5.63265	5.83312	5.68378	5.61254	5.82657	5.54928	5.53305	5.59028	5.67897
"ENSG00000196504"	10.24324	10.07277	10.04659	9.90383	10.07264	10.13308	9.99554	10.11742	9.91571	9.91068	9.98894	9.87346
"ENSG00000196505"	10.08053	10.03208	10.10164	9.97924	9.99977	10.19919	9.85937	9.81522	9.9211	9.97715	9.86148	9.93517
"ENSG00000196507"	8.51174	8.45405666666667	8.19925	8.08236666666667	8.10756666666667	7.81497	8.31132333333333	8.17853333333333	8.26145333333333	8.27637333333333	8.22403333333333	8.21649333333333
"ENSG00000196510"	9.60208	9.37534	9.84579	9.37436	9.77883	9.81961	9.47792	9.5206	9.46913	9.31426	9.3404	9.39592
"ENSG00000196511"	5.80153	5.47118	6.24805	5.53548	5.82746	5.64806	5.95971	5.98068	5.83641	5.65308	6.00129	5.6186
"ENSG00000196517"	9.68876	9.73643	9.58745	9.15863	9.19442	8.80115	9.4195	9.61137	9.48391	9.54924	9.32487	9.53519
"ENSG00000196526"	10.81168	10.46292	10.85975	9.83297	9.6437	9.39137	10.96193	10.82433	10.7577	10.51771	10.75949	10.26457
"ENSG00000196531"	11.30314	11.16193	11.18945	11.05551	11.12854	11.12561	11.46735	11.49899	11.36146	11.25621	11.29791	11.35915
"ENSG00000196534"	5.43607	5.4385	5.52967	5.70825	5.65262	5.62181	5.72039	5.54921	5.60943	5.62797	5.71444	5.78679
"ENSG00000196535"	8.37561	8.27178	8.24707	8.17156	8.2171	7.86395	8.35041	8.16749	8.22571	8.27942	8.21666	8.33691
"ENSG00000196539"	6.62804	6.609855	6.50059	6.84313	6.956045	7.17822	6.549035	6.592025	6.4657	6.33868	6.45951	6.529515
"ENSG00000196542"	5.26446	5.27776	5.21962	5.23634	5.21922	5.13144	5.30956	5.32523	5.24764	5.38376	5.22617	5.2917
"ENSG00000196544"	7.55198	7.42863	7.36876	7.52894	7.46121	7.43614	7.32402	7.51372	7.33343	7.30355	7.42572	7.44929
"ENSG00000196547"	8.7961	8.79434	8.70569	8.56431	8.44739	8.38236	8.53052	8.35479	8.37996	8.45513	8.28422	8.27141
"ENSG00000196549"	10.69437	12.78195	6.48159	11.35009	8.04215	11.29597	7.30475	12.35825	8.93253	12.19302	9.07485	12.33582
"ENSG00000196550"	6.2594225	6.159995	6.83292	7.16862	8.08583	8.738045	7.8398675	7.67624	7.0422875	6.5489425	7.0635375	6.8674275
"ENSG00000196553"	4.25558	4.27419	4.16812	4.36993	4.57444	4.54703	4.35334	4.39952	4.3456	4.44689	4.31327	4.25694
"ENSG00000196557"	7.77385	8.08541	8.22835	7.68998	7.69182	7.59024	7.46603	7.50681	7.53635	7.64854	7.55175	7.76362
"ENSG00000196562"	8.61029	9.21717	7.77356	8.56084	8.41937	7.90231	8.02225	8.75324	9.57978	9.58107	9.28056	8.05969
"ENSG00000196565"	5.99874	6.10789	5.90364	6.16785	6.45369	6.38365	6.08575	5.97422	5.98758	5.92652	5.99895	6.13348
"ENSG00000196569"	10.24211	10.05865	10.91248	9.36138	8.94977	9.46893	9.73991	9.11854	9.68433	9.65772	9.56626	9.72799
"ENSG00000196570"	7.36043	7.65479	7.43445	7.60062	7.3149	7.28801	7.53555	7.56367	7.57474	7.58109	7.67531	7.6181
"ENSG00000196576"	11.27257	11.37109	11.00653	11.01082	10.89457	10.74274	11.01634	10.66871	10.84525	11.08518	10.81655	10.96675
"ENSG00000196578"	4.22413	4.26609	4.22883	4.41511	4.37519	4.46618	4.39756	4.27264	4.27104	4.25581	4.23894	4.37255
"ENSG00000196581"	5.42832	5.58319	5.38518	5.86054	5.49426	5.43781	5.40074	5.41256	5.33047	5.32624	5.60258	5.6495
"ENSG00000196584"	6.22137	6.23841	6.80821	6.77178	7.13543	8.08904	7.55261	7.06943	6.88492	6.44862	6.91526	6.52259
"ENSG00000196586"	9.00322	8.88834	8.93259	8.96805	8.65933	8.86405	8.80853	8.96694	8.59412	9.01367	8.76042	8.86777
"ENSG00000196588"	9.37325	9.4829	9.25243	9.15817	9.20482	9.11117	9.0991	9.18943	9.19837	9.47055	9.20692	9.24712
"ENSG00000196589"	6.10152	6.241	6.243095	6.303075	6.498165	6.424045	6.197185	6.238115	6.221015	6.25471	6.244445	6.27585
"ENSG00000196591"	10.27283	10.18342	10.56959	10.23288	10.40667	10.45346	10.45411	10.31933	10.18427	10.07764	10.04772	10.13827
"ENSG00000196593"	6.54429	6.582	6.41284	6.73375	6.43635	6.57143	6.77737	6.7795	6.68379	6.72643	6.6575	6.67255
"ENSG00000196597"	7.38883	6.90697	7.26531	6.59358	6.94145	7.08354	7.1367	6.90996	7.12354	7.17103	7.33972	7.0861
"ENSG00000196600"	5.25804	5.3398	5.1586	5.42576	5.39074	5.51527	5.29541	5.47888	5.38946	5.39469	5.42648	5.32146
"ENSG00000196604"	9.2653975	9.33628125	9.27384375	9.2941025	9.757435	9.8167075	9.40508625	9.39057375	9.2056175	9.3545725	9.18298375	9.38519875
"ENSG00000196605"	6.42888	6.07426	6.38801	6.20212	5.89915	6.06238	6.47714	6.12867	6.00977	6.32073	6.32269	6.46986
"ENSG00000196611"	6.05619	6.26952	11.51089	8.94716	10.14054	9.8192	11.78978	9.37596	7.38417	7.43367	8.01937	9.67264
"ENSG00000196616"	8.91852	7.50449	10.75044	6.84665	9.3517	5.90455	11.63739	7.10598	9.83533	5.47634	10.82587	7.57858
"ENSG00000196620"	4.95561333333333	4.86179	4.98866	5.14255333333333	5.89788	5.93250333333333	4.84821333333333	5.16066	5.02781333333333	5.20056333333333	4.97791	4.84995333333333
"ENSG00000196628"	11.27969	11.28209	11.09033	11.28907	11.37675	11.56665	10.76772	11.62603	11.37115	11.5687	11.16712	11.36153
"ENSG00000196632"	5.93394	5.7523	5.58657	5.56768	5.56492	5.52289	5.06123	5.30451	5.10236	5.08581	5.21138	5.04297
"ENSG00000196636"	7.24771	7.18165	7.46245	7.17341	7.59379	7.48126	7.19827	7.52357	7.38574	7.16387	7.3911	7.14844
"ENSG00000196639"	7.45742	7.4894	8.21968	7.29476	7.21439	7.45058	7.85802	7.22406	7.64596	7.05925	7.8422	7.59005
"ENSG00000196642"	9.01991	9.04976	8.86336	8.96293	8.99854	8.93049	8.94884	8.96936	8.97938	8.97088	8.89057	8.94009
"ENSG00000196646"	8.52187	8.25767	8.36438	8.08002	8.11246	7.89397	8.14536	8.0251	8.38142	8.33546	8.47205	8.15575
"ENSG00000196652"	7.77131	7.79401	7.74777	7.53136	7.78163	7.79502	7.60911	7.78958	7.8692	7.95104	7.921	7.72412
"ENSG00000196653"	7.00483	6.93391	6.8616	6.56248	6.55333	6.56264	6.64684	6.61285	6.95182	6.85798	6.84655	6.77283
"ENSG00000196655"	10.462725	10.3852	10.441925	10.392845	10.126415	10.164895	10.416	10.51658	10.10069	10.082005	10.05435	10.0812
"ENSG00000196656"	10.5665483333333	10.4958983333333	11.19868	11.0263766666667	10.9716916666667	10.9852083333333	11.3129866666667	11.2611883333333	11.5451716666667	11.43889	11.1512233333333	11.16169
"ENSG00000196659"	6.76205	6.59362	6.65817	6.46683	6.18787	6.08752	6.0186	5.74921	6.75006	6.35582	6.37755	6.10385
"ENSG00000196660"	5.89158	6.05013	5.98597	6.08166	6.16461	6.25806	5.82653	5.84322	5.99422	5.87745	6.18266	6.22161
"ENSG00000196661"	4.383835	4.549705	4.22218	4.502515	5.20635	5.32526	4.50217	4.59253	4.386795	4.651775	4.375995	4.62421
"ENSG00000196663"	8.29049	8.38425	8.3533	8.12592	8.24093	8.08385	8.15675	8.01706	8.25281	8.21773	8.07736	8.39876
"ENSG00000196664"	4.55757	4.65355	4.61754	4.7581	4.76956	4.61856	4.53886	4.61938	4.7229	4.66153	4.54217	4.64459
"ENSG00000196666"	6.4829	6.77427	6.78176	6.7899	6.37685	6.43221	6.42472	6.67836	6.54802	6.50758	6.72119	6.49896
"ENSG00000196668"	6.22615	6.37374	6.35178	6.72795	6.47815	6.1624	6.26164	6.27753	6.42586	6.41566	6.42715	6.35685
"ENSG00000196670"	7.52045	7.2112	7.09074	6.55401	6.71638	6.89038	7.1777	7.11314	7.47196	7.54435	7.43673	6.97845
"ENSG00000196678"	7.53169	7.30532	7.56526	7.28954	7.58181	7.9941	7.48854	7.64939	7.44837	7.47549	7.50475	7.23557
"ENSG00000196683"	9.24966	9.14187	9.10019	8.98861	9.14418	9.16362	9.06053	9.25628	9.41525	9.30527	9.41871	9.2141
"ENSG00000196684"	6.5935	6.77358	6.49993	6.82941	6.44399	6.6579	6.73163	6.75229	6.7525	6.64461	6.56949	6.81743
"ENSG00000196689"	7.6816	7.71498	7.8436	7.84923	7.69392	7.23248	7.81902	7.86447	7.93326	7.85249	8.07092	7.94722
"ENSG00000196693"	8.38272	7.86575	8.11312	7.88764	7.86256	7.80578	8.14663	7.84619	8.04138	8.46607	7.8118	8.30337
"ENSG00000196696"	9.13951	9.10695	9.87046	9.38914	9.47836	9.55331	9.45752	9.28634	8.67106	9.30297	9.17143	9.49569
"ENSG00000196700"	8.20936	8.27636	8.10394	7.74423	7.94795	7.55948	8.00342	8.13908	8.23677	8.13623	7.99465	8.02195
"ENSG00000196704"	11.01177	11.0125	10.94004	10.94417	10.85092	10.69666	10.8713	10.9308	10.97462	10.9559	10.85698	10.74644
"ENSG00000196705"	7.54776	7.71117	7.21694	6.76972	7.05989	7.05025	6.97084	6.97583	7.33397	7.51636	7.22363	6.98982
"ENSG00000196711"	5.79224	5.82436	5.75086	5.7412	5.74343	5.82059	5.70278	5.54522	5.6175	5.68821	5.71828	5.68461
