"iWAT_M08(r1)"	"iWAT_M08(r2)"	"iWAT_M08(r3)"	"Beige/brite (cold on iWAT)_M08(r1)"	"Beige/brite (cold on iWAT)_M08(r2)"	"Beige/brite (cold on iWAT)_M08(r3)"	"iWAT_M08(r4)"	"iWAT_M08(r5)"	"iWAT_M08(r6)"	"Beige/brite (cold on iWAT)_M08(r4)"	"Beige/brite (cold on iWAT)_M08(r5)"	"Beige/brite (cold on iWAT)_M08(r6)"
"ENSMUSG00000050549"	8.868785	8.938815	8.910905	8.54485	8.603755	8.451875	8.973525	8.76556	8.559665	8.584395	8.677215	8.78757
"ENSMUSG00000050550"	9.19862	9.25832	9.28716	9.02273	9.08431	9.00041	9.24111	9.28016	9.54574	8.88401	8.97589	8.93749
"ENSMUSG00000050552"	9.1856	9.17614	9.22729	9.00718	8.99082	8.52979	9.31807	9.08728	9.13788	9.49758	9.7066	9.46048
"ENSMUSG00000050553"	4.73828	4.76065	4.81529	4.81365	4.76199	4.82354	4.91138	4.81219	4.73284	4.86063	5.03035	4.93749
"ENSMUSG00000050555"	5.29242	5.40655	5.40291	5.37837	5.37694	5.45026	5.46969	5.3698	5.53016	5.84075	5.53448	5.7703
"ENSMUSG00000050556"	6.489915	6.44856	6.30203	6.6979	6.725425	6.5061	6.47282	6.52508	6.21768	6.86035	6.78541	6.994125
"ENSMUSG00000050558"	5.020845	5.047645	5.05281	5.17455	5.185785	5.18964	4.98982	4.99644	5.049645	5.12774	5.137295	5.16017
"ENSMUSG00000050565"	9.2960675	9.35414	9.3239	9.0943075	9.1980025	9.2762375	9.4572	9.482115	9.41297	9.16773	9.34924	9.12017
"ENSMUSG00000050567"	7.883345	7.805565	7.645115	7.796445	7.83992	7.66673	7.78757	7.974325	7.734895	7.64379	7.812655	7.755795
"ENSMUSG00000050578"	4.49575	4.51613	4.58912	4.63975	4.6358	4.61062	4.61444	4.50831	4.62656	4.60945	4.57435	4.63203
"ENSMUSG00000050587"	5.00963666666667	4.98499666666667	5.01456	4.98031666666667	5.01349	5.02218333333333	5.05588333333333	4.98713333333333	5.02149	5.01745	5.03148666666667	5.06769
"ENSMUSG00000050592"	8.90361	8.78189	8.83714	8.27008	8.48318	8.20848	8.57168	8.70564	8.78696	8.20272	8.42334	8.38469
"ENSMUSG00000050605"	5.4625	5.53434	5.54903	5.5698	5.21521	5.65424	5.72233	5.54853	5.6544	5.38636	5.62207	5.63353
"ENSMUSG00000050608"	9.49491	9.55249666666667	9.53605	10.07384	9.99878	9.95126666666667	9.56832333333333	9.49285	9.54395	10.0563766666667	10.08233	10.1088433333333
"ENSMUSG00000050612"	6.30962	6.27887	6.2698	6.40126	6.25888	6.38379	6.26075	6.24023	6.2656	6.32461	6.36565	6.34399
"ENSMUSG00000050619"	5.15312	5.16786	5.21177	5.20507	5.32645	5.53765	5.18147	5.21128	5.28449	5.31641	5.33696	5.24146
"ENSMUSG00000050621"	13.46469	13.48297	13.50814	13.31594	13.31664	13.21208	13.40318	13.55242	13.60419	12.81532	12.94093	12.7068
"ENSMUSG00000050623"	5.34051	5.32434	5.35198	5.38967	5.33217	5.33318	5.25404	5.34336	5.34873	5.44608	5.47759	5.64054
"ENSMUSG00000050627"	8.170425	8.135125	8.131195	7.727875	7.822645	7.6698	8.021585	7.993825	7.98996	7.8927	8.14121	7.74056
"ENSMUSG00000050628"	9.69728	9.63649	9.782	9.70974	9.64199	9.77658	9.59776	9.28831	9.4248	9.31031	9.61253	9.41272
"ENSMUSG00000050635"	4.80092	5.00797	4.89798	4.9613	4.94584	4.91359	4.87195	4.89945	4.87287	4.9386	4.98276	5.04445
"ENSMUSG00000050640"	5.431905	5.37977	5.48751	5.309205	5.280045	5.275605	5.35456	5.42017	5.41705	5.44058	5.422935	5.437345
"ENSMUSG00000050641"	5.33736	5.15397	5.25245	5.24782	5.2732	5.25761	5.34051	5.35011	5.16835	5.21896	5.38127	5.52444
"ENSMUSG00000050645"	4.86205	4.84735	4.85522	4.88708	4.89574	4.93582	4.99314	4.95605	5.03091	4.98971	5.04063	4.91406
"ENSMUSG00000050650"	5.15732	5.10937	5.19351	5.19533	5.13742	5.12074	5.11992	5.10729	5.13784	5.22236	5.22958	5.16829
"ENSMUSG00000050663"	4.7214	4.7414	4.79339	4.74531	4.67421	4.70052	5.00918	5.06334	4.87537	4.65121	4.7214	4.66847
"ENSMUSG00000050666"	5.89636	5.86824	5.79198	6.21016	6.02487	6.22942	5.9113	6.2039	6.14958	5.90685	6.09582	5.96965
"ENSMUSG00000050668"	5.83858	5.83844	5.93271	6.05933	5.8155	5.95937	6.03421	5.97092	5.97575	6.14162	6.26026	6.04163
"ENSMUSG00000050675"	4.97147	5.06399	4.95295	5.19237	5.01722	5.282	5.12126	5.00393	5.01828	5.17222	5.23984	5.2885
"ENSMUSG00000050677"	4.91184	5.01152	4.89643	4.97619	5.01019	4.93486	4.92667	4.96383	5.00534	5.05058	5.00416	5.08044
"ENSMUSG00000050685"	4.77945	4.81272	4.82707	4.88913	4.85026	4.85453	4.95528	4.97102	4.96417	4.95718	4.94239	4.98037
"ENSMUSG00000050697"	7.88792	7.76449	7.94738	7.04745	7.48961	7.30609	7.84534	7.88624	7.83651	7.61113	7.17345	7.49936
"ENSMUSG00000050700"	5.97693	5.8161	5.82474	5.86999	5.86425	5.91941	5.89188	5.85869	5.74738	5.9967	5.87685	5.90315
"ENSMUSG00000050704"	6.08517	6.13367	6.38958	6.421	6.40724	6.33861	6.17992	6.2517	6.27288	6.33672	6.30757	6.34806
"ENSMUSG00000050705"	7.8694875	7.80967	7.9525425	8.3983925	8.4343075	8.468585	7.9880825	7.965245	7.8609525	8.46797	8.5540125	8.4108275
"ENSMUSG00000050708"	12.425455	12.35872	12.257055	11.68956	11.779365	11.29514	12.25053	12.08161	11.81046	12.04003	12.12013	12.016675
"ENSMUSG00000050711"	4.85714	4.86339	4.94495	5.09287	4.94694	4.96847	4.90553	5.01413	4.91053	5.00073	4.9821	5.10086
"ENSMUSG00000050714"	5.46345	5.40655	5.36415	5.29053	5.31376	5.47861	5.49485	5.60902	5.75712	5.32283	5.38414	5.39834
"ENSMUSG00000050721"	8.09007	7.97395	8.0143	7.72163	8.02787	7.42759	8.03552	7.71417	7.69784	7.99992	8.07756	8.01523
"ENSMUSG00000050730"	5.7398	5.70363	5.710375	5.80808	5.801875	5.87984	5.753845	5.856945	5.747985	5.781955	5.692525	5.54267
"ENSMUSG00000050732"	9.9956	10.0502	9.95596	9.67879	9.66818	9.60384	9.84555	9.8377	9.86972	9.91301	10.06217	9.8941
"ENSMUSG00000050737"	7.65326666666667	7.77433333333333	7.77381666666667	7.57734666666667	7.47648666666667	7.38004666666667	7.9129	8.17863333333333	7.45968333333333	7.94497333333333	8.10361	7.98064666666667
"ENSMUSG00000050747"	4.76137	4.87117	4.84932	5.06877	4.99843	5.01555	4.86785	4.86334	4.91146	4.92777	4.98495	4.86944
"ENSMUSG00000050751"	4.78673	4.75514	4.76911	4.91156	4.97737	4.92537	4.74604	4.8034	4.64535	4.97146	4.90733	4.91763
"ENSMUSG00000050756"	4.78933	4.74421	4.83222	5.00236	4.97868	4.81555	4.78738	4.87364	4.7612	4.84482	5.00155	4.88022
"ENSMUSG00000050761"	5.46659	5.460465	5.41645	5.333915	5.290005	5.300675	5.4044	5.461945	5.395595	5.487595	5.420125	5.406045
"ENSMUSG00000050762"	5.1372	5.13608	5.20107	5.40062	5.32166	5.32101	5.13501	5.07886	5.1593	5.37301	5.24339	5.48294
"ENSMUSG00000050766"	5.02275	4.97475	5.20125	5.17931	5.07231	5.12441	5.25143	5.18671	5.12673	5.23473	5.17495	5.25928
"ENSMUSG00000050777"	7.13678	7.33399	7.17459	7.7571	7.79221	7.33668	7.29072	7.15442	7.17395	8.26486	8.58891	8.43082
"ENSMUSG00000050783"	4.681375	4.7458	4.695135	4.76899	4.74783	4.78818	4.775835	4.774555	4.77065	4.85267	4.8363	4.976675
"ENSMUSG00000050786"	5.61631	5.6418	5.55778	5.55293	5.60322	5.50572	5.60372	5.70371	5.64738	5.4098	5.4823	5.42475
"ENSMUSG00000050796"	5.77213666666667	5.76086333333333	5.77814	5.68620333333333	5.71587666666667	5.66196	5.76251	5.77633666666667	5.73375666666667	5.67334	5.75376333333333	5.67616333333333
"ENSMUSG00000050808"	4.70017	4.70635	4.7753	4.7588	4.80407	4.6943	4.74689	4.71152	4.7569	4.77864	4.76249	4.68408
"ENSMUSG00000050810"	4.754955	4.823395	4.758455	4.77	4.73906	4.8225	4.8181	4.80265	4.798505	4.843265	4.88192	4.83105
"ENSMUSG00000050812"	6.49927	6.54595	6.4989525	6.4084375	6.50819	6.3834475	6.6013925	6.40777	6.4566375	6.74636	6.446875	6.7079275
"ENSMUSG00000050821"	5.47154	5.45298	5.45526	5.62423	5.56747	5.50616	5.47847	5.42165	5.53042	5.60509	5.55173	5.75481
"ENSMUSG00000050822"	5.20162	5.33889	5.29577	5.34304	5.28971	5.34541	5.2691	5.24165	5.347	5.53081	5.46687	5.35938
"ENSMUSG00000050824"	5.87767	5.9845	6.02855	6.00401	6.03083	5.83712	5.99853	5.8255	6.04589	6.14297	5.97462	6.03905
"ENSMUSG00000050830"	5.173465	5.168165	5.161405	5.175485	5.1924	5.234805	5.16555	5.18813	5.077415	5.191365	5.17609	5.191345
"ENSMUSG00000050840"	6.68227	6.80398	6.67307	6.82104	6.83154	6.74014	6.71247	6.77979	6.77558	6.90397	6.82769	6.84149
"ENSMUSG00000050844"	4.79018	4.78728	4.79542	4.77833	4.86713	4.76914	4.80843	4.78974	4.7861	4.87615	4.77892	4.81451
"ENSMUSG00000050846"	6.941	6.93186	7.14902	6.79087	6.77249	6.76219	7.04077	7.1457	6.74004	6.64365	6.85601	6.64777
"ENSMUSG00000050854"	5.75144	5.796405	5.75217	5.80699	5.75069	5.786455	5.827185	5.779555	5.84332	5.81597	5.793855	5.889685
"ENSMUSG00000050855"	5.11523	5.09327	5.23345	5.25071	5.19443	5.16391	5.19424	5.30905	5.16535	5.15648	5.38151	5.26451
"ENSMUSG00000050856"	11.95238	11.94375	12.052745	12.37992	12.43159	12.28711	12.181565	12.088205	12.11986	12.68112	12.652035	12.64639
"ENSMUSG00000050860"	5.61634	5.63849	5.6842	5.92365	8.10861	5.59063	5.58241	5.5072	5.707	6.79121	6.05773	7.63269
"ENSMUSG00000050866"	5.99855	6.0221	6.05902	6.23734	6.35067	6.26847	6.19712	6.03563	6.02724	6.38245	6.11155	6.40586
"ENSMUSG00000050875"	4.72629	4.69016	4.68708333333333	4.78349333333333	4.73553666666667	4.72905666666667	4.73237	4.75669666666667	4.72977	4.79174333333333	4.75413666666667	4.75636333333333
"ENSMUSG00000050890"	6.69401333333333	6.78250666666667	6.7141	6.73181333333333	6.78425333333333	6.76798	6.81190333333333	6.95464	6.72008666666667	6.83858333333333	6.58158333333333	6.64013666666667
"ENSMUSG00000050891"	7.04255666666667	6.99604	7.04876333333333	7.48406	7.4305	7.46959	7.01346	7.01055	7.06586	7.25219	7.03458666666667	7.30042
"ENSMUSG00000050896"	6.94279	6.95458	6.89592	7.00821	6.8862	6.89395	6.73362	6.96815	6.68603	7.00829	7.16663	7.2741
"ENSMUSG00000050900"	10.16154	10.19506	10.00079	9.8292	9.74106	9.28894	10.10738	10.32244	10.36158	10.46992	10.46813	10.57442
"ENSMUSG00000050908"	5.05527	4.99666	5.16631	5.23174	5.14891	5.23567	5.2179	5.15237	5.22654	5.33577	5.26893	5.26959
"ENSMUSG00000050910"	6.116935	6.158565	6.13127	6.378585	6.297725	6.360825	6.12864	6.17728	6.2404	6.444895	6.26447	6.44117
"ENSMUSG00000050912"	11.24016	11.163595	11.20337	10.71411	10.77835	10.780455	10.954205	11.2235	11.2509	10.367565	10.571775	10.385485
"ENSMUSG00000050914"	5.44311	5.3746	5.3574	5.32023	5.12665	5.28352	5.33893	5.38958	5.38892	5.29814	5.31597	5.26708
"ENSMUSG00000050917"	5.26665666666667	5.25681666666667	5.2713	5.37027	5.39961666666667	5.33779	5.28944333333333	5.20238	5.20007666666667	5.48562333333333	5.41439666666667	5.47608
"ENSMUSG00000050921"	8.88653	8.8825	9.0717	8.00795	8.07147	8.23396	8.43341	8.95065	9.18354	6.67788	7.34721	6.79207
"ENSMUSG00000050930"	4.54919	4.62546	4.59676	4.64971	4.57786	4.70825	4.59174	4.61292	4.57949	4.56689	4.58001	4.61586
"ENSMUSG00000050931"	5.16811	5.15282	5.23401	5.43017	5.41367	5.585445	5.194245	5.099035	5.10656	5.074055	5.2229	5.02474
"ENSMUSG00000050936"	5.35513	5.34448	5.35134	5.32965	5.25647	5.21845	5.28853	5.18842	5.31635	5.32827	5.43173	5.44269
"ENSMUSG00000050945"	5.53752	5.5816	5.57789	5.46847	5.5151	5.73388	5.5526	5.46717	5.46023	5.48931	5.52369	5.21969
"ENSMUSG00000050947"	5.41711	5.3514175	5.4321575	5.4721675	5.4490475	5.40185	5.49489	5.37035	5.42828	5.5597075	5.482415	5.58556
"ENSMUSG00000050953"	8.69461	8.67141333333333	8.74594166666667	9.759025	9.76542166666667	9.56554	8.96282333333333	8.78223166666667	8.66964	10.0238433333333	9.93665166666667	10.14798
"ENSMUSG00000050954"	5.22755	5.0703	5.19973	5.30753	5.28315	5.19957	5.21895	5.28511	5.22392	5.31614	5.42445	5.49447
"ENSMUSG00000050957"	5.89457	6.00502	6.05768	6.12592	5.95325	5.92466	5.80213	5.73533	5.90113	5.8142	5.91984	5.74189
"ENSMUSG00000050963"	4.93962	4.93669	4.967285	5.12647	5.26092	5.08552	4.959195	4.98727	5.09344	5.1604	5.05298	5.12597
"ENSMUSG00000050965"	7.512225	7.52273	7.56755	7.56273	7.483685	7.694885	7.591085	7.6921	7.715725	7.428445	7.60011	7.48939
"ENSMUSG00000050966"	4.80997	4.79086	4.72429	4.76332	4.76893	4.74371	4.81832	4.79086	4.78895	4.81758	4.80843	4.81252
"ENSMUSG00000050967"	4.79382	4.78905	4.73588	4.73534	4.78954	4.87289	4.78874	4.74145	4.74681	4.88348	4.83527	5.16448
"ENSMUSG00000050973"	5.54346	5.54724	5.38851	5.36902	5.68738	5.55261	5.49387	5.5004	5.39546	5.34952	5.54366	5.48652
"ENSMUSG00000050974"	7.72908	7.61029	7.79158	6.69853	6.69068	6.90335	7.07727	7.68458	7.59928	6.68954	6.74342	6.7983
"ENSMUSG00000050989"	7.50193	7.55352	7.33943	7.11564	7.2557	6.96578	7.35322	7.05064	7.02764	7.27694	7.19641	6.81475
"ENSMUSG00000050994"	4.9691	5.01577	5.04503	4.8958	4.89558	4.89973	4.8324	4.89151	4.97457	4.9951	4.84624	4.91841
"ENSMUSG00000050996"	5.96212	5.95241	5.963625	5.991945	5.969405	5.972925	5.952	5.897855	6.02104	6.009695	5.92788	5.9734
"ENSMUSG00000051000"	5.65207	5.73091	5.62256	6.14025	5.86875	5.91711	6.0464	5.7744	5.99837	6.07093	6.0173	6.22426
"ENSMUSG00000051007"	6.94296	6.74794	6.65996	6.02641	6.22535	6.18471	6.53522	6.83501	6.89795	6.70665	6.61105	6.8808
"ENSMUSG00000051022"	6.0437	5.81114	5.90439	5.5421	5.52123	5.81831	5.79775	6.04626	5.97458	5.64897	5.74864	5.76754
"ENSMUSG00000051029"	4.97158	4.81995	4.92806	4.96634	4.95249	4.94512	4.90491	4.99608	5.08259	4.97193	5.03267	4.97802
"ENSMUSG00000051034"	4.90746	5.0098	4.99343	5.16214	5.00212	5.08605	4.99179	5.09167	4.95986	4.95669	4.90358	4.9079
"ENSMUSG00000051037"	5.6213	5.505295	5.597305	5.096785	5.39346	5.070255	5.706755	5.870905	6.06141	5.05001	5.115815	5.1474
"ENSMUSG00000051041"	8.35088	8.31075	8.2009	7.14477	7.19029	6.72462	8.17096	7.81615	8.00343	7.24944	7.80104	7.5807
"ENSMUSG00000051043"	5.703065	5.75885	5.636865	5.658575	5.744445	5.67036	5.671185	5.588475	5.60485	5.832175	5.86329	5.9934
"ENSMUSG00000051048"	4.79746	4.774	4.72785	4.9951	4.79688	4.94096	4.72663	4.84063	4.83328	4.79611	4.87456	4.84321
"ENSMUSG00000051056"	5.16758	5.18852	5.20912	5.18078	5.19243	5.19348	5.20912	5.20399	5.24506	5.3026	5.20378	5.32149
"ENSMUSG00000051062"	6.47571	6.53742	6.49301	6.74986	6.64019	6.54599	6.6341	6.57377	6.52298	6.73879	6.77682	6.79434
"ENSMUSG00000051065"	5.16354	5.09068	5.0991	5.09765	5.03824	4.96859	5.24137	5.10265	5.12398	5.04516	5.07786	5.19063
"ENSMUSG00000051067"	5.54303	5.39102	5.48653	5.62674	5.61486	5.42864	5.3474	5.33348	5.52662	5.80147	5.49071	5.5093
"ENSMUSG00000051074"	4.48269	4.46968	4.53113	4.45351	4.55791	4.60346	4.56819	4.45687	4.50621	4.61143	4.4372	4.55612
"ENSMUSG00000051076"	4.8656	4.77286	4.88253	4.91635	4.93051	4.92705	4.80795	4.89072	4.86995	4.96096	4.89583	5.00468
"ENSMUSG00000051079"	4.74263	4.90137	4.92285	4.61218	4.74602	4.63634	4.50441	4.53176	4.58385	4.46688	4.4946	4.45865
"ENSMUSG00000051098"	6.278645	6.237705	6.24322	6.39065	6.31157	6.48582	6.14211	5.926575	6.000795	6.2185	6.242245	6.271295
"ENSMUSG00000051107"	6.05164	6.06731	6.05022	6.09901	6.00563	6.14272	5.99712	6.08207	6.05338	6.14554	6.25343	6.16821
"ENSMUSG00000051111"	4.85009	4.94721	4.98544	5.01316	4.85367	4.99831	4.9671	4.90195	4.90408	5.17062	5.02663	4.94564
"ENSMUSG00000051113"	5.556445	5.581965	5.484925	5.706875	5.628995	5.660995	5.65415	5.604235	5.561995	5.86361	5.868895	6.006115
"ENSMUSG00000051116"	9.85865	10.05635	10.09711	10.04635	10.08912	9.88876	10.40987	10.14269	10.20907	10.26247	10.38411	10.18054
"ENSMUSG00000051124"	6.42935	6.32955	6.32038	5.77599	5.76377	5.96887	6.10667	6.51859	6.80969	5.42509	5.68851	5.43872
"ENSMUSG00000051133"	11.13122	11.13881	11.12222	11.88588	11.80305	11.28725	11.24528	11.06098	11.17394	12.47549	12.5276	12.49808
"ENSMUSG00000051136"	4.70245	4.6805	4.68649	4.72829	4.69407	4.78791	4.70325	4.71393	4.64132	4.71434	4.8174	4.72574
"ENSMUSG00000051146"	6.45328	6.37977	6.41906	6.66835	6.76389	6.32781	6.37348	6.20353	6.36896	6.46817	6.36829	6.39061
"ENSMUSG00000051147"	7.59331	7.45253	7.49585	7.27226	7.28219	7.21423	7.44994	7.53577	7.90056	7.34634	7.37807	7.0555
"ENSMUSG00000051149"	10.68997	10.75454	10.70447	10.33835	10.39862	10.37153	10.66963	10.99152	10.92304	10.23608	10.29472	10.25047
"ENSMUSG00000051153"	4.46814	4.5689	4.55081	4.57774	4.62889	4.54769	4.52207	4.6285	4.5508	4.64071	4.53897	4.57435
"ENSMUSG00000051154"	9.3838	9.295565	9.093195	8.9876	9.13602	8.870745	9.072405	9.118925	9.237205	9.591545	9.38752	9.51289
"ENSMUSG00000051159"	5.51892	5.52692	5.4529	5.63133	5.65879	5.60813	5.46365	5.45426	5.62908	5.79064	5.80855	5.88001
"ENSMUSG00000051166"	5.8274925	5.760195	5.8274625	5.979975	5.8847375	6.280705	5.6705075	5.816315	5.7379475	5.6824725	5.573695	5.737685
"ENSMUSG00000051169"	7.38376	7.37348	7.42886	7.64704	7.53341	7.52061	7.43695	7.27146	7.32475	7.84338	7.90226	7.80493
"ENSMUSG00000051172"	5.11304	5.1337	5.0589	5.19323	5.22574	5.25573	5.14002	5.18478	5.13873	5.45013	5.31867	5.41822
"ENSMUSG00000051176"	4.64668	4.63419	4.57525	4.66123	4.69192	4.68362	4.65341	4.71896	4.64985	4.74761	4.60564	4.75759
"ENSMUSG00000051177"	6.509422	6.48011	6.525082	6.582284	6.68253	6.635558	6.646846	6.600604	6.552616	6.670934	6.546018	6.605304
"ENSMUSG00000051184"	6.80776	6.68679	6.81562	6.37952	6.33845	6.24349	6.53208	6.19559	6.45354	6.73314	6.67688	6.94459
"ENSMUSG00000051185"	7.6138	7.57284	7.585955	7.48773	7.517595	7.461865	7.55381	7.52391	7.572845	7.2853	7.42965	7.25306
"ENSMUSG00000051198"	5.15865	5.10546	5.11484	5.10953	5.12153	5.099	5.15288	5.01671	5.12188	5.0595	5.20062	5.13158
"ENSMUSG00000051212"	7.38995	7.379725	7.374795	6.956965	7.00287	7.16439	7.11191	7.45046	7.525845	6.64572	6.828565	6.57093
"ENSMUSG00000051219"	4.75696	4.77509	4.76979	4.78124	4.91302	4.81608	4.81865	4.87693	4.88524	4.97152	4.861	4.96116
"ENSMUSG00000051220"	5.16081	5.055695	5.06141	5.10111	5.13825	5.084385	5.058015	5.093525	5.126455	5.147085	5.21595	5.075585
"ENSMUSG00000051223"	9.356808	9.319208	9.085282	9.205678	9.158946	9.255432	9.429518	9.608688	9.750894	9.59654	9.498734	9.652872
"ENSMUSG00000051224"	5.56601	5.48283	5.47599	5.88919	5.64141	5.75246	5.46953	5.42716	5.7896	5.46535	5.34185	5.27833
"ENSMUSG00000051228"	5.48439	5.71864	5.77267	5.62056	5.59491	5.74344	5.74782	5.7358	5.65877	5.91072	5.71783	5.78095
"ENSMUSG00000051232"	7.64265	7.68813	7.69007	7.95267	7.705	7.86382	7.71062	7.82914	7.67527	7.65761	7.81615	7.75573
"ENSMUSG00000051234"	10.13473	10.138095	10.249015	10.20458	10.252525	10.083935	10.27739	10.40086	10.258455	10.4432	10.417755	10.20633
"ENSMUSG00000051235"	4.954	4.91175	4.91677	4.93763	4.95524	4.93806	4.93971	4.8357	5.00926	4.97945	4.93316	5.12973
"ENSMUSG00000051236"	7.285735	7.337435	7.27352	7.05428	7.00138	7.11505	7.11242	7.09614	6.92112	6.97419	6.977845	6.763605
"ENSMUSG00000051237"	5.48575	5.41746	5.62505	5.94296	5.84638	5.76392	5.52265	5.55644	5.48223	5.59162	5.59514	5.78942
"ENSMUSG00000051238"	5.24828	5.21593	5.32372	5.32925	5.52679	5.27147	5.46891	5.57957	5.42773	5.75472	5.56466	5.71592
"ENSMUSG00000051242"	4.92657	4.98374	4.98923	4.61757	4.85174	4.78687	4.87584	4.83742	4.91706	4.62948	4.86315	4.60611
"ENSMUSG00000051243"	5.56293	5.55132	5.49423	5.45116	5.64937	5.52149	5.46384	5.48473	5.63821	5.93245	5.76873	5.66219
"ENSMUSG00000051251"	5.06124	5.27519	5.24908	5.2698	5.2587	5.29826	5.27262	5.26205	5.21754	5.25031	5.25366	5.46774
"ENSMUSG00000051255"	9.13913666666667	9.03656666666667	9.16471666666667	8.80706666666667	8.89403	9.09496666666667	9.22916666666667	9.25339666666667	9.22187333333333	8.73148333333333	8.67938	8.80834666666667
"ENSMUSG00000051256"	8.62202	8.73181	8.76812	8.8416	8.78279	8.52802	8.76384	8.71914	8.59969	8.85552	9.22554	8.90437
"ENSMUSG00000051257"	4.7806	4.75854	4.68994	4.78591	4.81104	4.79649	4.73927	4.86125	4.80181	4.90987	4.87753	4.80303
"ENSMUSG00000051262"	5.20774	5.21047	5.21029	5.23798	5.26375	5.289785	5.212975	5.284115	5.230925	5.24807	5.31796	5.430415
"ENSMUSG00000051276"	5.06311	4.96843	5.01856	4.96855	4.95249	5.03571	5.02061	4.99125	5.05555	5.08442	5.18799	5.01983
"ENSMUSG00000051278"	5.46612	5.46784	5.54512	5.59382	5.67656	5.71765	5.48406	5.50345	5.55804	5.61238	5.43142	5.57322
"ENSMUSG00000051285"	8.483448	8.443822	8.3647	8.656966	8.629268	8.540492	8.300044	8.21555	8.280366	8.713036	8.002982	8.898568
"ENSMUSG00000051297"	5.14833	5.06129	5.04496	5.13502	5.16919	5.22776	5.03543	5.18933	5.10046	5.24982	5.35262	5.18971
"ENSMUSG00000051306"	7.9464	8.04241	8.04242	7.90853	7.75152	7.99415	8.07478	8.48108	8.12663	7.00321	7.56352	7.03986
"ENSMUSG00000051314"	9.498675	9.40698	9.40007	9.05421	9.180325	9.257375	9.587235	9.392445	9.36667	8.7887	8.639795	8.405065
"ENSMUSG00000051316"	4.93017	4.91682333333333	4.93253333333333	4.87853666666667	4.75848	4.84715666666667	5.05400666666667	4.95258333333333	5.08272	5.00970666666667	4.98611666666667	4.94791333333333
"ENSMUSG00000051319"	10.14042	10.21788	10.21701	10.11136	10.12516	9.82996	10.52928	9.93531	10.27696	10.48342	10.73088	10.40486
"ENSMUSG00000051323"	6.69332333333333	6.60788333333333	6.63559333333333	6.29679666666667	6.46725	6.35939	6.39093	6.53684666666667	6.44390666666667	6.25132	6.20985333333333	5.93681333333333
"ENSMUSG00000051329"	8.09291	8.11787	7.91083	7.30433	7.51666	7.66133	7.71735	7.95998	8.03237	6.70506	6.81246	6.7387
"ENSMUSG00000051331"	5.3753	5.362715	5.344375	5.505175	5.52389	5.539345	5.45777	5.559195	5.554935	5.548845	5.44339	5.560205
"ENSMUSG00000051335"	7.05028	6.97921	7.08926	7.54304	7.46392	7.60108	7.32107	7.36912	7.27824	7.44999	7.38258	7.46324
"ENSMUSG00000051339"	6.549205	6.602835	6.387155	6.44289	6.591885	6.582485	6.655865	6.65969	6.53815	6.63267	6.62179	6.660445
"ENSMUSG00000051341"	6.52355	6.58511	6.511885	6.5492	6.533145	6.759515	6.3608	6.612435	6.334115	6.20433	5.12605	6.27762
"ENSMUSG00000051343"	8.757965	8.641345	8.58595	8.406165	8.60425	8.53621	8.65741	8.49019	8.561145	8.341245	8.442085	7.89367
"ENSMUSG00000051344"	6.76121	7.03815	6.750875	6.731075	6.698205	6.601635	6.682145	6.9256	6.89642	6.842325	6.72159	6.75142
"ENSMUSG00000051346"	7.06541	7.17602	7.05237	7.02955	6.901	6.78573	7.02587	7.20768	6.9417	7.18276	7.20344	7.3422
"ENSMUSG00000051351"	6.757785	6.914165	6.77189	6.872815	6.70813	6.797695	6.91075	6.94147	6.930725	6.76089	6.85239	6.70722
"ENSMUSG00000051355"	8.944615	8.88652	8.96314	8.77714	8.737045	8.552215	9.01695	8.717655	8.87253	9.0591	9.09452	8.919525
"ENSMUSG00000051359"	6.53848	6.445225	6.564385	6.64019	6.66027	6.390465	6.59012	6.526355	6.5125	6.638635	6.591865	6.576485
"ENSMUSG00000051361"	4.64396	4.69001	4.6903	4.72597	4.73083	4.72392	4.69356	4.70483	4.68833	4.63185	4.73835	4.75977
"ENSMUSG00000051367"	5.60299	5.71391	5.4734	5.44472	5.46042	5.23971	5.76027	5.39857	5.44902	5.68875	5.94094	5.54305
"ENSMUSG00000051373"	5.09509	5.13199	5.1864	5.20546	5.22685	5.13399	5.21675	5.08022	5.19289	5.11825	5.44812	5.41438
"ENSMUSG00000051375"	5.42101	5.30917	5.09411	5.22383	5.23542	5.21221	5.31858	5.27487	5.23737	5.42996	5.58994	5.50457
"ENSMUSG00000051378"	6.10059	6.01327	6.11053	6.1918	6.26807	6.2168	6.13008	5.87818	6.01959	6.12632	5.99625	6.0884
"ENSMUSG00000051379"	5.71958	5.766805	5.60699	5.68986	5.53529	5.441895	5.533715	5.740345	5.741605	5.55957	5.5777	5.55069
"ENSMUSG00000051390"	8.45432	8.38509	8.32285	7.979	8.12566	8.04454	8.053	8.2125	8.10109	7.71576	7.96908	7.41971
"ENSMUSG00000051391"	9.84927666666667	9.82342333333333	9.62933333333333	9.69052333333333	10.0837633333333	9.61122666666667	9.78560666666667	9.71245	9.60525333333333	10.3183533333333	10.0486566666667	10.7165466666667
"ENSMUSG00000051396"	7.89594666666667	7.91787666666667	8.11635666666667	7.77353333333333	7.81277666666667	7.67044333333333	8.01204666666667	8.06851	8.10302333333333	7.66703666666667	7.86958666666667	7.63223
