"BAT_M05(r1)"	"BAT_M05(r2)"	"BAT_M05(r3)"	"eWAT_M05(r1)"	"eWAT_M05(r2)"	"eWAT_M05(r3)"
"ENSMUSG00000033209"	8.548675	8.5653175	8.5389225	8.4932875	8.42272	8.4381525
"ENSMUSG00000033213"	4.94929	5.06295	5.0411	4.99788	5.18151	5.01327
"ENSMUSG00000033214"	5.34829	5.31067	5.22287	4.9011	5.06141	4.73668
"ENSMUSG00000033216"	7.02217	7.15579	6.99442	7.37902	7.20843	7.16777
"ENSMUSG00000033219"	4.16149	4.10009	4.17689	3.97654	3.91399	4.06886
"ENSMUSG00000033220"	6.805025	7.000725	6.76121	7.40347	7.37901	7.397535
"ENSMUSG00000033222"	6.82683	6.89049	6.985555	6.885965	6.752845	6.663165
"ENSMUSG00000033227"	5.11028	5.192205	5.19479	4.92054	4.96897	4.778445
"ENSMUSG00000033228"	7.620135	7.6599325	7.556745	8.09928	8.1778475	8.1001175
"ENSMUSG00000033233"	5.15612	5.10819	4.97458	5.18536	5.12006	4.93792
"ENSMUSG00000033237"	8.0745225	8.032365	8.03789	8.2135075	8.255005	8.2223375
"ENSMUSG00000033249"	6.14612	6.11664	6.17173	5.83942	5.79244	5.71746
"ENSMUSG00000033253"	6.28293	6.268655	6.01435	6.317555	6.266935	6.37626
"ENSMUSG00000033256"	6.42472	6.47594	6.40993	6.44419	6.36971	6.43557
"ENSMUSG00000033257"	6.1806325	6.324055	6.156855	6.1640075	6.2486875	6.287
"ENSMUSG00000033268"	4.68047	5.07447	4.92762	4.66521	4.65381	4.71956
"ENSMUSG00000033272"	9.185635	9.1884	9.261165	8.866205	8.80324	8.795765
"ENSMUSG00000033276"	5.4278	5.67045	5.4281	5.29448	5.270745	5.27825
"ENSMUSG00000033278"	9.44932	9.46838	9.49039	10.03122	10.05978	10.04656
"ENSMUSG00000033285"	6.93434	6.88649	6.82429	7.59853	7.84274	7.63721
"ENSMUSG00000033287"	8.31203	8.36363	8.17334	9.73446	9.84967	9.74531
"ENSMUSG00000033294"	6.83419	6.9147275	6.8330125	6.80206	6.8708	6.8110375
"ENSMUSG00000033295"	5.97941666666667	6.00236666666667	6.04073333333333	8.14819666666667	8.38665333333333	8.25462666666667
"ENSMUSG00000033306"	8.878794	8.656182	8.865592	9.83071	9.763318	9.73212
"ENSMUSG00000033307"	10.10652	10.0648	10.23588	9.87761	10.00733	9.92365
"ENSMUSG00000033308"	8.58187	8.27697	8.383645	7.31679	7.386745	7.54982
"ENSMUSG00000033313"	6.37421	6.3275	6.39261	6.37675	6.38424	6.38424
"ENSMUSG00000033316"	5.40496	5.5253	5.40202	5.49858	5.5508	5.33472
"ENSMUSG00000033318"	8.86577	8.63862	8.951	8.79599	9.10688	8.99401
"ENSMUSG00000033319"	6.638225	6.677305	6.477425	7.2021	7.245375	7.203495
"ENSMUSG00000033323"	7.37422	7.68326	7.36104	7.80887	7.75645	7.80034
"ENSMUSG00000033326"	6.22544	6.19588	6.24735	6.266755	6.251695	6.190115
"ENSMUSG00000033327"	7.13234	7.36024	7.30141	8.18302	8.68639	8.52461
"ENSMUSG00000033335"	7.98911857142857	7.55797428571429	7.94689142857143	8.03748571428572	7.94573857142857	7.8196
"ENSMUSG00000033342"	4.93974333333333	4.87104	5.02485333333333	4.78740666666667	4.74779333333333	4.75307
"ENSMUSG00000033343"	6.42825	6.43333	6.39827	6.36714	6.38315	6.31872
"ENSMUSG00000033350"	5.88668	6.011975	5.77847	5.66501	5.60515	5.54531
"ENSMUSG00000033352"	7.446895	7.53947	7.651985	7.755435	7.830985	7.838365
"ENSMUSG00000033355"	6.93511	6.672945	6.7013	6.87386	6.943865	7.12504
"ENSMUSG00000033356"	6.334725	6.51612	6.57906	6.377945	6.225575	6.35742
"ENSMUSG00000033361"	8.65248	8.72735	8.6495	10.09383	10.14197	10.05087
"ENSMUSG00000033364"	5.813555	5.837075	5.791165	5.906075	5.96025	6.0264
"ENSMUSG00000033365"	8.57761	8.47403	8.50345	8.72122	8.72299	8.80668
"ENSMUSG00000033368"	4.80047	4.47121	4.86603	4.42628	4.70848	4.4924
"ENSMUSG00000033373"	9.009725	8.92805	9.073305	8.74242	8.71953	8.687905
"ENSMUSG00000033377"	10.20709	10.11969	10.16537	10.71816	10.65906	10.79682
"ENSMUSG00000033379"	9.747225	9.665015	9.673115	9.488715	9.562845	9.56433
"ENSMUSG00000033382"	9.42448	9.22825	9.45615	9.74344	9.80765	9.76723
"ENSMUSG00000033386"	6.33812	6.493585	6.38384	6.35773	6.36753	6.38108
"ENSMUSG00000033389"	5.30664	5.19479	5.25389	5.96417	5.78005	5.92028
"ENSMUSG00000033392"	7.46177	7.39489	7.4704	7.35578666666667	7.23777666666667	7.11547666666667
"ENSMUSG00000033396"	6.432735	6.202565	6.293555	6.2905	6.3381	6.395435
"ENSMUSG00000033400"	8.85082	8.55839	8.86011666666667	6.86619666666667	6.90333	6.90111666666667
"ENSMUSG00000033405"	6.928785	6.92893	7.0371	6.331675	6.243945	6.27483
"ENSMUSG00000033411"	5.58758	5.6305	5.70791	6.32478333333333	6.07331	6.11965333333333
"ENSMUSG00000033416"	10.32907	10.03078	10.33004	9.07857	9.2354	9.13717
"ENSMUSG00000033417"	6.9007925	6.67229	6.7556325	6.6827325	6.80311	6.6672375
"ENSMUSG00000033419"	4.862365	5.06938	4.975405	4.74478	4.85088	4.808665
"ENSMUSG00000033420"	6.333135	6.372745	6.46115	7.76007	7.799025	7.66417
"ENSMUSG00000033423"	6.693655	6.77093	6.697445	6.575515	6.633825	6.557765
"ENSMUSG00000033427"	5.72881	6.07818	6.2602	5.87004	5.95627	5.796
"ENSMUSG00000033429"	10.96	10.79028	10.96313	9.17946	9.27796	9.06666
"ENSMUSG00000033430"	6.147525	6.003095	6.04342	6.161215	6.206985	6.09653
"ENSMUSG00000033434"	8.10382	8.09062	8.13948	7.97783	8.20669	8.13551
"ENSMUSG00000033436"	6.392745	6.487305	6.388775	7.789375	7.819995	7.821175
"ENSMUSG00000033439"	5.2534625	5.45516	5.300285	5.265875	5.059425	5.219425
"ENSMUSG00000033444"	8.46591	8.29333	8.39971	8.99339	9.11424	8.90729
"ENSMUSG00000033446"	10.38791	10.08485	10.32407	10.17147	10.28577	10.22282
"ENSMUSG00000033450"	7.13434	7.02629	6.9929	7.58195	7.56284	7.58212
"ENSMUSG00000033453"	5.7473	5.83229	5.87742	6.76958	7.00641	6.88704
"ENSMUSG00000033454"	5.274385	5.18246	5.220325	5.56801	5.569095	5.50461
"ENSMUSG00000033460"	5.91312	6.00778	6.36165	6.88732	6.63545	6.46482
"ENSMUSG00000033467"	7.0625	6.82412	6.90352	8.19529	8.29466	8.06713
"ENSMUSG00000033470"	4.85913	4.85446	4.88576	4.8108	4.76888	4.81433
"ENSMUSG00000033475"	11.12463	11.088275	11.104985	11.1426	11.263385	11.254465
"ENSMUSG00000033478"	7.45613333333333	7.21501333333333	7.29395	7.60279333333333	7.56720333333333	7.50942666666667
"ENSMUSG00000033486"	6.850355	6.867335	6.77777	6.78525	6.70556	6.72777
"ENSMUSG00000033487"	8.13092	8.10772	8.071125	8.649805	8.71867	8.678515
"ENSMUSG00000033488"	6.70607	6.665185	6.693475	6.672995	6.535695	6.691395
"ENSMUSG00000033491"	4.34798	4.42447	4.37213	4.42984	4.24672	4.1131
"ENSMUSG00000033498"	5.76641	5.97398	5.92473	5.72448	5.61884	5.57254
"ENSMUSG00000033499"	9.632225	9.471095	9.657075	9.76466	9.873075	9.7026
"ENSMUSG00000033501"	4.97752	4.93214	4.98522	4.84379	4.73648	4.83655
"ENSMUSG00000033502"	4.116585	4.20678	4.151375	4.05011	4.18855	4.243745
"ENSMUSG00000033508"	6.56275	6.64793	6.63856	6.28933	6.34935	6.32587
"ENSMUSG00000033510"	6.73819	6.55527	6.65268	6.52265	6.63626	6.42374
"ENSMUSG00000033520"	4.99834	5.29793	5.38597	4.55494	4.71675	4.69443
"ENSMUSG00000033526"	8.20169	8.176645	8.152985	7.87764	7.89691	7.7798
"ENSMUSG00000033530"	8.03123	7.81028	7.975025	8.296915	8.17911	8.093405
"ENSMUSG00000033533"	5.70527	5.62504	5.84076	5.57046	5.49677	5.63417
"ENSMUSG00000033538"	6.01301	5.88326	6.03671	6.92438	6.75537	7.09486
"ENSMUSG00000033540"	7.65088	7.49769	7.48816	7.542175	7.49711	7.53314
"ENSMUSG00000033542"	7.00696	6.9784	7.08465	7.56931	7.84038	7.69164
"ENSMUSG00000033543"	9.02951	8.94476	9.06682	8.92634	8.96333	8.95342
"ENSMUSG00000033544"	6.34715	6.32659	6.342855	5.69634	5.75748	5.615015
"ENSMUSG00000033545"	7.14142333333333	6.9134	7.13221666666667	7.11593333333333	6.97761666666667	6.99450666666667
"ENSMUSG00000033554"	6.47665	6.342065	6.06676	5.88238	6.04132	5.92549
"ENSMUSG00000033557"	6.45470666666667	6.14665	6.42354666666667	6.50005666666667	6.44830333333333	6.44963
"ENSMUSG00000033565"	6.3601725	6.39562	6.4766375	6.7376775	6.6399775	6.7572175
"ENSMUSG00000033569"	3.90366	3.91219	3.93088	3.73091	3.79785	3.89467
"ENSMUSG00000033576"	9.23853	9.36914	9.12102	11.4439	11.52692	11.51966
"ENSMUSG00000033577"	6.51195666666667	6.56601666666667	6.43497333333333	6.74821333333333	6.85536666666667	6.79542333333333
"ENSMUSG00000033578"	6.6563	7.04793	7.01792	6.70566	6.65395	6.73767
"ENSMUSG00000033579"	6.63206	6.79768	6.70696	6.5685	6.42758	6.36662
"ENSMUSG00000033581"	5.38129	5.139995	5.580575	5.89711	5.930875	5.962675
"ENSMUSG00000033585"	9.53235	9.335292	9.425986	9.475726	9.507824	9.570896
"ENSMUSG00000033589"	6.34518	6.45682	6.55185	6.97168	7.10344	6.90268
"ENSMUSG00000033590"	5.97105	5.70824	5.886885	4.93615	4.844385	4.852565
"ENSMUSG00000033594"	7.13935	7.33417	7.35893	7.09504	6.82139	6.85721
"ENSMUSG00000033595"	5.114295	5.220525	5.092575	5.01881	4.990715	5.059185
"ENSMUSG00000033596"	7.67575	7.7306	7.65982	7.92875	7.92497	7.98909
"ENSMUSG00000033597"	7.7905	7.45154	7.90986	7.83003	7.81795	7.70819
"ENSMUSG00000033610"	10.2167466666667	10.0884	10.1120233333333	5.74325	5.68521333333333	5.48718333333333
"ENSMUSG00000033615"	7.57469333333333	7.69026333333333	7.58974333333333	7.65561666666667	7.70398666666667	7.61347666666667
"ENSMUSG00000033623"	6.24439	6.23078666666667	6.29558	6.22947333333333	6.24712333333333	6.13644666666667
"ENSMUSG00000033624"	8.24022	8.09445333333333	8.26881	7.37073666666667	7.37176	7.36516666666667
"ENSMUSG00000033628"	7.17826	7.00278	7.04125	7.30118	7.35989	7.20094
"ENSMUSG00000033629"	9.02251666666667	8.66015	9.07779666666667	9.18879666666667	9.21977333333333	9.17753666666667
"ENSMUSG00000033633"	5.28191	5.63486	5.310695	5.108035	5.09445	5.159265
"ENSMUSG00000033634"	5.53268666666667	5.52303333333333	5.69978	5.19387	5.26510666666667	5.28425
"ENSMUSG00000033644"	4.50356	4.66856	4.35788	4.62887	4.33964	4.4836
"ENSMUSG00000033653"	8.179735	8.213305	8.19837	8.332165	8.2465	8.32648
"ENSMUSG00000033658"	7.0736075	7.03799	7.03755	7.19994	7.2417625	7.24182
"ENSMUSG00000033669"	4.21002	3.90535	3.93285	3.86309	3.88302	3.91532
"ENSMUSG00000033671"	7.05852666666667	7.06214666666667	7.0779	7.23816333333333	7.18296333333333	7.12688666666667
"ENSMUSG00000033676"	4.37052333333333	4.49396333333333	4.38953	4.27831333333333	4.27357	4.28778
"ENSMUSG00000033684"	7.208485	7.03389	7.04897	8.069895	8.125095	7.893455
"ENSMUSG00000033685"	8.61269	8.65423	8.68171666666667	9.70546666666667	9.80036	9.68659
"ENSMUSG00000033688"	5.74186	5.76416	5.92245	5.85765	6.03226	5.94327
"ENSMUSG00000033697"	6.21331666666667	6.13248333333333	6.23469	6.23926	6.20638666666667	6.32588
"ENSMUSG00000033701"	7.577645	7.4681	7.49801	7.265075	7.468755	7.4028
"ENSMUSG00000033703"	8.10415333333333	8.24332	8.12004333333333	7.7553	7.80835	7.80709666666667
"ENSMUSG00000033705"	6.70748	6.941815	6.81376	7.449065	7.446735	7.508715
"ENSMUSG00000033706"	7.14657	6.995485	7.025525	6.88245	6.74554	6.71867
"ENSMUSG00000033707"	7.21198	7.259355	7.345815	6.31122	6.392645	6.40513
"ENSMUSG00000033712"	8.37606	8.40464	8.4212	8.71077	9.0022	8.71322
"ENSMUSG00000033713"	8.20213666666667	8.12839333333333	8.30122	7.98872666666667	8.09321666666667	8.06822333333333
"ENSMUSG00000033715"	4.02102	3.81551	3.95464	4.27661	4.15078	4.15566
"ENSMUSG00000033717"	4.67415	4.60003	4.69703	4.70525666666667	4.77297	4.67143333333333
"ENSMUSG00000033720"	7.21693	7.25682	7.186695	6.61325	6.67357	6.64481
"ENSMUSG00000033721"	5.34005	5.25874333333333	5.34979	6.02042666666667	5.87956333333333	5.91450333333333
"ENSMUSG00000033722"	5.91021	5.8165	5.98292	5.85544	6.13946	5.99032
"ENSMUSG00000033726"	6.08604	6.063075	6.03262	5.97562	6.12219	6.16779
"ENSMUSG00000033728"	5.572055	5.570895	5.709045	5.63971	5.821535	5.83095
"ENSMUSG00000033730"	7.97621	8.05166	8.25557	7.89928	7.97767	7.83166
"ENSMUSG00000033731"	4.913175	4.74466	4.916025	4.62521	4.739825	4.629115
"ENSMUSG00000033732"	9.00971	8.92026	8.8998	9.6136	9.73703	9.61365
"ENSMUSG00000033735"	8.2584	8.27494	8.51819	7.72898	8.00072	7.89319
"ENSMUSG00000033737"	6.80348	6.85742	6.94726	6.58462	6.75656	6.73327
"ENSMUSG00000033739"	7.97954	8.06055	7.94686	7.38892	7.42058	7.39567
"ENSMUSG00000033740"	5.251725	5.30988	5.36833	5.12452	5.09112	5.07537
"ENSMUSG00000033751"	6.79268	6.80001	6.652595	6.160945	6.28334	6.297035
"ENSMUSG00000033752"	4.67563	4.47539	4.59607	4.47809	4.70866	4.67165
"ENSMUSG00000033760"	5.59579	5.66227	5.61897	5.385115	5.37714	5.307395
"ENSMUSG00000033762"	4.95954	4.77864	5.1477	4.80302	4.80248	4.83077
"ENSMUSG00000033763"	5.17543	5.37725	5.11195	5.2954	5.10063	5.07653
"ENSMUSG00000033765"	5.78106	5.62246	5.59897	5.57313	5.52491	5.40216
"ENSMUSG00000033767"	6.61779333333333	6.72139666666667	6.53624333333333	6.37613	6.37104	6.46577666666667
"ENSMUSG00000033768"	5.29866	5.41955	5.354605	5.248375	5.27448	5.1404
"ENSMUSG00000033769"	6.926735	6.950585	6.96864	6.92042	6.929295	6.81635
"ENSMUSG00000033770"	7.26908	7.284305	7.29616	6.867905	7.034745	6.89148
"ENSMUSG00000033773"	6.31742	6.447845	6.14281	6.278755	6.27197	6.22072
"ENSMUSG00000033777"	6.92555	6.77402	6.87086	6.8148	7.15789	6.87535
"ENSMUSG00000033781"	6.56964333333333	6.52346666666667	6.44738333333333	6.36283	6.34372	6.37809333333333
"ENSMUSG00000033788"	7.25334	7.29391	7.46406	7.53329	7.49106	7.4958
"ENSMUSG00000033790"	7.081295	6.92419	7.2668	7.26688	7.129365	7.138905
"ENSMUSG00000033792"	5.40098	5.6444	5.89252	6.66587	6.7543	6.62221
"ENSMUSG00000033793"	7.60373	7.681055	7.590045	7.63206	7.81713	7.89801
"ENSMUSG00000033794"	4.66185	4.57568	4.65517	4.48611	4.56148	4.7141
"ENSMUSG00000033799"	6.01348	6.2677	5.71377	6.82889	6.7	7.23336
"ENSMUSG00000033805"	3.97095	3.73178	3.96626	3.82706	3.88639	3.87732
"ENSMUSG00000033808"	5.98913	5.84229	5.89905	6.24409	6.16525	6.10263
"ENSMUSG00000033809"	7.55598	7.57558	7.56258	7.50057	7.49396	7.47965
"ENSMUSG00000033813"	9.620295	9.267345	9.612495	9.41189	9.47977	9.36542
"ENSMUSG00000033819"	8.127765	7.91193	8.06468	8.183625	8.28036	8.261525
"ENSMUSG00000033825"	7.07501	7.10967	7.06918	7.02791	7.10335	7.08819
"ENSMUSG00000033826"	5.48812	5.36947	5.45386	5.49959	5.21091	5.13561
"ENSMUSG00000033831"	4.61499	4.50396	4.52003	4.15295	4.27549	4.25285
"ENSMUSG00000033834"	4.40617333333333	4.62342	4.33195666666667	4.23064	4.21695333333333	4.21719666666667
"ENSMUSG00000033837"	8.21975	8.15958	8.245625	7.82327	7.814745	7.85512
"ENSMUSG00000033845"	8.100645	8.07335625	8.16520125	7.19626125	7.27813375	7.2205625
"ENSMUSG00000033847"	6.191275	6.17919	6.205435	5.974765	5.9095	5.97908
"ENSMUSG00000033849"	4.70721333333333	4.53684	4.77351333333333	8.09156	8.21833666666667	8.39365
"ENSMUSG00000033852"	6.08885	6.13179	6.14242	6.11145	6.05982	6.0845
"ENSMUSG00000033854"	5.85299	5.80514	5.79896	5.5641	5.63987	5.64254
"ENSMUSG00000033855"	4.669095	4.665795	4.58045	4.542385	4.556585	4.5096
"ENSMUSG00000033857"	7.54717	7.63458	7.59984	8.08494	7.74601	8.02367
"ENSMUSG00000033860"	5.01686	5.06365	4.96848	4.6851	4.62226	4.70953
"ENSMUSG00000033862"	6.50247	6.58694	6.44862	6.35518	6.37924	6.55316
"ENSMUSG00000033863"	9.12305571428571	9.02007714285714	9.16955142857143	9.19328	9.31629571428572	9.24882714285714
"ENSMUSG00000033871"	11.83884	11.766	11.95362	9.37519	9.25634	9.29059
"ENSMUSG00000033880"	10.06584	9.7303	9.96332	11.44545	11.55865	11.46989
"ENSMUSG00000033882"	4.13345	4.07127	4.04208	4.45302	4.50616	4.51525
"ENSMUSG00000033883"	7.23429	7.04358	7.1769	7.979945	7.8241	7.826635
"ENSMUSG00000033885"	7.84821	7.67633	7.65397	8.36294	8.47867	8.38401
"ENSMUSG00000033898"	5.19528	5.00998	5.12347	5.0339	4.77845	4.85635
"ENSMUSG00000033900"	5.125845	5.238555	5.12397	5.53899	5.81818	5.7286
"ENSMUSG00000033902"	7.82889	7.861205	8.021455	8.27237	8.43367	8.368735
"ENSMUSG00000033904"	6.35535	6.37958	6.34385	6.42744	6.39057	6.29299
"ENSMUSG00000033906"	5.193015	4.980435	4.939835	4.80707	4.85738	4.779535
"ENSMUSG00000033909"	7.88598	7.68050333333333	7.82562333333333	7.79001333333333	7.78596	7.77978333333333
"ENSMUSG00000033910"	6.60854333333333	6.56084666666667	6.50646	7.47940333333333	7.54107666666667	7.41502333333333
"ENSMUSG00000033916"	9.45508	9.28979	9.44819	9.48615	9.7192	9.53379
"ENSMUSG00000033917"	10.96367	10.87746	10.89525	10.45667	10.69588	10.6147
"ENSMUSG00000033931"	6.539145	6.88792	6.58793	6.86164	6.850355	6.90327
"ENSMUSG00000033933"	7.28303	7.354695	7.346815	7.812095	7.67232	7.706325
"ENSMUSG00000033938"	11.857845	11.886235	11.92293	10.57366	10.66788	10.559315
"ENSMUSG00000033940"	10.207955	10.126535	10.285615	10.406395	10.42629	10.412195
"ENSMUSG00000033943"	5.865585	5.9864325	5.9842975	6.059965	6.0454825	6.1457175
"ENSMUSG00000033948"	4.61669	5.02447	5.05895	4.10433	4.19726	3.96633
"ENSMUSG00000033949"	6.04775	6.12519	6.096625	5.94819	6.009775	5.851815
"ENSMUSG00000033952"	5.708318	5.707374	5.558574	5.403586	5.380272	5.402456
"ENSMUSG00000033953"	6.40079333333333	6.39005666666667	6.40309	6.82111666666667	6.86095333333333	6.70330666666667
"ENSMUSG00000033955"	8.40132	8.26945	8.19079	8.68279	8.82097	8.8526
"ENSMUSG00000033960"	6.766725	6.550035	6.57107	7.079865	7.068365	7.05232
"ENSMUSG00000033961"	5.83143	5.81992	5.97666	6.15785	5.83192	5.72413
"ENSMUSG00000033963"	4.40864	4.55887	4.3805	4.31928	4.24916	4.1501
"ENSMUSG00000033964"	7.83802666666667	7.72115333333333	7.75849333333333	7.75966333333333	7.63265	7.64413666666667
"ENSMUSG00000033965"	8.858995	8.63771	8.769265	7.744445	7.758185	7.593545
"ENSMUSG00000033966"	5.36798	5.30275	5.10037	5.25178	5.30457	5.25264
"ENSMUSG00000033967"	5.773585	5.82667	5.90504	5.60076	5.44715	5.69449
"ENSMUSG00000033970"	5.15625	5.023275	5.26712	5.10854	5.34366	4.98291
"ENSMUSG00000033972"	5.585265	5.62183	5.645835	5.69501	5.73283	5.63509
"ENSMUSG00000033981"	5.10669	5.13918	5.059558	4.948886	4.982876	4.931834
"ENSMUSG00000033983"	5.68266	5.538495	5.526235	5.703365	5.806495	5.81487
"ENSMUSG00000033985"	5.65069	5.53007	5.99501	6.3733	6.15265	6.52347
"ENSMUSG00000033987"	5.5253	5.30365	5.34169	5.42646	5.31527	5.36887
"ENSMUSG00000033991"	4.09375	4.10786	4.18056	4.12565	3.97436	4.07768
"ENSMUSG00000033998"	5.67224	5.550445	5.533895	5.436525	5.95045	5.778795
"ENSMUSG00000034006"	6.77671	6.8341475	6.6743925	6.55921	6.5351975	6.5184
"ENSMUSG00000034007"	6.137215	6.12488	6.055635	6.34195	6.420735	6.516795
"ENSMUSG00000034009"	4.60018	4.40857	4.38442	4.3067	4.28487	4.2628
"ENSMUSG00000034021"	6.53953666666667	6.63509333333333	6.61421333333333	6.72086	6.77042	6.81803666666667
"ENSMUSG00000034022"	9.46245	9.19691	9.32968	9.08683	9.2426	9.18344
"ENSMUSG00000034023"	5.65071	5.8612425	5.79026	5.52151	5.47311	5.46601
"ENSMUSG00000034024"	9.91121333333333	9.75160333333333	9.87917333333333	10.0430233333333	10.20006	10.1382033333333
"ENSMUSG00000034028"	3.94224	4.05308	3.94129	3.93356	3.76046	3.87067
"ENSMUSG00000034031"	5.85571	5.949035	5.52563	5.22513	5.401095	5.41017
"ENSMUSG00000034032"	5.7372175	5.754295	5.8410825	5.8368775	5.8167075	5.8969575
"ENSMUSG00000034035"	4.95733	4.96052	4.82469	4.8913	4.82534	4.8586
"ENSMUSG00000034037"	8.12376	7.89005	8.21104	8.43033	8.38948	8.49956
"ENSMUSG00000034039"	5.470345	5.52315	5.61274	5.433755	5.39818	5.36365
"ENSMUSG00000034041"	6.6463	6.80672	6.95261	7.43699	7.81645	7.60829
"ENSMUSG00000034042"	9.11939	9.17147	9.10318	9.15537	9.05056	9.18652
"ENSMUSG00000034055"	6.69722333333333	6.54280333333333	6.71057666666667	6.47182333333333	6.38821333333333	6.34952
"ENSMUSG00000034057"	4.57811	4.55341	4.61046	4.40248	4.43413	4.39793
"ENSMUSG00000034059"	4.72739	5.09275	4.74271	4.70584	4.54219	4.57573
"ENSMUSG00000034064"	8.0584	7.96522	8.12092	8.46515	8.38301	8.36402
"ENSMUSG00000034066"	5.48194	5.50775	5.71091	5.1782	5.06569	5.14711
"ENSMUSG00000034071"	4.52748	4.61869	4.60714	4.52789	4.51446	4.31139
"ENSMUSG00000034075"	8.85615	8.85046	8.7822	8.785575	8.76342	8.746535
"ENSMUSG00000034083"	7.36312	7.12884	7.23608	7.39913	7.45726	7.24974
"ENSMUSG00000034087"	4.03148	4.12129	3.98501	3.81984	3.90242	3.91972
"ENSMUSG00000034088"	9.0068125	8.5890375	8.8353025	8.652675	8.7065475	8.662135
"ENSMUSG00000034098"	4.998265	5.141855	5.053045	4.776605	4.73241	4.692175
"ENSMUSG00000034101"	8.55956	8.497625	8.591635	9.001935	9.094845	9.121555
"ENSMUSG00000034105"	6.90034	6.50859	6.91477	7.05047	7.02094	6.88712
"ENSMUSG00000034108"	9.67749	9.40047	9.66609	8.30385	8.3437	8.31998
"ENSMUSG00000034109"	6.39732666666667	6.13542333333333	6.2524	6.23598333333333	6.27649333333333	6.21547
"ENSMUSG00000034110"	7.44283	7.293725	7.369285	7.12683	7.298655	7.20544
"ENSMUSG00000034111"	7.430515	7.369685	7.424865	8.02584	7.88694	8.00353
"ENSMUSG00000034112"	5.54587	5.63657	5.6427	5.49963	5.29364	5.3643
"ENSMUSG00000034115"	4.83994	4.80815	4.80049	5.08049	4.90319	5.2628
"ENSMUSG00000034116"	5.39602	5.238005	5.41963	5.420835	5.46289	5.40609
"ENSMUSG00000034117"	6.33235	6.3449	6.58851	6.11713	6.10336	5.89389
"ENSMUSG00000034118"	8.093	7.94729	8.13306	9.82575	9.90624	9.85695
"ENSMUSG00000034120"	8.27749666666667	8.27072333333333	8.38687666666667	8.56482333333333	8.51318	8.54596666666667
"ENSMUSG00000034121"	6.03205	5.68928	6.04111	6.20752	6.38688	6.1565
"ENSMUSG00000034126"	7.309285	7.140115	7.241115	7.34155	7.36633	7.26654
"ENSMUSG00000034127"	4.72854666666667	4.58521333333333	4.69922	5.13532666666667	5.00839666666667	4.98706
"ENSMUSG00000034135"	7.83018333333333	7.8409	7.83928333333333	7.90088666666667	7.92769666666667	7.85409666666667
"ENSMUSG00000034139"	4.41416	4.70007	4.57359	4.50571	4.35784	4.33713
"ENSMUSG00000034145"	5.37013	5.31343	5.41571	4.73537	4.98467	4.69897
"ENSMUSG00000034151"	4.91607	4.98063	4.8674	4.52768	4.53901	4.53901
"ENSMUSG00000034152"	7.811895	7.724085	7.78646	7.553055	7.83215	7.79872
"ENSMUSG00000034154"	6.641325	6.511785	6.585635	6.712075	6.75088	6.758615
"ENSMUSG00000034156"	5.60218	5.34646	5.50671	5.48277	5.60089	5.63813
"ENSMUSG00000034157"	6.42899666666667	6.52198	6.49268666666667	6.22088	6.22046666666667	6.25896666666667
"ENSMUSG00000034158"	10.34716	10.25121	10.38925	11.36886	11.63762	11.69263
"ENSMUSG00000034159"	4.59071	4.55226	4.56375	4.36979	4.49667	4.53834
"ENSMUSG00000034160"	8.768376	8.561464	8.773908	9.267914	9.232166	9.1821
"ENSMUSG00000034163"	8.21004	8.26674	8.14524	8.97145	9.03008	9.02386
"ENSMUSG00000034164"	5.98266	6.0392	5.96385	6.10121	5.95629	6.06133
"ENSMUSG00000034165"	7.15356666666667	7.17013666666667	7.24036	7.57534333333333	7.62051333333333	7.55285666666667
"ENSMUSG00000034168"	7.71983	7.5287	7.644225	8.375355	8.339435	8.264675
"ENSMUSG00000034171"	5.982675	5.963815	6.02459	6.049715	5.92399	6.02516
"ENSMUSG00000034173"	9.62863	9.679145	9.71056	9.31169	9.213025	9.26615
"ENSMUSG00000034175"	7.5247675	7.563565	7.724965	7.3885425	7.335505	7.36182
"ENSMUSG00000034177"	5.25255	5.26244	5.24793	5.10009	5.05056	4.9089
"ENSMUSG00000034185"	5.38048	5.55461	5.6544	5.45205	5.33031	5.16062
"ENSMUSG00000034187"	6.72761333333333	6.61319333333333	6.80134666666667	7.01714	6.98519666666667	6.98127333333333
"ENSMUSG00000034189"	7.84198	7.76698	7.76949	8.32004	8.50886	8.47331
"ENSMUSG00000034190"	8.35659	8.27769	8.29846	8.02627	8.19458	8.08871
"ENSMUSG00000034192"	9.46962	9.50925	9.54072	9.91799	9.97594	9.95367
"ENSMUSG00000034194"	7.32232	7.12014	7.3283	7.19062	7.34849	7.19952
"ENSMUSG00000034201"	6.71637666666667	6.80554666666667	6.66016666666667	6.79383	6.71159333333333	6.72298666666667
