"BAT_M05(r1)"	"BAT_M05(r2)"	"BAT_M05(r3)"	"eWAT_M05(r1)"	"eWAT_M05(r2)"	"eWAT_M05(r3)"
"ENSMUSG00000032425"	5.778255	5.671555	5.664725	5.667575	5.731735	5.655885
"ENSMUSG00000032431"	9.14616	8.88946	9.06584	9.94729	9.94774	9.8599
"ENSMUSG00000032434"	8.010015	7.746075	7.93617	8.877365	9.0773	9.05888
"ENSMUSG00000032435"	8.86902	8.72469	8.84826	9.04993	9.13784	8.97458
"ENSMUSG00000032436"	6.6723	6.61858	6.6277	7.80877	7.69325	7.89041
"ENSMUSG00000032437"	10.19052	9.92546	10.20619	10.98319	11.04	10.903475
"ENSMUSG00000032440"	9.22564	8.561385	9.05514	9.032485	9.041845	8.886835
"ENSMUSG00000032443"	5.03171	5.30676	5.29058	4.70151	4.35395	4.75721
"ENSMUSG00000032446"	5.69917	5.74463	5.703745	5.506665	5.576265	5.59382
"ENSMUSG00000032449"	7.63618666666667	7.62950333333333	7.57175333333333	7.71448666666667	7.69967	7.73327333333333
"ENSMUSG00000032451"	4.99025	5.3438	5.06508	4.91802	5.02274	4.88835
"ENSMUSG00000032452"	5.82044	5.914715	5.926765	6.289865	6.30401	6.34792
"ENSMUSG00000032454"	5.4825	5.55882	5.32498	5.27719	5.5036	5.26029
"ENSMUSG00000032456"	6.262525	6.181655	6.086645	6.01444	5.95354	5.988005
"ENSMUSG00000032458"	8.876285	8.710935	8.63601	9.12909	9.336585	9.251755
"ENSMUSG00000032459"	9.36961	9.3758	9.45314	8.23423	8.37374	8.36727
"ENSMUSG00000032462"	5.85059	6.08659	5.85059	7.08562	6.98125	7.245
"ENSMUSG00000032463"	7.44849	7.41988	7.43619	7.6263	7.71691	7.7609
"ENSMUSG00000032468"	6.743304	6.760628	6.558836	7.040198	6.928422	6.961548
"ENSMUSG00000032469"	5.89386	5.93954	5.9997	6.24133	6.67991	6.55733
"ENSMUSG00000032470"	6.811455	6.670355	6.955035	7.276645	7.293525	7.170865
"ENSMUSG00000032473"	5.695	6.03221	5.84244	5.700085	5.578805	5.567975
"ENSMUSG00000032475"	6.55342333333333	6.44019666666667	6.51357333333333	6.68999	6.76905333333333	6.69526666666667
"ENSMUSG00000032477"	6.53074666666667	6.63462666666667	6.47204	6.24091333333333	6.21101666666667	6.21526666666667
"ENSMUSG00000032478"	7.44104	7.52026	7.34359	7.36395	7.38717	7.39719
"ENSMUSG00000032479"	6.2152925	6.212985	6.12436	6.690625	6.6511075	6.7502375
"ENSMUSG00000032480"	7.2385425	7.096865	7.1711875	7.04033	7.0594025	7.0506875
"ENSMUSG00000032481"	7.56576333333333	7.53084	7.63140333333333	7.92618333333333	8.05392333333333	7.96233
"ENSMUSG00000032482"	7.41172	7.63764	7.39388	6.9311	6.737	6.72396
"ENSMUSG00000032484"	6.66258	6.8343	6.74636	6.35559	6.34103	6.35619
"ENSMUSG00000032485"	7.048895	6.9457	7.0397	6.88106	6.845495	6.86503
"ENSMUSG00000032487"	5.323615	5.4652	5.214515	5.231695	5.119895	5.118285
"ENSMUSG00000032489"	5.54316	5.70682	5.68747	5.47087	5.72718	5.90235
"ENSMUSG00000032491"	7.0023	6.87454	6.92605	6.83873	6.96787	6.87454
"ENSMUSG00000032492"	7.79745	7.81683	7.77057	7.3725	7.29453	7.39629
"ENSMUSG00000032493"	6.7918375	6.827145	6.8221025	6.4168275	6.5344675	6.545845
"ENSMUSG00000032494"	4.34526	4.01938	3.96388	4.00892	3.94994	3.95798
"ENSMUSG00000032495"	5.23677	5.204125	5.23494	5.06621	4.976925	4.98689
"ENSMUSG00000032496"	5.91317	5.76271	5.79719	5.63754	5.73907	5.7795
"ENSMUSG00000032497"	7.97492	8.03851	7.88981	7.8016	7.902145	7.8229
"ENSMUSG00000032498"	6.2856	6.6174	6.30487	6.56165	6.65667	6.6237
"ENSMUSG00000032500"	4.68392	4.66414	4.57924	4.60985	4.70842	4.61272
"ENSMUSG00000032501"	6.957065	7.00833	7.028665	6.01467	6.11852	6.041125
"ENSMUSG00000032502"	5.54137	5.51347	5.54685	5.38252	5.20174	5.17634
"ENSMUSG00000032503"	4.880206	4.8345	4.785746	4.675662	4.59472	4.645924
"ENSMUSG00000032504"	7.3992475	7.2425275	7.375805	7.9368375	7.979555	7.8837225
"ENSMUSG00000032507"	4.4871	4.6706	4.69021	4.40176	4.35439	4.33093
"ENSMUSG00000032508"	9.06444	8.92651	8.97087	9.03604	9.06738	8.9869
"ENSMUSG00000032511"	6.204595	6.230665	6.238545	6.126715	6.157095	6.0884
"ENSMUSG00000032512"	7.87083333333333	7.75429333333333	7.78410333333333	7.84991	7.79767666666667	7.76346666666667
"ENSMUSG00000032513"	7.82858	7.53671	7.7122	7.86348	7.87657	7.766565
"ENSMUSG00000032514"	5.42106	5.42196	5.41201	5.03351	5.29171	5.1064
"ENSMUSG00000032515"	8.66569	8.5924	8.8014	8.17759	8.19479	8.04836
"ENSMUSG00000032517"	5.542244	5.622712	5.572266	5.466496	5.401364	5.428518
"ENSMUSG00000032518"	8.41434	8.3112	8.283235	8.418225	8.53167	8.498355
"ENSMUSG00000032519"	8.51739	8.3688	8.46961	8.31399	8.47573	8.41296
"ENSMUSG00000032523"	6.46958	6.63999	6.68122	6.52074	6.72113	6.49063
"ENSMUSG00000032525"	6.360072	6.35145	6.292498	6.684788	6.715518	6.738324
"ENSMUSG00000032526"	9.21978	9.20917	9.35467	8.46473	8.26626	8.39674
"ENSMUSG00000032527"	11.72394	11.3243	11.66548	10.48144	10.74893	10.48599
"ENSMUSG00000032528"	4.677785	4.88847	4.834565	4.59102	4.664775	4.634705
"ENSMUSG00000032530"	4.37443	4.24577	4.53347	4.49376	4.4082	4.40446
"ENSMUSG00000032531"	9.05604	8.89707	9.06762	11.27123	11.14444	11.14075
"ENSMUSG00000032532"	4.3067	4.24632	4.37762	4.30474	4.56891	4.39093
"ENSMUSG00000032534"	6.47098	6.48247	6.44246	5.97518	5.970805	6.09982
"ENSMUSG00000032536"	8.77212	8.34926	8.854385	8.7562	8.72363	8.6367
"ENSMUSG00000032537"	6.61415	6.56878	6.71334	6.3188	6.49605	6.21081
"ENSMUSG00000032540"	10.104705	9.940265	9.99477	10.261435	10.33646	10.31687
"ENSMUSG00000032547"	7.07489333333333	6.92781666666667	7.02606333333333	7.47669	7.38817333333333	7.43598333333333
"ENSMUSG00000032548"	7.0617	6.97210666666667	7.15592666666667	7.32054	7.37593333333333	7.39731333333333
"ENSMUSG00000032549"	7.6185425	7.4824625	7.5952275	6.9427725	6.9446625	6.957515
"ENSMUSG00000032551"	9.06194	9.03717	9.1243	9.2168	9.34017	9.33229
"ENSMUSG00000032553"	7.13454666666667	6.89607333333333	7.19792666666667	7.16013333333333	7.19177333333333	7.17327
"ENSMUSG00000032554"	9.67601	9.16002	9.4582	13.82614	13.93313	13.80083
"ENSMUSG00000032555"	5.84552	5.826765	5.894665	5.968365	6.068415	6.185275
"ENSMUSG00000032556"	7.352	7.50436	7.3337	7.08614	7.18665	7.04586
"ENSMUSG00000032557"	6.680755	6.67359	6.65917	6.943215	7.13403	7.03909
"ENSMUSG00000032558"	6.00948	6.05704	6.13077	5.65707	5.54316	5.74672
"ENSMUSG00000032560"	7.94784	7.965245	7.7329	8.263755	8.21128	8.251045
"ENSMUSG00000032561"	5.51994333333333	5.70861	5.62705	5.35571	5.49329666666667	5.38396
"ENSMUSG00000032562"	9.70182	9.53797	9.75742	10.861185	11.039555	11.03076
"ENSMUSG00000032563"	8.1480825	8.092815	8.0924325	7.65384	7.54091	7.599585
"ENSMUSG00000032564"	4.82314	4.671395	4.875485	4.76117	4.540135	4.60312
"ENSMUSG00000032565"	7.15489	7.109905	7.24526	7.31641	7.297245	7.392155
"ENSMUSG00000032566"	5.54228	5.60191	5.74288	5.56186	5.45552	5.20783
"ENSMUSG00000032567"	6.209295	6.128635	6.04638	5.70819	5.679335	5.665095
"ENSMUSG00000032570"	6.002856	5.968682	5.912862	6.223184	6.0954	6.214652
"ENSMUSG00000032571"	6.77867	6.87011	6.45569	7.4435	7.78927	7.55264
"ENSMUSG00000032572"	5.883985	6.13348	6.01095	5.73838	5.678425	5.790315
"ENSMUSG00000032575"	7.69822	7.68982	7.75814	7.86214	8.02225	7.95969
"ENSMUSG00000032577"	8.391	8.15949	8.25148	7.46013	7.48087	7.408855
"ENSMUSG00000032578"	9.37567	9.37191	8.30589	7.52628	8.53719	8.36243
"ENSMUSG00000032579"	8.839365	8.927645	8.834545	7.310605	7.44488	7.37651
"ENSMUSG00000032580"	6.68587333333333	6.63596333333333	6.71299	6.97902166666667	6.97129166666667	7.06273833333333
"ENSMUSG00000032582"	7.89656333333333	7.86608666666667	7.87190666666667	8.04953	8.15035	8.13536666666667
"ENSMUSG00000032583"	8.92304	9.16091	9.07329	8.5342	8.29088	8.58998
"ENSMUSG00000032584"	5.4558	5.61792	5.38997	7.70258	7.36098	7.54732
"ENSMUSG00000032586"	6.554685	6.58589	6.604775	6.206195	6.308465	6.43721
"ENSMUSG00000032589"	5.56558333333333	5.62836333333333	5.70890333333333	5.43479666666667	5.37395333333333	5.33300666666667
"ENSMUSG00000032590"	9.6092	9.45288	9.54669	9.12745	9.06784	9.05661
"ENSMUSG00000032591"	5.97318	5.88883	5.9251	6.09281	5.77362	5.94133
"ENSMUSG00000032594"	7.7765525	7.654155	7.81123	7.9293525	7.936955	7.94075
"ENSMUSG00000032595"	4.902695	4.94551	4.891395	4.925395	5.20334	5.147715
"ENSMUSG00000032596"	7.53019666666667	7.48351666666667	7.56457333333333	7.95793333333333	8.06162	8.01374333333333
"ENSMUSG00000032598"	7.90692	7.78166	7.97164	8.11745	8.20849	8.20413
"ENSMUSG00000032599"	6.85505	6.68903	6.786455	7.142585	7.29969	7.25116
"ENSMUSG00000032601"	7.83472	7.75677333333333	7.79511	8.48260333333333	8.50712333333333	8.42709
"ENSMUSG00000032602"	12.258375	12.110635	12.19852	9.51172	9.628945	9.59677
"ENSMUSG00000032604"	7.62562	7.54138333333333	7.61555666666667	7.65542333333333	7.69463333333333	7.76242
"ENSMUSG00000032606"	8.46124	8.386455	8.52689	8.244235	8.16528	8.266295
"ENSMUSG00000032609"	7.08674	7.10401	7.00009	7.59545	7.55606	7.60219
"ENSMUSG00000032611"	4.50265	4.61217	4.63538	4.29552	4.3343	4.48744
"ENSMUSG00000032612"	8.249595	8.196105	8.108735	8.27488	8.27267	8.26818
"ENSMUSG00000032615"	8.92145	8.70019	8.89691	8.20584	8.20155	8.06466
"ENSMUSG00000032621"	6.656065	6.7455675	6.52554	6.963685	7.106395	7.1814325
"ENSMUSG00000032623"	4.18963	4.8415	4.60258	5.40449	5.26387	5.11843
"ENSMUSG00000032624"	7.36481	7.23633	7.09844	7.92062	7.83088	7.86498
"ENSMUSG00000032625"	5.48066	5.66052	5.43649	6.1989	6.05836	6.21466
"ENSMUSG00000032633"	9.61376	9.43692	9.535095	8.77665	8.76586	8.85929
"ENSMUSG00000032637"	7.94194	7.9554	7.95933	8.06653	8.14992	7.994945
"ENSMUSG00000032640"	6.29139	6.27367	6.48494	7.65154	7.62747	7.73163
"ENSMUSG00000032641"	7.16019	7.180165	7.19142	7.0468	7.022285	6.965955
"ENSMUSG00000032643"	6.97227	6.98831	6.83438	6.44368	6.72573	6.53964
"ENSMUSG00000032648"	7.17862	7.25834	7.19225	7.15796	7.20793	7.23754
"ENSMUSG00000032649"	6.23374	6.05303	6.3471	6.09414	6.29986	6.15247
"ENSMUSG00000032652"	6.25922	6.000085	6.140075	6.492615	6.51398	6.57008
"ENSMUSG00000032657"	6.7584	6.45818	6.7758	7.13088	7.01546	6.84704
"ENSMUSG00000032661"	7.11475	7.30923	7.17446	6.92522	7.00367	6.95884
"ENSMUSG00000032666"	6.82571333333333	6.84634666666667	6.80955333333333	7.34333333333333	7.12919333333333	7.08877333333333
"ENSMUSG00000032667"	6.1246825	6.087575	5.9782475	6.67907	6.79476	6.7184475
"ENSMUSG00000032671"	5.31323	5.49744	5.52187	5.19428	5.18843	5.11696
"ENSMUSG00000032673"	7.63396	7.6309	7.59834	7.18647	7.48852	7.26945
"ENSMUSG00000032679"	10.533275	10.37817	10.571785	10.30533	10.29805	10.09452
"ENSMUSG00000032680"	5.57586	5.82592	5.81363	5.66632	5.67455	5.6228
"ENSMUSG00000032688"	5.65986	5.51904	5.27956	6.07698	6.12267	6.65962
"ENSMUSG00000032690"	8.1633	8.19516	7.97194	8.25677	8.08154	8.34225
"ENSMUSG00000032691"	8.02984	8.17224	8.06983	8.18336	8.0434	7.91162
"ENSMUSG00000032698"	8.19162	7.90675	8.13978	9.12568	9.14376	9.09193
"ENSMUSG00000032702"	8.15875	8.191745	8.19132	8.429895	8.37699	8.238365
"ENSMUSG00000032705"	7.74358	7.6996	7.64194	7.59458	7.31652	7.32779
"ENSMUSG00000032712"	8.0517225	8.162305	7.7623375	7.614185	7.8131725	7.7869175
"ENSMUSG00000032714"	8.29507	8.38867	8.12122	8.63696	8.46863	8.52071
"ENSMUSG00000032715"	6.53625	6.461175	6.451935	6.44258	6.32754	6.341555
"ENSMUSG00000032717"	6.213215	6.276135	6.226955	5.90509	5.916065	5.929805
"ENSMUSG00000032718"	4.98467	4.80344	4.91135	5.34771	5.43989	5.54256
"ENSMUSG00000032719"	4.78088	4.793025	4.655385	4.5429	4.54794	4.61507
"ENSMUSG00000032724"	4.795975	4.73818	4.787045	4.32487	4.427915	4.311855
"ENSMUSG00000032725"	6.63034	6.52305	6.94059	9.86758	9.87874	9.86735
"ENSMUSG00000032726"	4.96227	4.80681	4.82761	4.56443	4.62718	4.65532
"ENSMUSG00000032727"	6.879145	6.891415	6.75066	7.17578	7.063235	6.996185
"ENSMUSG00000032733"	7.98239	7.81583	7.92518	9.10106	9.12089	9.19379
"ENSMUSG00000032735"	7.57	7.76807	7.5698	8.26246	8.47515	8.60749
"ENSMUSG00000032737"	10.0113	9.68641	9.96645	9.35514	9.53314	9.38629
"ENSMUSG00000032739"	6.28265	6.31156	6.47397	6.32414	6.36648	6.18455
"ENSMUSG00000032740"	5.824215	5.84984	5.91608	6.347485	6.25381	6.122545
"ENSMUSG00000032741"	8.39230333333333	7.96532	8.34588333333333	7.748	7.62885666666667	7.53520666666667
"ENSMUSG00000032743"	6.98376	6.98117333333333	7.0111	6.91551	7.00624666666667	7.09471666666667
"ENSMUSG00000032744"	7.36468	7.38258	7.4718	7.01493	6.97461	6.90097666666667
"ENSMUSG00000032745"	8.36603	7.800535	8.34347	8.509495	8.46699	8.208525
"ENSMUSG00000032750"	5.53899	5.44016	5.46484	5.52615	5.51107	5.4994
"ENSMUSG00000032754"	7.86863	7.38318	7.52513	8.0053	8.19204	8.16617
"ENSMUSG00000032757"	7.33337	7.29286	7.34975	6.590175	6.57053	6.49189
"ENSMUSG00000032758"	5.8347	5.855915	5.660945	5.64756	5.726875	5.789555
"ENSMUSG00000032763"	8.15619	8.09472	8.07967	7.90998	8.01626	8.01752
"ENSMUSG00000032766"	9.95138	9.96744	10.0123	10.24002	10.32534	10.32711
"ENSMUSG00000032769"	6.9867	7.40031	7.199	6.72746	6.6972	6.54339
"ENSMUSG00000032773"	7.44893	7.42442	7.470465	7.145135	7.11925	7.143675
"ENSMUSG00000032776"	6.87554	6.96127	6.64577	6.50609	6.66601	6.51193
"ENSMUSG00000032777"	6.35639	6.27581	6.2094025	6.14818	6.03296	6.126925
"ENSMUSG00000032782"	7.75534	7.87965	7.75992	7.75008	7.65797	7.72538
"ENSMUSG00000032783"	6.72956	6.7898	6.85655	6.2852	6.45153	6.12573
"ENSMUSG00000032786"	10.582925	10.21098	10.46941	10.562765	10.72533	10.724045
"ENSMUSG00000032788"	6.95898333333333	6.91367666666667	6.96458	6.84048666666667	6.89138	6.86551
"ENSMUSG00000032796"	5.13657	5.03129	4.99348	5.09318	5.04993	5.05056
"ENSMUSG00000032802"	7.89195333333333	7.88697	7.91620666666667	7.22962	7.45336666666667	7.25901
"ENSMUSG00000032803"	7.283215	7.14565	7.24105	6.941745	6.91808	6.844395
"ENSMUSG00000032806"	7.60592	7.64557	7.55566	7.88104	7.96962	7.98484
"ENSMUSG00000032807"	4.48232	4.49539	4.4048	4.3067	4.40791	4.40057
"ENSMUSG00000032808"	8.20741	8.23173	8.18867	7.81	7.82004	7.62843
"ENSMUSG00000032812"	7.994	7.82698	7.96356	8.05562	8.24638	8.19997
"ENSMUSG00000032815"	6.27307	6.294365	6.40583	6.428775	6.336265	6.33407
"ENSMUSG00000032816"	5.090065	5.144625	4.99468	5.334945	5.34557	5.295595
"ENSMUSG00000032826"	5.35419	5.26013666666667	5.18729	5.19138	5.18739333333333	5.18419666666667
"ENSMUSG00000032827"	7.16286	7.05448333333333	7.10709333333333	7.67475	7.83057666666667	7.76941333333333
"ENSMUSG00000032834"	7.76433	7.79946	7.81489	7.85375	7.92522	7.80073
"ENSMUSG00000032839"	4.84834	4.733145	4.92938	5.14585	5.188715	4.99644
"ENSMUSG00000032840"	7.43249	7.30393333333333	7.39553333333333	6.82781	6.78162666666667	6.72454
"ENSMUSG00000032841"	5.68491	5.719245	5.786255	6.77869	6.71409	6.66897
"ENSMUSG00000032842"	6.949495	6.76749	7.09386	6.477735	6.48489	6.399835
"ENSMUSG00000032845"	5.22993	5.01818	5.21175	5.0777	5.16096	4.93234
"ENSMUSG00000032846"	6.322615	6.168655	6.209335	6.725835	6.65241	6.74249
"ENSMUSG00000032849"	8.2634	8.08713	8.09849	7.34988	7.1949	7.49634
"ENSMUSG00000032850"	5.4045	5.22654	5.31606	5.30018	4.9481	5.12143
"ENSMUSG00000032852"	4.87443	4.86033	4.85412	4.62211	4.6261	4.43991
"ENSMUSG00000032854"	5.351795	5.29854	5.312565	5.23929	5.20326	5.17598
"ENSMUSG00000032855"	8.39742	8.22064	8.32653	9.09479	9.29765	9.22067
"ENSMUSG00000032860"	5.82107	5.68571	5.75913	5.72586	5.61931	5.41435
"ENSMUSG00000032864"	7.73743	8.03358	7.82928	7.48159	7.18895	7.4337
"ENSMUSG00000032867"	7.43721333333333	7.24892333333333	7.46683	7.96886	7.89829666666667	7.8956
"ENSMUSG00000032869"	6.654765	6.61206	6.6137225	6.9547025	6.9548525	6.950345
"ENSMUSG00000032870"	6.33306	6.50859	6.11484	6.64599	6.47344	6.75938
"ENSMUSG00000032872"	8.93456	8.89856	8.97476	8.54451	8.50078	8.57272
"ENSMUSG00000032875"	7.51175	7.34818	7.36514666666667	7.49965666666667	7.48310666666667	7.58558
"ENSMUSG00000032878"	5.15967	5.154145	5.18083	5.092555	5.187305	5.15234
"ENSMUSG00000032883"	5.51004333333333	5.48353666666667	5.42483	4.94922	4.99673	5.06488666666667
"ENSMUSG00000032890"	5.09491	5.082255	5.13547	4.945875	4.861865	4.943685
"ENSMUSG00000032892"	6.92469	6.91433	6.87544	6.55379	6.69399	6.89242
"ENSMUSG00000032894"	7.06324	6.95502	7.24596	6.99326	7.21019	6.8722
"ENSMUSG00000032897"	9.00856	8.94629	8.98432	8.41124	8.5397	8.62488
"ENSMUSG00000032898"	10.361605	10.031555	10.333785	9.864845	9.72308	9.744025
"ENSMUSG00000032899"	4.80032	4.71641	4.67949	4.61877	4.83997	4.7935
"ENSMUSG00000032900"	5.853275	5.89408	5.92197	5.55697	5.60506	5.534645
"ENSMUSG00000032902"	8.359865	8.58918	8.464505	7.15644	7.13472	7.221325
"ENSMUSG00000032905"	7.73347	7.65351	7.707185	7.475905	7.545425	7.461765
"ENSMUSG00000032908"	5.36075	5.34278	5.35619	5.22942	5.1343	5.09133
"ENSMUSG00000032911"	8.35602	8.264775	8.318965	7.22634	7.38723	7.304575
"ENSMUSG00000032913"	6.5004	6.622595	6.719655	6.695835	6.659035	6.59741
"ENSMUSG00000032915"	5.20736	5.12613	4.942495	5.43644	5.250005	5.25073
"ENSMUSG00000032921"	5.426835	5.43633	5.4878	5.490655	5.4685	5.33519
"ENSMUSG00000032925"	6.19393	6.50904	6.27177	6.47445	6.4101	6.44088
"ENSMUSG00000032932"	6.9388475	6.74104	6.7789725	7.0757125	7.09892	6.973565
"ENSMUSG00000032936"	5.40516	5.44905	5.51366	5.2934	5.00482	5.22411
"ENSMUSG00000032937"	7.50781	7.69197	7.54358	7.34733	7.17537	7.31431
"ENSMUSG00000032939"	7.20472	7.34126	7.18309	7.86497	7.88512	7.84402
"ENSMUSG00000032940"	4.23163	4.18966	4.11396	4.20815	4.14967	4.06139
"ENSMUSG00000032942"	9.55367	9.23767	9.67608	7.969895	7.829785	7.883875
"ENSMUSG00000032946"	6.36576666666667	6.49966333333333	6.65859	6.99094	7.03371333333333	6.84049
"ENSMUSG00000032948"	6.37355	6.3141	6.39941	6.38578	6.28876	6.35255
"ENSMUSG00000032952"	7.10302	6.95502	6.94552	6.79834	6.91972	6.85728
"ENSMUSG00000032959"	12.112005	12.005815	12.06772	11.50081	11.593975	11.458775
"ENSMUSG00000032965"	5.87375	5.9243	5.81847	6.60189	6.75674	6.7087
"ENSMUSG00000032966"	10.4733175	10.26679	10.4633	11.5369	11.64165	11.5304975
"ENSMUSG00000032968"	6.66564	6.8782	6.76252	6.42607	6.32797	6.20804
"ENSMUSG00000032977"	6.57886	6.42121	6.71087	6.818	6.9198	6.8016
"ENSMUSG00000032978"	4.94998	5.10819	5.07848	4.79241	4.88403	4.77209
"ENSMUSG00000032985"	5.25803	5.01794	5.0842	5.13298	5.00818	4.94022
"ENSMUSG00000032988"	6.02113	6.13789	6.13797	5.81814	6.1447	6.06787
"ENSMUSG00000032997"	7.44902	7.48409	7.51636	7.82061	7.82041	7.95373
"ENSMUSG00000032998"	5.94041333333333	5.65033666666667	5.75672333333333	6.04563	6.09635666666667	5.99828666666667
"ENSMUSG00000032999"	4.64785	4.69105	4.81965	4.69559	4.72168	4.585
"ENSMUSG00000033004"	8.386586	8.372192	8.372744	9.627038	9.631542	9.562252
"ENSMUSG00000033006"	7.40102333333333	7.38707333333333	7.50949333333333	7.08991	7.06312	7.09398666666667
"ENSMUSG00000033007"	7.15952	7.20023	7.10411	7.01458	6.90366	6.86175
"ENSMUSG00000033009"	6.56081	6.54961	6.398585	6.573155	6.35432	6.318305
"ENSMUSG00000033014"	7.6306	7.427055	7.432625	7.85369	7.78505	7.88555
"ENSMUSG00000033015"	4.33361	4.46088	4.28515	3.91684	4.20965	4.0437
"ENSMUSG00000033016"	6.324696	6.294704	6.364348	6.565552	6.456014	6.499106
"ENSMUSG00000033020"	9.58985	9.68322	9.77929	8.83841	9.09545	8.92438
"ENSMUSG00000033021"	7.7242	7.566644	7.634172	7.808444	7.856764	7.790602
"ENSMUSG00000033022"	13.00467	12.85686	13.04911	13.16656	13.35632	13.25897
"ENSMUSG00000033024"	7.71462	7.93485	7.71079	7.47501	7.18321	7.45582
"ENSMUSG00000033027"	4.68643	4.84726	4.6146	4.531255	4.552605	4.56088
"ENSMUSG00000033029"	7.11769	7.25506	7.49321	6.90943	7.10734	7.06358
"ENSMUSG00000033031"	3.84258	3.88937	3.9318	3.92871	3.93733	3.97254
"ENSMUSG00000033032"	6.68914	6.625	6.78105	7.07399	7.11965	7.17069
"ENSMUSG00000033033"	5.67689	5.66362	5.38204	6.4364	6.2192	6.68672
"ENSMUSG00000033036"	5.99538	5.93485	5.845685	5.964475	6.0907	6.080165
"ENSMUSG00000033039"	9.69999	9.5806	9.21752	9.17839	9.44663	9.37976
"ENSMUSG00000033044"	4.88552	5.22214	5.1165	4.82491	4.77301	4.83619
"ENSMUSG00000033047"	9.07437	9.14674	9.02051	8.70061	8.70799	8.70482
"ENSMUSG00000033053"	4.7523	4.95141	4.83552	4.72345	4.62211	4.60789
"ENSMUSG00000033054"	4.9818	5.08319	5.155	5.87857	6.01078	6.10099
"ENSMUSG00000033055"	7.107375	7.24532	7.18788	7.139695	7.276195	7.113125
"ENSMUSG00000033059"	10.088	9.75103	10.0381	11.48175	11.49852	11.43689
"ENSMUSG00000033060"	6.410075	6.390475	6.3752	6.47037	6.518195	6.52827
"ENSMUSG00000033061"	4.53294	4.69921	4.70465	4.32051	4.3067	4.30809
"ENSMUSG00000033065"	10.05584	10.04275	9.99527	8.55234	8.57317	8.56717
"ENSMUSG00000033066"	5.9235	5.9354175	5.8890025	6.4576475	6.5636125	6.446635
"ENSMUSG00000033068"	9.55937	9.57736	9.46021	9.96176	9.97625	9.73961
"ENSMUSG00000033075"	6.95294333333333	6.75779333333333	6.85363	6.73705333333333	6.60109666666667	6.71362
"ENSMUSG00000033080"	5.3729	5.505705	5.36411	5.338845	5.32835	5.335855
"ENSMUSG00000033082"	5.544195	5.614755	5.64165	5.557275	5.54206	5.635525
"ENSMUSG00000033083"	8.279605	8.174485	8.130355	8.329595	8.378035	8.322315
"ENSMUSG00000033088"	9.54247	9.30513	9.45204	10.05989	10.2359	9.96646
"ENSMUSG00000033096"	10.9296	10.86707	10.88698	10.27852	10.61501	10.55743
"ENSMUSG00000033099"	8.34902	8.39456	8.42259	8.59924	8.59731	8.44943
"ENSMUSG00000033102"	8.029835	7.988705	7.80176	7.312595	7.374215	7.258695
"ENSMUSG00000033105"	7.15705	7.198335	7.13469	6.686135	6.618215	6.75929
"ENSMUSG00000033106"	6.57317	6.07518	6.33977	6.03738	6.18339	6.09402
"ENSMUSG00000033107"	9.42863	9.11042	9.45892	9.12517	9.07783	8.95674
"ENSMUSG00000033111"	7.07142	6.990075	6.992015	6.99837	6.98901	6.9739
"ENSMUSG00000033114"	6.35284	6.41464	6.5743	6.65292	6.71728	6.92442
"ENSMUSG00000033122"	7.01847	7.01847	7.09048	6.95036	6.96799	6.98366
"ENSMUSG00000033124"	9.26719	9.15167	9.14983	8.80416	8.82546	8.8504
"ENSMUSG00000033126"	4.93135	5.02741	5.13719	5.05121	4.99107	5.13796
"ENSMUSG00000033128"	8.20115	8.02615	8.25003	8.84152	8.93005	8.82528
"ENSMUSG00000033147"	6.44699	6.59086	6.595005	6.18661	6.303675	6.339115
"ENSMUSG00000033149"	5.70537	5.57991	5.80944	6.9817	7.29445	7.50399
"ENSMUSG00000033152"	4.51587	4.4467	4.76543	5.04683	5.15757	5.13655
"ENSMUSG00000033156"	4.90011	5.04308	4.94591	4.834	4.84197	4.83909
"ENSMUSG00000033157"	6.630645	6.59703	6.700825	6.768525	6.71139	6.71493
"ENSMUSG00000033159"	9.76442	9.48065	9.62551	9.7452	9.8903	9.76396
"ENSMUSG00000033161"	7.50316	7.343245	7.34983	7.721095	8.34636	7.864005
"ENSMUSG00000033166"	7.65523	7.45877	7.34366	7.33928	7.32008	7.40731
"ENSMUSG00000033170"	8.50078	8.27999	8.11525	9.8372	9.71794	9.83488
"ENSMUSG00000033174"	9.886332	9.687272	9.891038	10.41675	10.5781	10.449192
"ENSMUSG00000033182"	4.27754	4.257245	4.23797	4.274275	4.230885	4.20701
"ENSMUSG00000033184"	7.5910625	7.472865	7.6329375	7.85977	7.7929475	7.76583
"ENSMUSG00000033186"	7.53147333333333	7.40374666666667	7.54138333333333	7.77932	7.73690333333333	7.90522666666667
"ENSMUSG00000033187"	3.99611	4.24353	4.32838	4.03498	4.01006	3.88953
"ENSMUSG00000033191"	7.84829	7.82703	8.01465	8.07466	8.21225	8.19071
"ENSMUSG00000033192"	6.740335	6.67698	6.627265	6.58884	6.61154	6.640505
"ENSMUSG00000033196"	4.36659	4.30107	4.31786	4.4125	4.18386	4.3122
"ENSMUSG00000033200"	6.114	6.09018	6.11646	5.6665	5.6665	5.50712
"ENSMUSG00000033207"	6.51686	6.29979	6.64517	7.44869	7.46591	7.36136
"ENSMUSG00000033208"	8.788975	8.768645	8.544785	5.246905	5.055175	5.175685
